"Id
===
Id
===
int-cs","Ãû³Æ
===
Name
===
string-cs","¿ÉÕë¶ÔËÀÍöÄ¿±êÊ¹ÓÃ
===
UseOnDead
===
int-s","BuffId0
===
Buff0
===
int-cs","BuffId1
===
Buff1
===
int-cs","BuffId2
===
Buff2
===
int-cs","BuffId3
===
Buff3
===
int-cs","ÃüÖÐ¹«Ê½
===
HitExp
===
string-s","±©»÷¹«Ê½
===
CriticalAttackExp
===
string-s","·¢Éäµã
===
Launch
===
string-c","ÃüÖÐµã
===
HitPoint
===
string-c","·ÉÐÐÌØÐ§
===
FlyEffect
===
int-c","ÃüÖÐÌØÐ§
===
HitEffect
===
int-c","ÉÁ±ÜÃüÖÐ
===
MissDo
===
int-c","±»»÷¶¯×÷
===
ActionName
===
string-c","·ÉÐÐËÙ¶È
===
Speed
===
float-c"
35916,ÐÄÁéÄ§ÕÏ-1,0,359161,-1,-1,-1,1,1,#weapon#,#center#,-1,-1,1,,2000
35926,ÐÄÁéÄ§ÕÏ-2,0,359261,-1,-1,-1,1,1,#weapon#,#center#,-1,-1,1,,2000
35936,ÐÄÁéÄ§ÕÏ-3,0,359361,-1,-1,-1,1,1,#weapon#,#center#,-1,-1,1,,2000
35946,ÐÄÁéÄ§ÕÏ-4,0,359461,-1,-1,-1,1,1,#weapon#,#center#,-1,-1,1,,2000
35956,ÐÄÁéÄ§ÕÏ-5,0,359561,-1,-1,-1,1,1,#weapon#,#center#,-1,-1,1,,2000
36016,Óñ²¯-1,0,360161,-1,-1,-1,1,1,#weapon#,#center#,-1,-1,1,,2000
36026,Óñ²¯-2,0,360261,-1,-1,-1,1,1,#weapon#,#center#,-1,-1,1,,2000
36036,Óñ²¯-3,0,360361,-1,-1,-1,1,1,#weapon#,#center#,-1,-1,1,,2000
36046,Óñ²¯-4,0,360461,-1,-1,-1,1,1,#weapon#,#center#,-1,-1,1,,2000
36056,Óñ²¯-5,0,360561,-1,-1,-1,1,1,#weapon#,#center#,-1,-1,1,,2000
40016,°½¹ã-ÆÕ¹¥,0,400161,-1,-1,-1,"([BulletRandom]/10)<(500+(([Caster.HitRating]/((20+[Caster.ExAttr0]-if([Caster.ExAttr0]-[Target.ExAttr0]>10,10,if([Caster.ExAttr0]-[Target.ExAttr0]<-10,-10,[Caster.ExAttr0]-[Target.ExAttr0]))-8)/52*14)-[Target.DodgeRating]/((20+[Target.ExAttr0]-if([Target.ExAttr0]-[Caster.ExAttr0]>10,10,if([Target.ExAttr0]-[Caster.ExAttr0]<-10,-10,[Target.ExAttr0]-[Caster.ExAttr0]))-8)/52*14))*10))","if(([BulletRandom]/10)>(1000-([Caster.CriticalAttack]/((20+[Caster.ExAttr0]-if([Caster.ExAttr0]-[Target.ExAttr0]>10,10,[Caster.ExAttr0]-[Target.ExAttr0])-8)/52*14)-[Target.Resilience]/((20+[Caster.ExAttr0]-8)/52*14))*10), [Caster.CriticalDamage]/100, 1)",#weapon#,#center#,-1,4010,1,be hit,2000
40026,°½¹ã-skill01,0,400261,-1,-1,-1,1,1,#weapon#,#center#,-1,4023,1,,2000
40216,°½ÇÕ-ÆÕ¹¥,0,402161,-1,-1,-1,"([BulletRandom]/10)<(500+(([Caster.HitRating]/((20+[Caster.ExAttr0]-if([Caster.ExAttr0]-[Target.ExAttr0]>10,10,if([Caster.ExAttr0]-[Target.ExAttr0]<-10,-10,[Caster.ExAttr0]-[Target.ExAttr0]))-8)/52*14)-[Target.DodgeRating]/((20+[Target.ExAttr0]-if([Target.ExAttr0]-[Caster.ExAttr0]>10,10,if([Target.ExAttr0]-[Caster.ExAttr0]<-10,-10,[Target.ExAttr0]-[Caster.ExAttr0]))-8)/52*14))*10))","if(([BulletRandom]/10)>(1000-([Caster.CriticalAttack]/((20+[Caster.ExAttr0]-if([Caster.ExAttr0]-[Target.ExAttr0]>10,10,[Caster.ExAttr0]-[Target.ExAttr0])-8)/52*14)-[Target.Resilience]/((20+[Caster.ExAttr0]-8)/52*14))*10), [Caster.CriticalDamage]/100, 1)",#weapon1#,#center#,2002,2003,0,be hit,2000
40226,°½ÇÕ-skill01,0,402261,-1,-1,-1,"([BulletRandom]/10)<(500+(([Caster.HitRating]/((20+[Caster.ExAttr0]-if([Caster.ExAttr0]-[Target.ExAttr0]>10,10,if([Caster.ExAttr0]-[Target.ExAttr0]<-10,-10,[Caster.ExAttr0]-[Target.ExAttr0]))-8)/52*14)-[Target.DodgeRating]/((20+[Target.ExAttr0]-if([Target.ExAttr0]-[Caster.ExAttr0]>10,10,if([Target.ExAttr0]-[Caster.ExAttr0]<-10,-10,[Target.ExAttr0]-[Caster.ExAttr0]))-8)/52*14))*10))","if(([BulletRandom]/10)>(1000-([Caster.CriticalAttack]/((20+[Caster.ExAttr0]-if([Caster.ExAttr0]-[Target.ExAttr0]>10,10,[Caster.ExAttr0]-[Target.ExAttr0])-8)/52*14)-[Target.Resilience]/((20+[Caster.ExAttr0]-8)/52*14))*10), [Caster.CriticalDamage]/100, 1)",#weapon#,#center#,-1,2053,0,be hit,2000
40416,°½Èó-ÆÕ¹¥,0,404161,-1,-1,-1,"([BulletRandom]/10)<(500+(([Caster.HitRating]/((20+[Caster.ExAttr0]-if([Caster.ExAttr0]-[Target.ExAttr0]>10,10,if([Caster.ExAttr0]-[Target.ExAttr0]<-10,-10,[Caster.ExAttr0]-[Target.ExAttr0]))-8)/52*14)-[Target.DodgeRating]/((20+[Target.ExAttr0]-if([Target.ExAttr0]-[Caster.ExAttr0]>10,10,if([Target.ExAttr0]-[Caster.ExAttr0]<-10,-10,[Target.ExAttr0]-[Caster.ExAttr0]))-8)/52*14))*10))","if(([BulletRandom]/10)>(1000-([Caster.CriticalAttack]/((20+[Caster.ExAttr0]-if([Caster.ExAttr0]-[Target.ExAttr0]>10,10,[Caster.ExAttr0]-[Target.ExAttr0])-8)/52*14)-[Target.Resilience]/((20+[Caster.ExAttr0]-8)/52*14))*10), [Caster.CriticalDamage]/100, 1)",#weapon#,#center#,-1,1003,1,be hit,2000
40426,°½Èó-skill01,0,404261,-1,-1,-1,"([BulletRandom]/10)<(500+(([Caster.HitRating]/((20+[Caster.ExAttr0]-if([Caster.ExAttr0]-[Target.ExAttr0]>10,10,if([Caster.ExAttr0]-[Target.ExAttr0]<-10,-10,[Caster.ExAttr0]-[Target.ExAttr0]))-8)/52*14)-[Target.DodgeRating]/((20+[Target.ExAttr0]-if([Target.ExAttr0]-[Caster.ExAttr0]>10,10,if([Target.ExAttr0]-[Caster.ExAttr0]<-10,-10,[Target.ExAttr0]-[Caster.ExAttr0]))-8)/52*14))*10))","if(([BulletRandom]/10)>(1000-([Caster.CriticalAttack]/((20+[Caster.ExAttr0]-if([Caster.ExAttr0]-[Target.ExAttr0]>10,10,[Caster.ExAttr0]-[Target.ExAttr0])-8)/52*14)-[Target.Resilience]/((20+[Caster.ExAttr0]-8)/52*14))*10), [Caster.CriticalDamage]/100, 1)",#bottom#,#bottom#,1052,1053,0,be hit,2000
40616,°½Ë³-ÆÕ¹¥,0,406161,-1,-1,-1,"([BulletRandom]/10)<(500+(([Caster.HitRating]/((20+[Caster.ExAttr0]-if([Caster.ExAttr0]-[Target.ExAttr0]>10,10,if([Caster.ExAttr0]-[Target.ExAttr0]<-10,-10,[Caster.ExAttr0]-[Target.ExAttr0]))-8)/52*14)-[Target.DodgeRating]/((20+[Target.ExAttr0]-if([Target.ExAttr0]-[Caster.ExAttr0]>10,10,if([Target.ExAttr0]-[Caster.ExAttr0]<-10,-10,[Target.ExAttr0]-[Caster.ExAttr0]))-8)/52*14))*10))","if(([BulletRandom]/10)>(1000-([Caster.CriticalAttack]/((20+[Caster.ExAttr0]-if([Caster.ExAttr0]-[Target.ExAttr0]>10,10,[Caster.ExAttr0]-[Target.ExAttr0])-8)/52*14)-[Target.Resilience]/((20+[Caster.ExAttr0]-8)/52*14))*10), [Caster.CriticalDamage]/100, 1)",#weapon#,#center#,-1,1003,1,be hit,2000
40626,°½Ë³-skill01,0,406261,-1,-1,-1,1,1,#weapon#,#center#,-1,-1,1,,2000
41016,°×¹Ç¾«-ÆÕ¹¥,0,410161,-1,-1,-1,"([BulletRandom]/10)<(500+(([Caster.HitRating]/((20+[Caster.ExAttr0]-if([Caster.ExAttr0]-[Target.ExAttr0]>10,10,if([Caster.ExAttr0]-[Target.ExAttr0]<-10,-10,[Caster.ExAttr0]-[Target.ExAttr0]))-8)/52*14)-[Target.DodgeRating]/((20+[Target.ExAttr0]-if([Target.ExAttr0]-[Caster.ExAttr0]>10,10,if([Target.ExAttr0]-[Caster.ExAttr0]<-10,-10,[Target.ExAttr0]-[Caster.ExAttr0]))-8)/52*14))*10))","if(([BulletRandom]/10)>(1000-([Caster.CriticalAttack]/((20+[Caster.ExAttr0]-if([Caster.ExAttr0]-[Target.ExAttr0]>10,10,[Caster.ExAttr0]-[Target.ExAttr0])-8)/52*14)-[Target.Resilience]/((20+[Caster.ExAttr0]-8)/52*14))*10), [Caster.CriticalDamage]/100, 1)",#weapon#,#center#,2002,2003,0,be hit,2000
41026,°×¹Ç¾«-skill01,0,410261,-1,-1,-1,"([BulletRandom]/10)<(500+(([Caster.HitRating]/((20+[Caster.ExAttr0]-if([Caster.ExAttr0]-[Target.ExAttr0]>10,10,if([Caster.ExAttr0]-[Target.ExAttr0]<-10,-10,[Caster.ExAttr0]-[Target.ExAttr0]))-8)/52*14)-[Target.DodgeRating]/((20+[Target.ExAttr0]-if([Target.ExAttr0]-[Caster.ExAttr0]>10,10,if([Target.ExAttr0]-[Caster.ExAttr0]<-10,-10,[Target.ExAttr0]-[Caster.ExAttr0]))-8)/52*14))*10))","if(([BulletRandom]/10)>(1000-([Caster.CriticalAttack]/((20+[Caster.ExAttr0]-if([Caster.ExAttr0]-[Target.ExAttr0]>10,10,[Caster.ExAttr0]-[Target.ExAttr0])-8)/52*14)-[Target.Resilience]/((20+[Caster.ExAttr0]-8)/52*14))*10), [Caster.CriticalDamage]/100, 1)",#weapon#,#center#,-1,2013,1,be hit,2000
41036,°×¹Ç¾«-skill02,0,410361,-1,-1,-1,1,1,#weapon#,#center#,-1,-1,1,,2000
41216,°ÙÑÛÄ§¾ý-ÆÕ¹¥,0,412161,-1,-1,-1,"([BulletRandom]/10)<(500+(([Caster.HitRating]/((20+[Caster.ExAttr0]-if([Caster.ExAttr0]-[Target.ExAttr0]>10,10,if([Caster.ExAttr0]-[Target.ExAttr0]<-10,-10,[Caster.ExAttr0]-[Target.ExAttr0]))-8)/52*14)-[Target.DodgeRating]/((20+[Target.ExAttr0]-if([Target.ExAttr0]-[Caster.ExAttr0]>10,10,if([Target.ExAttr0]-[Caster.ExAttr0]<-10,-10,[Target.ExAttr0]-[Caster.ExAttr0]))-8)/52*14))*10))","if(([BulletRandom]/10)>(1000-([Caster.CriticalAttack]/((20+[Caster.ExAttr0]-if([Caster.ExAttr0]-[Target.ExAttr0]>10,10,[Caster.ExAttr0]-[Target.ExAttr0])-8)/52*14)-[Target.Resilience]/((20+[Caster.ExAttr0]-8)/52*14))*10), [Caster.CriticalDamage]/100, 1)",#weapon#,#center#,-1,1003,1,be hit,2000
41226,°ÙÑÛÄ§¾ý-skill01,0,412261,-1,-1,-1,"([BulletRandom]/10)<(500+(([Caster.HitRating]/((20+[Caster.ExAttr0]-if([Caster.ExAttr0]-[Target.ExAttr0]>10,10,if([Caster.ExAttr0]-[Target.ExAttr0]<-10,-10,[Caster.ExAttr0]-[Target.ExAttr0]))-8)/52*14)-[Target.DodgeRating]/((20+[Target.ExAttr0]-if([Target.ExAttr0]-[Caster.ExAttr0]>10,10,if([Target.ExAttr0]-[Caster.ExAttr0]<-10,-10,[Target.ExAttr0]-[Caster.ExAttr0]))-8)/52*14))*10))","if(([BulletRandom]/10)>(1000-([Caster.CriticalAttack]/((20+[Caster.ExAttr0]-if([Caster.ExAttr0]-[Target.ExAttr0]>10,10,[Caster.ExAttr0]-[Target.ExAttr0])-8)/52*14)-[Target.Resilience]/((20+[Caster.ExAttr0]-8)/52*14))*10), [Caster.CriticalDamage]/100, 1)",#weapon#,#center#,-1,2533,1,be hit,2000
41616,æÏ¶ð-ÆÕ¹¥,0,416161,-1,-1,-1,1,"if(([BulletRandom]/10)>(1000-([Caster.CriticalAttack]/((20+[Caster.ExAttr0]-if([Caster.ExAttr0]-[Target.ExAttr0]>10,10,[Caster.ExAttr0]-[Target.ExAttr0])-8)/52*14)-[Target.Resilience]/((20+[Caster.ExAttr0]-8)/52*14))*10), [Caster.CriticalDamage]/100, 1)",#weapon#,#center#,-1,3003,1,,2000
41626,æÏ¶ð-skill01,0,416261,-1,-1,-1,1,"if(([BulletRandom]/10)>(1000-([Caster.CriticalAttack]/((20+[Caster.ExAttr0]-if([Caster.ExAttr0]-[Target.ExAttr0]>10,10,[Caster.ExAttr0]-[Target.ExAttr0])-8)/52*14)-[Target.Resilience]/((20+[Caster.ExAttr0]-8)/52*14))*10), [Caster.CriticalDamage]/100, 1)",#weapon#,#center#,-1,3053,1,,2000
42616,ºìº¢¶ù-ÆÕ¹¥,0,426161,-1,-1,-1,"([BulletRandom]/10)<(500+(([Caster.HitRating]/((20+[Caster.ExAttr0]-if([Caster.ExAttr0]-[Target.ExAttr0]>10,10,if([Caster.ExAttr0]-[Target.ExAttr0]<-10,-10,[Caster.ExAttr0]-[Target.ExAttr0]))-8)/52*14)-[Target.DodgeRating]/((20+[Target.ExAttr0]-if([Target.ExAttr0]-[Caster.ExAttr0]>10,10,if([Target.ExAttr0]-[Caster.ExAttr0]<-10,-10,[Target.ExAttr0]-[Caster.ExAttr0]))-8)/52*14))*10))","if(([BulletRandom]/10)>(1000-([Caster.CriticalAttack]/((20+[Caster.ExAttr0]-if([Caster.ExAttr0]-[Target.ExAttr0]>10,10,[Caster.ExAttr0]-[Target.ExAttr0])-8)/52*14)-[Target.Resilience]/((20+[Caster.ExAttr0]-8)/52*14))*10), [Caster.CriticalDamage]/100, 1)",#weapon#,#center#,-1,1003,1,be hit,2000
42626,ºìº¢¶ù-skill01,0,426261,-1,-1,-1,"([BulletRandom]/10)<(500+(([Caster.HitRating]/((20+[Caster.ExAttr0]-if([Caster.ExAttr0]-[Target.ExAttr0]>10,10,if([Caster.ExAttr0]-[Target.ExAttr0]<-10,-10,[Caster.ExAttr0]-[Target.ExAttr0]))-8)/52*14)-[Target.DodgeRating]/((20+[Target.ExAttr0]-if([Target.ExAttr0]-[Caster.ExAttr0]>10,10,if([Target.ExAttr0]-[Caster.ExAttr0]<-10,-10,[Target.ExAttr0]-[Caster.ExAttr0]))-8)/52*14))*10))","if(([BulletRandom]/10)>(1000-([Caster.CriticalAttack]/((20+[Caster.ExAttr0]-if([Caster.ExAttr0]-[Target.ExAttr0]>10,10,[Caster.ExAttr0]-[Target.ExAttr0])-8)/52*14)-[Target.Resilience]/((20+[Caster.ExAttr0]-8)/52*14))*10), [Caster.CriticalDamage]/100, 1)",#weapon#,#center#,-1,2013,1,be hit,2000
42816,ºìÒÂÏÉÅ®-ÆÕ¹¥,0,428161,-1,-1,-1,"([BulletRandom]/10)<(500+(([Caster.HitRating]/((20+[Caster.ExAttr0]-if([Caster.ExAttr0]-[Target.ExAttr0]>10,10,if([Caster.ExAttr0]-[Target.ExAttr0]<-10,-10,[Caster.ExAttr0]-[Target.ExAttr0]))-8)/52*14)-[Target.DodgeRating]/((20+[Target.ExAttr0]-if([Target.ExAttr0]-[Caster.ExAttr0]>10,10,if([Target.ExAttr0]-[Caster.ExAttr0]<-10,-10,[Target.ExAttr0]-[Caster.ExAttr0]))-8)/52*14))*10))","if(([BulletRandom]/10)>(1000-([Caster.CriticalAttack]/((20+[Caster.ExAttr0]-if([Caster.ExAttr0]-[Target.ExAttr0]>10,10,[Caster.ExAttr0]-[Target.ExAttr0])-8)/52*14)-[Target.Resilience]/((20+[Caster.ExAttr0]-8)/52*14))*10), [Caster.CriticalDamage]/100, 1)",#weapon#,#center#,2002,2003,0,be hit,2000
42826,ºìÒÂÏÉÅ®-skill01,0,428261,-1,-1,-1,"([BulletRandom]/10)<(500+(([Caster.HitRating]/((20+[Caster.ExAttr0]-if([Caster.ExAttr0]-[Target.ExAttr0]>10,10,if([Caster.ExAttr0]-[Target.ExAttr0]<-10,-10,[Caster.ExAttr0]-[Target.ExAttr0]))-8)/52*14)-[Target.DodgeRating]/((20+[Target.ExAttr0]-if([Target.ExAttr0]-[Caster.ExAttr0]>10,10,if([Target.ExAttr0]-[Caster.ExAttr0]<-10,-10,[Target.ExAttr0]-[Caster.ExAttr0]))-8)/52*14))*10))","if(([BulletRandom]/10)>(1000-([Caster.CriticalAttack]/((20+[Caster.ExAttr0]-if([Caster.ExAttr0]-[Target.ExAttr0]>10,10,[Caster.ExAttr0]-[Target.ExAttr0])-8)/52*14)-[Target.Resilience]/((20+[Caster.ExAttr0]-8)/52*14))*10), [Caster.CriticalDamage]/100, 1)",#weapon#,#center#,2512,2513,0,be hit,2000
43016,»ÆÃ¼¹Ö-ÆÕ¹¥,0,430161,-1,-1,-1,"([BulletRandom]/10)<(500+(([Caster.HitRating]/((20+[Caster.ExAttr0]-if([Caster.ExAttr0]-[Target.ExAttr0]>10,10,if([Caster.ExAttr0]-[Target.ExAttr0]<-10,-10,[Caster.ExAttr0]-[Target.ExAttr0]))-8)/52*14)-[Target.DodgeRating]/((20+[Target.ExAttr0]-if([Target.ExAttr0]-[Caster.ExAttr0]>10,10,if([Target.ExAttr0]-[Caster.ExAttr0]<-10,-10,[Target.ExAttr0]-[Caster.ExAttr0]))-8)/52*14))*10))","if(([BulletRandom]/10)>(1000-([Caster.CriticalAttack]/((20+[Caster.ExAttr0]-if([Caster.ExAttr0]-[Target.ExAttr0]>10,10,[Caster.ExAttr0]-[Target.ExAttr0])-8)/52*14)-[Target.Resilience]/((20+[Caster.ExAttr0]-8)/52*14))*10), [Caster.CriticalDamage]/100, 1)",#weapon#,#center#,-1,4013,0,be hit,2000
43026,»ÆÃ¼¹Ö-skill01,0,430261,-1,-1,-1,"([BulletRandom]/10)<(500+(([Caster.HitRating]/((20+[Caster.ExAttr0]-if([Caster.ExAttr0]-[Target.ExAttr0]>10,10,if([Caster.ExAttr0]-[Target.ExAttr0]<-10,-10,[Caster.ExAttr0]-[Target.ExAttr0]))-8)/52*14)-[Target.DodgeRating]/((20+[Target.ExAttr0]-if([Target.ExAttr0]-[Caster.ExAttr0]>10,10,if([Target.ExAttr0]-[Caster.ExAttr0]<-10,-10,[Target.ExAttr0]-[Caster.ExAttr0]))-8)/52*14))*10))","if(([BulletRandom]/10)>(1000-([Caster.CriticalAttack]/((20+[Caster.ExAttr0]-if([Caster.ExAttr0]-[Target.ExAttr0]>10,10,[Caster.ExAttr0]-[Target.ExAttr0])-8)/52*14)-[Target.Resilience]/((20+[Caster.ExAttr0]-8)/52*14))*10), [Caster.CriticalDamage]/100, 1)",#weapon#,#center#,2032,2033,0,be hit,2000
43216,»ÆÒÂÏÉÅ®-ÆÕ¹¥,0,432161,-1,-1,-1,1,1,#weapon#,#center#,-1,3003,1,,2000
43226,»ÆÒÂÏÉÅ®-skill01,0,432261,-1,-1,-1,1,1,#weapon#,#center#,-1,3013,1,,2000
43416,»¢Íõ-ÆÕ¹¥,0,434161,-1,-1,-1,"([BulletRandom]/10)<(500+(([Caster.HitRating]/((20+[Caster.ExAttr0]-if([Caster.ExAttr0]-[Target.ExAttr0]>10,10,if([Caster.ExAttr0]-[Target.ExAttr0]<-10,-10,[Caster.ExAttr0]-[Target.ExAttr0]))-8)/52*14)-[Target.DodgeRating]/((20+[Target.ExAttr0]-if([Target.ExAttr0]-[Caster.ExAttr0]>10,10,if([Target.ExAttr0]-[Caster.ExAttr0]<-10,-10,[Target.ExAttr0]-[Caster.ExAttr0]))-8)/52*14))*10))","if(([BulletRandom]/10)>(1000-([Caster.CriticalAttack]/((20+[Caster.ExAttr0]-if([Caster.ExAttr0]-[Target.ExAttr0]>10,10,[Caster.ExAttr0]-[Target.ExAttr0])-8)/52*14)-[Target.Resilience]/((20+[Caster.ExAttr0]-8)/52*14))*10), [Caster.CriticalDamage]/100, 1)",#weapon#,#center#,-1,1003,1,be hit,2000
43426,»¢Íõ-skill01,0,434261,-1,-1,-1,"([BulletRandom]/10)<(500+(([Caster.HitRating]/((20+[Caster.ExAttr0]-if([Caster.ExAttr0]-[Target.ExAttr0]>10,10,if([Caster.ExAttr0]-[Target.ExAttr0]<-10,-10,[Caster.ExAttr0]-[Target.ExAttr0]))-8)/52*14)-[Target.DodgeRating]/((20+[Target.ExAttr0]-if([Target.ExAttr0]-[Caster.ExAttr0]>10,10,if([Target.ExAttr0]-[Caster.ExAttr0]<-10,-10,[Target.ExAttr0]-[Caster.ExAttr0]))-8)/52*14))*10))","if(([BulletRandom]/10)>(1000-([Caster.CriticalAttack]/((20+[Caster.ExAttr0]-if([Caster.ExAttr0]-[Target.ExAttr0]>10,10,[Caster.ExAttr0]-[Target.ExAttr0])-8)/52*14)-[Target.Resilience]/((20+[Caster.ExAttr0]-8)/52*14))*10), [Caster.CriticalDamage]/100, 1)",#weapon#,#center#,-1,-1,1,be hit,2000
43616,½ð½Ç-ÆÕ¹¥,0,436161,-1,-1,-1,"([BulletRandom]/10)<(500+(([Caster.HitRating]/((20+[Caster.ExAttr0]-if([Caster.ExAttr0]-[Target.ExAttr0]>10,10,if([Caster.ExAttr0]-[Target.ExAttr0]<-10,-10,[Caster.ExAttr0]-[Target.ExAttr0]))-8)/52*14)-[Target.DodgeRating]/((20+[Target.ExAttr0]-if([Target.ExAttr0]-[Caster.ExAttr0]>10,10,if([Target.ExAttr0]-[Caster.ExAttr0]<-10,-10,[Target.ExAttr0]-[Caster.ExAttr0]))-8)/52*14))*10))","if(([BulletRandom]/10)>(1000-([Caster.CriticalAttack]/((20+[Caster.ExAttr0]-if([Caster.ExAttr0]-[Target.ExAttr0]>10,10,[Caster.ExAttr0]-[Target.ExAttr0])-8)/52*14)-[Target.Resilience]/((20+[Caster.ExAttr0]-8)/52*14))*10), [Caster.CriticalDamage]/100, 1)",#weapon#,#center#,-1,4010,1,be hit,2000
43626,½ð½Ç-skill01,0,500014,-1,-1,-1,1,1,#weapon#,#center#,-1,-1,1,,2000
43627,½ð½Ç-skill01,0,436271,-1,-1,-1,"([BulletRandom]/10)<(500+(([Caster.HitRating]/((20+[Caster.ExAttr0]-if([Caster.ExAttr0]-[Target.ExAttr0]>10,10,if([Caster.ExAttr0]-[Target.ExAttr0]<-10,-10,[Caster.ExAttr0]-[Target.ExAttr0]))-8)/52*14)-[Target.DodgeRating]/((20+[Target.ExAttr0]-if([Target.ExAttr0]-[Caster.ExAttr0]>10,10,if([Target.ExAttr0]-[Caster.ExAttr0]<-10,-10,[Target.ExAttr0]-[Caster.ExAttr0]))-8)/52*14))*10))","if(([BulletRandom]/10)>(1000-([Caster.CriticalAttack]/((20+[Caster.ExAttr0]-if([Caster.ExAttr0]-[Target.ExAttr0]>10,10,[Caster.ExAttr0]-[Target.ExAttr0])-8)/52*14)-[Target.Resilience]/((20+[Caster.ExAttr0]-8)/52*14))*10), [Caster.CriticalDamage]/100, 1)",#weapon#,#center#,-1,1013,1,be hit,2000
43816,¾ÅÍ·³æ-ÆÕ¹¥,0,438161,-1,-1,-1,"([BulletRandom]/10)<(500+(([Caster.HitRating]/((20+[Caster.ExAttr0]-if([Caster.ExAttr0]-[Target.ExAttr0]>10,10,if([Caster.ExAttr0]-[Target.ExAttr0]<-10,-10,[Caster.ExAttr0]-[Target.ExAttr0]))-8)/52*14)-[Target.DodgeRating]/((20+[Target.ExAttr0]-if([Target.ExAttr0]-[Caster.ExAttr0]>10,10,if([Target.ExAttr0]-[Caster.ExAttr0]<-10,-10,[Target.ExAttr0]-[Caster.ExAttr0]))-8)/52*14))*10))","if(([BulletRandom]/10)>(1000-([Caster.CriticalAttack]/((20+[Caster.ExAttr0]-if([Caster.ExAttr0]-[Target.ExAttr0]>10,10,[Caster.ExAttr0]-[Target.ExAttr0])-8)/52*14)-[Target.Resilience]/((20+[Caster.ExAttr0]-8)/52*14))*10), [Caster.CriticalDamage]/100, 1)",#weapon#,#center#,-1,4001,1,be hit,2000
43826,¾ÅÍ·³æ-skill01,0,438261,-1,-1,-1,"([BulletRandom]/10)<(500+(([Caster.HitRating]/((20+[Caster.ExAttr0]-if([Caster.ExAttr0]-[Target.ExAttr0]>10,10,if([Caster.ExAttr0]-[Target.ExAttr0]<-10,-10,[Caster.ExAttr0]-[Target.ExAttr0]))-8)/52*14)-[Target.DodgeRating]/((20+[Target.ExAttr0]-if([Target.ExAttr0]-[Caster.ExAttr0]>10,10,if([Target.ExAttr0]-[Caster.ExAttr0]<-10,-10,[Target.ExAttr0]-[Caster.ExAttr0]))-8)/52*14))*10))","if(([BulletRandom]/10)>(1000-([Caster.CriticalAttack]/((20+[Caster.ExAttr0]-if([Caster.ExAttr0]-[Target.ExAttr0]>10,10,[Caster.ExAttr0]-[Target.ExAttr0])-8)/52*14)-[Target.Resilience]/((20+[Caster.ExAttr0]-8)/52*14))*10), [Caster.CriticalDamage]/100, 1)",#weapon#,#center#,-1,1013,1,be hit,2000
44016,¾ÅÎ²ºü-ÆÕ¹¥,0,440161,-1,-1,-1,"([BulletRandom]/10)<(500+(([Caster.HitRating]/((20+[Caster.ExAttr0]-if([Caster.ExAttr0]-[Target.ExAttr0]>10,10,if([Caster.ExAttr0]-[Target.ExAttr0]<-10,-10,[Caster.ExAttr0]-[Target.ExAttr0]))-8)/52*14)-[Target.DodgeRating]/((20+[Target.ExAttr0]-if([Target.ExAttr0]-[Caster.ExAttr0]>10,10,if([Target.ExAttr0]-[Caster.ExAttr0]<-10,-10,[Target.ExAttr0]-[Caster.ExAttr0]))-8)/52*14))*10))","if(([BulletRandom]/10)>(1000-([Caster.CriticalAttack]/((20+[Caster.ExAttr0]-if([Caster.ExAttr0]-[Target.ExAttr0]>10,10,[Caster.ExAttr0]-[Target.ExAttr0])-8)/52*14)-[Target.Resilience]/((20+[Caster.ExAttr0]-8)/52*14))*10), [Caster.CriticalDamage]/100, 1)",#weapon#,#center#,2002,2003,0,be hit,2000
44026,¾ÅÎ²ºü-skill01,0,440261,-1,-1,-1,"([BulletRandom]/10)<(500+(([Caster.HitRating]/((20+[Caster.ExAttr0]-if([Caster.ExAttr0]-[Target.ExAttr0]>10,10,if([Caster.ExAttr0]-[Target.ExAttr0]<-10,-10,[Caster.ExAttr0]-[Target.ExAttr0]))-8)/52*14)-[Target.DodgeRating]/((20+[Target.ExAttr0]-if([Target.ExAttr0]-[Caster.ExAttr0]>10,10,if([Target.ExAttr0]-[Caster.ExAttr0]<-10,-10,[Target.ExAttr0]-[Caster.ExAttr0]))-8)/52*14))*10))","if(([BulletRandom]/10)>(1000-([Caster.CriticalAttack]/((20+[Caster.ExAttr0]-if([Caster.ExAttr0]-[Target.ExAttr0]>10,10,[Caster.ExAttr0]-[Target.ExAttr0])-8)/52*14)-[Target.Resilience]/((20+[Caster.ExAttr0]-8)/52*14))*10), [Caster.CriticalDamage]/100, 1)",#weapon#,#center#,-1,2523,1,be hit,2000
44216,À¶ÒÂÏÉÅ®-ÆÕ¹¥,0,442161,-1,-1,-1,1,"if(([BulletRandom]/10)>(1000-([Caster.CriticalAttack]/((20+[Caster.ExAttr0]-if([Caster.ExAttr0]-[Target.ExAttr0]>10,10,[Caster.ExAttr0]-[Target.ExAttr0])-8)/52*14)-[Target.Resilience]/((20+[Caster.ExAttr0]-8)/52*14))*10), [Caster.CriticalDamage]/100, 1)",#weapon#,#center#,-1,3003,0,,2000
44226,À¶ÒÂÏÉÅ®-skill01,0,442261,-1,-1,-1,1,1,#weapon#,#center#,-1,3543,1,,2000
