"Id
===
Id
===
int-s","名称
===
Name
===
string-s","等级
===
Level
===
int-s","模型Id
===
AvatarId
===
int-s","装备Id0
===
EquipId0
===
int-s","装备Id1
===
EquipId1
===
int-s","装备Id2
===
EquipId2
===
int-s","技能Id0
===
SkillId0
===
int-s","技能Id1
===
SkillId1
===
int-s","技能Id2
===
SkillId2
===
int-s","技能Id3
===
SkillId3
===
int-s"
588,壹拾贰,10,4,4509,4709,4909,3501,3511,-1,-1
589,风尘志泽,10,4,4309,4709,4909,3501,3531,-1,-1
590,轩辕凡波,10,4,4409,4709,4909,3501,3511,-1,-1
591,然秋雪,10,5,4509,5109,5309,3501,3531,-1,-1
592,寒夜悠悠,10,5,4309,5109,5309,3501,3511,-1,-1
593,丨沉默,10,5,4409,5109,5309,3501,3531,-1,-1
594,诸葛翔羿,10,5,4509,5109,5309,3501,3511,-1,-1
595,夜丶莫离,10,5,4309,5109,5309,3501,3531,-1,-1
596,哆灬啦A梦,10,5,4409,5109,5309,3501,3511,-1,-1
597,丿感情丶殇,10,5,4509,5109,5309,3501,3531,-1,-1
598,夜雨声烦,10,5,4309,5109,5309,3501,3511,-1,-1
599,ぶ調怶のメ,10,5,4409,5109,5309,3501,3531,-1,-1
600,歼灭天使,10,5,4509,5109,5309,3501,3511,-1,-1
601,大德德,11,0,109,709,909,1001,1031,1071,-1
602,大师〃戒色,11,0,209,709,909,1001,1011,1071,-1
603,听、你说,11,0,309,709,909,1001,1031,1071,-1
604,2013,11,0,109,709,909,1001,1011,1071,-1
605,传奇未来,11,0,209,709,909,1001,1031,1071,-1
611,华丽总攻,11,1,309,1109,1309,1001,1011,1071,-1
612,揭瓦浪子,11,1,109,1109,1309,1001,1031,1071,-1
613,原点boy,11,1,209,1109,1309,1001,1011,1071,-1
614,放肆2明白,11,1,309,1109,1309,1001,1031,1071,-1
615,寻找赵奕欢,11,1,109,1109,1309,1001,1011,1071,-1
621,じ沫筱依ゞ,11,2,2109,2609,2809,2001,2021,2061,-1
622,筱尚至此,11,2,2209,2609,2809,2001,2011,2061,-1
623,╰☆0mの,11,2,2009,2609,2809,2001,2021,2061,-1
624,羡慕嫉妒恨,11,2,2109,2609,2809,2001,2011,2061,-1
625,巫思柔,11,2,2209,2609,2809,2001,2021,2061,-1
631,血色丶,11,3,2009,3009,3209,2001,2011,2061,-1
632,嘴甜甜零伊,11,3,2109,3009,3209,2001,2021,2061,-1
633,嫣然一笑丶,11,3,2209,3009,3209,2001,2011,2061,-1
634,靈泳庞?,11,3,2009,3009,3209,2001,2021,2061,-1
635,大脚刘,11,3,2109,3009,3209,2001,2011,2061,-1
646,神话级的猪,11,4,4509,4709,4909,3501,3531,3591,-1
647,传奇传奇,11,4,4309,4709,4909,3501,3511,3591,-1
648,潇湘寞雪,11,4,4409,4709,4909,3501,3531,3591,-1
649,萧敬腾,11,4,4509,4709,4909,3501,3511,3591,-1
650,艾星星,11,4,4309,4709,4909,3501,3531,3591,-1
656,风云念夏,11,5,4409,5109,5309,3501,3511,3591,-1
657,雨之海,11,5,4509,5109,5309,3501,3531,3591,-1
658,纳兰惠,11,5,4309,5109,5309,3501,3511,3591,-1
659,见死不救,11,5,4409,5109,5309,3501,3531,3591,-1
660,嘴甜甜灵儿,11,5,4509,5109,5309,3501,3511,3591,-1
661,苍痕泪,12,0,110,710,910,1001,1031,1071,-1
662,Oo小啡啡,12,0,210,710,910,1001,1011,1071,-1
663,秋色丶,12,0,310,710,910,1001,1031,1071,-1
664,丿口口丿,12,0,110,710,910,1001,1011,1071,-1
665,小小小皮,12,0,210,710,910,1001,1031,1071,-1
671,黑崎壹护,12,1,310,1110,1310,1001,1011,1071,-1
672,一枪走天涯,12,1,110,1110,1310,1001,1031,1071,-1
673,嗳哟不错哦,12,1,210,1110,1310,1001,1011,1071,-1
674,我爱你,12,1,310,1110,1310,1001,1031,1071,-1
675,小白,12,1,110,1110,1310,1001,1011,1071,-1
681,七ˉ夜,12,2,2110,2610,2810,2001,2021,2061,-1
682,千若枫浩,12,2,2210,2610,2810,2001,2011,2061,-1
683,奶茶超人,12,2,2010,2610,2810,2001,2021,2061,-1
684,冰舞亦玉,12,2,2110,2610,2810,2001,2011,2061,-1
685,奇奇猫,12,2,2210,2610,2810,2001,2021,2061,-1
691,狼魂豆豆,12,3,2010,3010,3210,2001,2011,2061,-1
692,阿蛋仔,12,3,2110,3010,3210,2001,2021,2061,-1
693,ツ灯火,12,3,2210,3010,3210,2001,2011,2061,-1
694,斩天枫炎,12,3,2010,3010,3210,2001,2021,2061,-1
695,花亦梦,12,3,2110,3010,3210,2001,2011,2061,-1
706,不说爱不,12,4,4510,4710,4910,3501,3531,3591,-1
707,玲珑煞,12,4,4310,4710,4910,3501,3511,3591,-1
708,祭水岸,12,4,4410,4710,4910,3501,3531,3591,-1
709,放弃丶誓言,12,4,4510,4710,4910,3501,3511,3591,-1
710,吕布克星,12,4,4310,4710,4910,3501,3531,3591,-1
716,小太子,12,5,4410,5110,5310,3501,3511,3591,-1
717,风流潇鑫,12,5,4510,5110,5310,3501,3531,3591,-1
718,LOVE俞,12,5,4310,5110,5310,3501,3511,3591,-1
719,令狐师兄,12,5,4410,5110,5310,3501,3531,3591,-1
720,卜问丝,12,5,4510,5110,5310,3501,3511,3591,-1
721,雷火焚天,13,0,111,711,911,1001,1031,1071,-1
722,顾晓飞,13,0,211,711,911,1001,1011,1071,-1
723,云之澜,13,0,311,711,911,1001,1031,1071,-1
724,龙叶泱,13,0,111,711,911,1001,1011,1071,-1
725,小铃铃,13,0,211,711,911,1001,1031,1071,-1
731,染煞长枪,13,1,311,1111,1311,1001,1011,1071,-1
732,红颜祸了谁,13,1,111,1111,1311,1001,1031,1071,-1
733,☆沫丿沫☆,13,1,211,1111,1311,1001,1011,1071,-1
734,巫寂邱,13,1,311,1111,1311,1001,1031,1071,-1
735,江映融,13,1,111,1111,1311,1001,1011,1071,-1
741,小酷飞飞,13,2,2111,2611,2811,2001,2021,2061,-1
742,好哥哥枫,13,2,2211,2611,2811,2001,2011,2061,-1
743,冷若冰霜,13,2,2011,2611,2811,2001,2021,2061,-1
744,冰の女,13,2,2111,2611,2811,2001,2011,2061,-1
745,无情杀手,13,2,2211,2611,2811,2001,2021,2061,-1
751,安陵玄隐,13,3,2011,3011,3211,2001,2011,2061,-1
752,Mr小生,13,3,2111,3011,3211,2001,2021,2061,-1
753,&睦?钠?,13,3,2211,3011,3211,2001,2011,2061,-1
754,旧梦无须记,13,3,2011,3011,3211,2001,2021,2061,-1
755,瑞文戴尔,13,3,2111,3011,3211,2001,2011,2061,-1
766,传奇九妹,13,4,4511,4711,4911,3501,3531,3591,-1
767,宓怀亦,13,4,4311,4711,4911,3501,3511,3591,-1
768,黑染猫,13,4,4411,4711,4911,3501,3531,3591,-1
769,孤音绮波,13,4,4511,4711,4911,3501,3511,3591,-1
770,放肆习武,13,4,4311,4711,4911,3501,3531,3591,-1
776,風R??,13,5,4411,5111,5311,3501,3511,3591,-1
777,池弭焰,13,5,4511,5111,5311,3501,3531,3591,-1
778,噬魂圣魔,13,5,4311,5111,5311,3501,3511,3591,-1
779,虎嗅蔷薇,13,5,4411,5111,5311,3501,3531,3591,-1
780,墨丶兮兮,13,5,4511,5111,5311,3501,3511,3591,-1
781,燕玄风,14,0,112,712,912,1001,1011,1071,-1
782,吻了香烟,14,0,212,712,912,1001,1031,1071,-1
783,指间的重量,14,0,312,712,912,1001,1021,1071,-1
784,小呆灬猪,14,0,112,712,912,1001,1011,1071,-1
785,雪雪520,14,0,212,712,912,1001,1031,1071,-1
791,墨义小墨,14,1,312,1112,1312,1001,1021,1071,-1
792,明月韩夜,14,1,112,1112,1312,1001,1011,1071,-1
793,夜太短,14,1,212,1112,1312,1001,1031,1071,-1
794,折煞了伊人,14,1,312,1112,1312,1001,1021,1071,-1
795,晓&腵H,14,1,112,1112,1312,1001,1011,1071,-1
801,寒衣公子,14,2,2112,2612,2812,2001,2021,2061,-1
802,魅影万无,14,2,2212,2612,2812,2001,2031,2061,-1
803,乱舞啸天,14,2,2012,2612,2812,2001,2011,2061,-1
804,小鱼er,14,2,2112,2612,2812,2001,2021,2061,-1
805,留在我身边,14,2,2212,2612,2812,2001,2031,2061,-1
811,梦舞龙扬,14,3,2012,3012,3212,2001,2011,2061,-1
812,嘴甜甜零叁,14,3,2112,3012,3212,2001,2021,2061,-1
813,三生不弃灬,14,3,2212,3012,3212,2001,2031,2061,-1
814,独孤一方,14,3,2012,3012,3212,2001,2011,2061,-1
815,一絔微笑,14,3,2112,3012,3212,2001,2021,2061,-1
826,莉莉丝,14,4,4512,4712,4912,3501,3551,3591,-1
827,百思不得,14,4,4312,4712,4912,3501,3511,3591,-1
828,火溅炮,14,4,4412,4712,4912,3501,3531,3591,-1
829,慕容糜浩,14,4,4512,4712,4912,3501,3551,3591,-1
830,緈諨磊,14,4,4312,4712,4912,3501,3511,3591,-1
836,思痒痒,14,5,4412,5112,5312,3501,3531,3591,-1
837,蔡丶小丰,14,5,4512,5112,5312,3501,3551,3591,-1
838,帝族残雪,14,5,4312,5112,5312,3501,3511,3591,-1
839,千山葬雪,14,5,4412,5112,5312,3501,3531,3591,-1
840,心碎一片片,14,5,4512,5112,5312,3501,3551,3591,-1
841,jacky,15,0,113,713,913,1001,1011,1071,-1
842,酷炫之风,15,0,213,713,913,1001,1031,1071,-1
843,花萝卜头,15,0,313,713,913,1001,1021,1071,-1
844,萧瑟若秋,15,0,113,713,913,1001,1011,1071,-1
845,知足常乐,15,0,213,713,913,1001,1031,1071,-1
851,丨百力滋丨,15,1,313,1113,1313,1001,1021,1071,-1
852,别BI我,15,1,113,1113,1313,1001,1011,1071,-1
853,路法西ˉ冷,15,1,213,1113,1313,1001,1031,1071,-1
854,宓梓翔,15,1,313,1113,1313,1001,1021,1071,-1
855,瑟风苍,15,1,113,1113,1313,1001,1011,1071,-1
861,影丿冰冷,15,2,2113,2613,2813,2001,2021,2061,-1
862,残月的剪,15,2,2213,2613,2813,2001,2031,2061,-1
863,魔鬼眼泪,15,2,2013,2613,2813,2001,2011,2061,-1
864,暗夜の霸者,15,2,2113,2613,2813,2001,2021,2061,-1
865,自扰而已,15,2,2213,2613,2813,2001,2031,2061,-1
871,南枫毅,15,3,2013,3013,3213,2001,2011,2061,-1
872,漂泊丶,15,3,2113,3013,3213,2001,2021,2061,-1
873,尹天°,15,3,2213,3013,3213,2001,2031,2061,-1
874,嘴甜甜领舞,15,3,2013,3013,3213,2001,2011,2061,-1
875,cc敏J,15,3,2113,3013,3213,2001,2021,2061,-1
886,小黑龙,15,4,4513,4713,4913,3501,3551,3591,-1
887,楚迷扬,15,4,4313,4713,4913,3501,3511,3591,-1
888,●﹎馨儿,15,4,4413,4713,4913,3501,3531,3591,-1
889,郗寒霖,15,4,4513,4713,4913,3501,3551,3591,-1
890,黑崎封狐,15,4,4313,4713,4913,3501,3511,3591,-1
896,灬赵奕欢灬,15,5,4413,5113,5313,3501,3531,3591,-1
897,冰心冷月,15,5,4513,5113,5313,3501,3551,3591,-1
898,大大大坏人,15,5,4313,5113,5313,3501,3511,3591,-1
899,享5受,15,5,4413,5113,5313,3501,3531,3591,-1
900,冲动挡不住,15,5,4513,5113,5313,3501,3551,3591,-1
901,月未离,16,0,113,713,913,1001,1011,1071,-1
902,淡雨之殇,16,0,213,713,913,1001,1031,1071,-1
903,无忧公子,16,0,313,713,913,1001,1021,1071,-1
904,爱花花,16,0,113,713,913,1001,1011,1071,-1
905,风骚森林,16,0,213,713,913,1001,1031,1071,-1
911,东方白玄,16,1,313,1113,1313,1001,1021,1071,-1
912,炎发灼眼,16,1,113,1113,1313,1001,1011,1071,-1
913,灵再现,16,1,213,1113,1313,1001,1031,1071,-1
914,苍月夜,16,1,313,1113,1313,1001,1021,1071,-1
915,NaDa,16,1,113,1113,1313,1001,1011,1071,-1
921,放肆快乐,16,2,2113,2613,2813,2001,2021,2061,-1
922,菠萝吹雪,16,2,2213,2613,2813,2001,2031,2061,-1
923,我叫刘伯温,16,2,2013,2613,2813,2001,2011,2061,-1
924,可软可软了,16,2,2113,2613,2813,2001,2021,2061,-1
925,夔之寒,16,2,2213,2613,2813,2001,2031,2061,-1
931,大王说的对,16,3,2013,3013,3213,2001,2011,2061,-1
932,光明88,16,3,2113,3013,3213,2001,2021,2061,-1
933,风云糜木,16,3,2213,3013,3213,2001,2031,2061,-1
934,舞初阳,16,3,2013,3013,3213,2001,2011,2061,-1
935,池炎泣,16,3,2113,3013,3213,2001,2021,2061,-1
946,杀式→无聊,16,4,4513,4713,4913,3501,3551,3591,-1
947,战神晏翊,16,4,4313,4713,4913,3501,3511,3591,-1
948,R苟?,16,4,4413,4713,4913,3501,3531,3591,-1
949,夔之万,16,4,4513,4713,4913,3501,3551,3591,-1
950,流年亦梦,16,4,4313,4713,4913,3501,3511,3591,-1
956,来打酱油的,16,5,4413,5113,5313,3501,3531,3591,-1
957,往昔温情,16,5,4513,5113,5313,3501,3551,3591,-1
958,谷shen,16,5,4313,5113,5313,3501,3511,3591,-1
959,囚禁孤单,16,5,4413,5113,5313,3501,3531,3591,-1
960,冰舞独夜,16,5,4513,5113,5313,3501,3551,3591,-1
961,iDIot,17,0,114,714,914,1001,1011,1081,-1
962,杀死龙,17,0,214,714,914,1001,1031,1071,-1
963,魅影一剑,17,0,314,714,914,1001,1021,1081,-1
964,丫的诱惑,17,0,114,714,914,1001,1011,1071,-1
965,季恭看倩,17,0,214,714,914,1001,1031,1081,-1
971,寂灭天地,17,1,314,1114,1314,1001,1021,1071,-1
972,小妖精,17,1,114,1114,1314,1001,1011,1081,-1
973,碧落追风,17,1,214,1114,1314,1001,1031,1071,-1
974,宝贝雨雨,17,1,314,1114,1314,1001,1021,1081,-1
975,陌玄天,17,1,114,1114,1314,1001,1011,1071,-1
981,沐小鬼,17,2,2114,2614,2814,2001,2021,2071,-1
982,比基尼麦兜,17,2,2214,2614,2814,2001,2031,2061,-1
983,＊赵°奕欢,17,2,2014,2614,2814,2001,2011,2071,-1
984,浅淡的回忆,17,2,2114,2614,2814,2001,2021,2061,-1
985,欧阳巴戟,17,2,2214,2614,2814,2001,2031,2071,-1
991,美挿芭拉拉,17,3,2014,3014,3214,2001,2011,2061,-1
992,独孤小将,17,3,2114,3014,3214,2001,2021,2071,-1
993,朵岚若,17,3,2214,3014,3214,2001,2031,2061,-1
994,开盟乖乖,17,3,2014,3014,3214,2001,2011,2071,-1
995,゜a獫c,17,3,2114,3014,3214,2001,2021,2061,-1
1006,夜很安静,17,4,4514,4714,4914,3501,3551,3561,-1
1007,叶无尘,17,4,4314,4714,4914,3501,3511,3591,-1
1008,塬小野,17,4,4414,4714,4914,3501,3531,3561,-1
1009,尉迟傲飞＆,17,4,4514,4714,4914,3501,3551,3591,-1
1010,杰出青年,17,4,4314,4714,4914,3501,3511,3561,-1
1016,弥沫．,17,5,4414,5114,5314,3501,3531,3591,-1
1017,至尊晴空,17,5,4514,5114,5314,3501,3551,3561,-1
1018,放肆飞舞,17,5,4314,5114,5314,3501,3511,3591,-1
1019,星辰风天,17,5,4414,5114,5314,3501,3531,3561,-1
1020,家养的狼,17,5,4514,5114,5314,3501,3551,3591,-1
1021,豪门书生,18,0,115,715,915,1001,1011,1081,-1
1022,海军陆战队,18,0,215,715,915,1001,1031,1071,-1
1023,天上毛驴,18,0,315,715,915,1001,1021,1081,-1
1024,苍月隐崖,18,0,115,715,915,1001,1011,1071,-1
1025,碧落xx,18,0,215,715,915,1001,1031,1081,-1
1031,Still,18,1,315,1115,1315,1001,1021,1071,-1
1032,北宫翔炎,18,1,115,1115,1315,1001,1011,1081,-1
1033,小老虎,18,1,215,1115,1315,1001,1031,1071,-1
1034,小丑的ai,18,1,315,1115,1315,1001,1021,1081,-1
1035,亚亚寒凡,18,1,115,1115,1315,1001,1011,1071,-1
1041,思、思,18,2,2115,2615,2815,2001,2021,2071,-1
1042,Alan冰,18,2,2215,2615,2815,2001,2031,2061,-1
1043,夜之灵,18,2,2015,2615,2815,2001,2011,2071,-1
1044,魅影急急,18,2,2115,2615,2815,2001,2021,2061,-1
1045,鲁你一芳,18,2,2215,2615,2815,2001,2031,2071,-1
1051,愫卿邱诚,18,3,2015,3015,3215,2001,2011,2061,-1
1052,球球0o,18,3,2115,3015,3215,2001,2021,2071,-1
1053,水淼淼,18,3,2215,3015,3215,2001,2031,2061,-1
1054,乱舞n仙境,18,3,2015,3015,3215,2001,2011,2071,-1
1055,繁华痕迹,18,3,2115,3015,3215,2001,2021,2061,-1
1066,踏雪无忆,18,4,4515,4715,4915,3501,3551,3561,-1
1067,冷影岸,18,4,4315,4715,4915,3501,3511,3591,-1
1068,歹匕灬示申,18,4,4415,4715,4915,3501,3531,3561,-1
1069,舞沫夏,18,4,4515,4715,4915,3501,3551,3591,-1
1070,贝阿朵莉切,18,4,4315,4715,4915,3501,3511,3561,-1
1076,95后小雪,18,5,4415,5115,5315,3501,3531,3591,-1
1077,无聊、小鬼,18,5,4515,5115,5315,3501,3551,3561,-1
1078,宇文寞邪,18,5,4315,5115,5315,3501,3511,3591,-1
1079,一炮12,18,5,4415,5115,5315,3501,3531,3561,-1
1080,你什么情况,18,5,4515,5115,5315,3501,3551,3591,-1
1081,无所谓,19,0,116,716,916,1001,1011,1081,-1
1082,蔺树铩,19,0,216,716,916,1001,1031,1071,-1
1083,梦舞凌蝶,19,0,316,716,916,1001,1021,1081,-1
1084,Ｆz不会玩,19,0,116,716,916,1001,1011,1071,-1
1085,ぞ媚む儿,19,0,216,716,916,1001,1031,1081,-1
1091,肆意丶流年,19,1,316,1116,1316,1001,1021,1071,-1
1092,甄扬寒,19,1,116,1116,1316,1001,1011,1081,-1
1093,巫韩毅,19,1,216,1116,1316,1001,1031,1071,-1
1094,素素｀,19,1,316,1116,1316,1001,1021,1081,-1
1095,明月邦煞,19,1,116,1116,1316,1001,1011,1071,-1
1101,落影崖,19,2,2116,2616,2816,2001,2021,2071,-1
1102,独秀小米,19,2,2216,2616,2816,2001,2031,2061,-1
1103,夜氵落花涧,19,2,2016,2616,2816,2001,2011,2071,-1
1104,剑影寒,19,2,2116,2616,2816,2001,2021,2061,-1
1105,一阵风,19,2,2216,2616,2816,2001,2031,2071,-1
1111,宁愿爱错,19,3,2016,3016,3216,2001,2011,2061,-1
1112,天使の翼,19,3,2116,3016,3216,2001,2021,2071,-1
1113,荣苦先原,19,3,2216,3016,3216,2001,2031,2061,-1
1114,今生来世,19,3,2016,3016,3216,2001,2011,2071,-1
1115,落影彦,19,3,2116,3016,3216,2001,2021,2061,-1
1126,殇、、星辰,19,4,4516,4716,4916,3501,3551,3561,-1
1127,我叫李双枪,19,4,4316,4716,4916,3501,3511,3591,-1
1128,zl丶,19,4,4416,4716,4916,3501,3531,3561,-1
1129,龙叶孤北,19,4,4516,4716,4916,3501,3551,3591,-1
1130,宓苍宇,19,4,4316,4716,4916,3501,3511,3561,-1
1136,Cesc,19,5,4416,5116,5316,3501,3531,3591,-1
1137,猎游丶花泣,19,5,4516,5116,5316,3501,3551,3561,-1
1138,丿灬?捁灬,19,5,4316,5116,5316,3501,3511,3591,-1
1139,卖萌の黑猫,19,5,4416,5116,5316,3501,3531,3561,-1
1140,Enjou,19,5,4516,5116,5316,3501,3551,3591,-1
1141,帝族明月,20,0,117,717,917,1001,1011,1081,-1
1142,旋律Э苏↘,20,0,217,717,917,1001,1031,1071,-1
1143,月下喵,20,0,317,717,917,1001,1021,1081,-1
1144,挚爱丶依依,20,0,117,717,917,1001,1011,1071,-1
1145,花醉为红颜,20,0,217,717,917,1001,1031,1081,-1
1146,剑神哥,20,0,617,817,1017,1501,1511,-1,-1
1147,等待你回归,20,0,417,817,1017,1501,1511,-1,-1
1148,轩辕饭,20,0,517,817,1017,1501,1511,-1,-1
1149,至尊索索,20,0,617,817,1017,1501,1511,-1,-1
1150,丶Some,20,0,417,817,1017,1501,1511,-1,-1
1151,苍月夏山,20,1,217,1117,1317,1001,1031,1081,-1
1152,一夜孤城,20,1,317,1117,1317,1001,1021,1071,-1
1153,0Ken0,20,1,117,1117,1317,1001,1011,1081,-1
1154,东方易帅,20,1,217,1117,1317,1001,1031,1071,-1
1155,苍柏枫,20,1,317,1117,1317,1001,1021,1081,-1
1156,风多多,20,1,417,1217,1417,1501,1511,-1,-1
1157,一首情歌丶,20,1,517,1217,1417,1501,1511,-1,-1
1158,朱大爷,20,1,617,1217,1417,1501,1511,-1,-1
1159,千若银苍,20,1,417,1217,1417,1501,1511,-1,-1
1160,万剑归隐,20,1,517,1217,1417,1501,1511,-1,-1
1161,鬼魅丶翎羽,20,2,2217,2617,2817,2001,2031,2071,-1
1162,若溺子轩,20,2,2017,2617,2817,2001,2011,2061,-1
1163,顏Rぁ?,20,2,2117,2617,2817,2001,2021,2071,-1
1164,丶卖身契〃,20,2,2217,2617,2817,2001,2031,2061,-1
1165,独夫民贼,20,2,2017,2617,2817,2001,2011,2071,-1
1166,久爷丶,20,2,2417,2717,2917,2501,2541,-1,-1
1167,丿温柔丶,20,2,2517,2717,2917,2501,2541,-1,-1
1168,暗淡的忧郁,20,2,2317,2717,2917,2501,2541,-1,-1
1169,柒Coka,20,2,2417,2717,2917,2501,2541,-1,-1
1170,樱少夜,20,2,2517,2717,2917,2501,2541,-1,-1
1171,西门吹灯,20,3,2017,3017,3217,2001,2011,2071,-1
1172,司徒琢辰,20,3,2117,3017,3217,2001,2021,2061,-1
1173,邱冥宇,20,3,2217,3017,3217,2001,2031,2071,-1
1174,月鬽鬼魅,20,3,2017,3017,3217,2001,2011,2061,-1
1175,慕浩楚,20,3,2117,3017,3217,2001,2021,2071,-1
1176,儿い鑫,20,3,2517,3117,3317,2501,2541,-1,-1
1177,夏桀隐,20,3,2317,3117,3317,2501,2541,-1,-1
1178,羿韩炎,20,3,2417,3117,3317,2501,2541,-1,-1
1179,火因〃如命,20,3,2517,3117,3317,2501,2541,-1,-1
1180,恶魔の翼,20,3,2317,3117,3317,2501,2541,-1,-1
1181,mg十三,20,4,4117,4617,4817,3001,3011,-1,-1
1182,夏然隐,20,4,4217,4617,4817,3001,3011,-1,-1
1183,天使的屠刀,20,4,4017,4617,4817,3001,3011,-1,-1
1184,小小跳跳糖,20,4,4117,4617,4817,3001,3011,-1,-1
1185,水寒丶独箫,20,4,4217,4617,4817,3001,3011,-1,-1
1186,妖道丶,20,4,4317,4717,4917,3501,3511,3591,-1
1187,隐无极,20,4,4417,4717,4917,3501,3531,3561,-1
1188,淡然嚣张丶,20,4,4517,4717,4917,3501,3551,3591,-1
1189,飃の咂,20,4,4317,4717,4917,3501,3511,3561,-1
1190,碧落舞动,20,4,4417,4717,4917,3501,3531,3591,-1
1191,吉小肉,20,5,4217,5017,5217,3001,3011,-1,-1
1192,風起兮夜美,20,5,4017,5017,5217,3001,3011,-1,-1
1193,丶Fool,20,5,4117,5017,5217,3001,3011,-1,-1
1194,代言寂寞°,20,5,4217,5017,5217,3001,3011,-1,-1
1195,鬼魅、龙儿,20,5,4017,5017,5217,3001,3011,-1,-1
1196,静待花开丶,20,5,4417,5117,5317,3501,3531,3591,-1
1197,明月苍玄,20,5,4517,5117,5317,3501,3551,3561,-1
1198,起床困难户,20,5,4317,5117,5317,3501,3511,3591,-1
1199,小小锋锋丶,20,5,4417,5117,5317,3501,3531,3561,-1
1200,发灬财,20,5,4517,5117,5317,3501,3551,3591,-1
1201,离骚灬妖妖,21,0,117,717,917,1001,1011,1081,-1
1202,死神傻了,21,0,217,717,917,1001,1031,1071,-1
1203,遥远的等待,21,0,317,717,917,1001,1021,1081,-1
1204,圣痕烙印,21,0,117,717,917,1001,1011,1071,-1
1205,No1→,21,0,217,717,917,1001,1031,1081,-1
1206,无缺公子,21,0,617,817,1017,1501,1511,-1,-1
1207,剑断风清,21,0,417,817,1017,1501,1511,-1,-1
1208,我是法爷,21,0,517,817,1017,1501,1511,-1,-1
1209,诸葛侯翊,21,0,617,817,1017,1501,1511,-1,-1
1210,负二代,21,0,417,817,1017,1501,1511,-1,-1
1211,柒小帅,21,1,217,1117,1317,1001,1031,1081,-1
1212,苍穹剑云,21,1,317,1117,1317,1001,1021,1071,-1
1213,传奇问天,21,1,117,1117,1317,1001,1011,1081,-1
1214,让我飞也好,21,1,217,1117,1317,1001,1031,1071,-1
1215,阿里书生,21,1,317,1117,1317,1001,1021,1081,-1
1216,丹少爷,21,1,417,1217,1417,1501,1511,-1,-1
1217,扛把子,21,1,517,1217,1417,1501,1511,-1,-1
1218,落落幽雅,21,1,617,1217,1417,1501,1511,-1,-1
1219,初夏之怒,21,1,417,1217,1417,1501,1511,-1,-1
1220,菲雨林,21,1,517,1217,1417,1501,1511,-1,-1
1221,诸葛朵陌,21,2,2217,2617,2817,2001,2031,2071,-1
1222,啊冥o0蛋,21,2,2017,2617,2817,2001,2011,2061,-1
1223,Wipe,21,2,2117,2617,2817,2001,2021,2071,-1
1224,孟飞雪,21,2,2217,2617,2817,2001,2031,2061,-1
1225,弑魂小狼蛛,21,2,2017,2617,2817,2001,2011,2071,-1
1226,静儿的夫婿,21,2,2417,2717,2917,2501,2541,-1,-1
1227,小胖胖,21,2,2517,2717,2917,2501,2541,-1,-1
1228,暴风小强,21,2,2317,2717,2917,2501,2541,-1,-1
1229,天下无敌,21,2,2417,2717,2917,2501,2541,-1,-1
1230,秋水梧桐,21,2,2517,2717,2917,2501,2541,-1,-1
1231,沐子石,21,3,2017,3017,3217,2001,2011,2071,-1
1232,热血灬深蓝,21,3,2117,3017,3217,2001,2021,2061,-1
1233,风一间炎冥,21,3,2217,3017,3217,2001,2031,2071,-1
1234,一念凡尘,21,3,2017,3017,3217,2001,2011,2061,-1
1235,梁然1,21,3,2117,3017,3217,2001,2021,2071,-1
1236,李大哥,21,3,2517,3117,3317,2501,2541,-1,-1
1237,七夜ヅ剑生,21,3,2317,3117,3317,2501,2541,-1,-1
1238,恨有菜,21,3,2417,3117,3317,2501,2541,-1,-1
1239,透心凉,21,3,2517,3117,3317,2501,2541,-1,-1
1240,2012,21,3,2317,3117,3317,2501,2541,-1,-1
1241,冰冰凉,21,4,4117,4617,4817,3001,3011,-1,-1
1242,乱世繁华,21,4,4217,4617,4817,3001,3011,-1,-1
1243,愁北雁南归,21,4,4017,4617,4817,3001,3011,-1,-1
1244,法外狂凸,21,4,4117,4617,4817,3001,3011,-1,-1
1245,再叼也是叼,21,4,4217,4617,4817,3001,3011,-1,-1
1246,丶孤烈,21,4,4317,4717,4917,3501,3511,3591,-1
1247,往事惜年,21,4,4417,4717,4917,3501,3531,3561,-1
1248,青山不墨,21,4,4517,4717,4917,3501,3551,3591,-1
1249,丶哆哆,21,4,4317,4717,4917,3501,3511,3561,-1
1250,♀不救,21,4,4417,4717,4917,3501,3531,3591,-1
1251,冰河依旧,21,5,4217,5017,5217,3001,3011,-1,-1
1252,糖果佳佳,21,5,4017,5017,5217,3001,3011,-1,-1
1253,七夜ヅ剑羽,21,5,4117,5017,5217,3001,3011,-1,-1
1254,唯我独爱意,21,5,4217,5017,5217,3001,3011,-1,-1
1255,夜航花舞,21,5,4017,5017,5217,3001,3011,-1,-1
1256,魅力四射,21,5,4417,5117,5317,3501,3531,3591,-1
1257,海阔天空,21,5,4517,5117,5317,3501,3551,3561,-1
1258,liyo,21,5,4317,5117,5317,3501,3511,3591,-1
1259,天涯比邻,21,5,4417,5117,5317,3501,3531,3561,-1
1260,西方不胜,21,5,4517,5117,5317,3501,3551,3591,-1
1261,雾吟飞絮,22,0,118,718,918,1001,1011,1081,-1
1262,小鱼望月,22,0,218,718,918,1001,1031,1071,-1
1263,谛雕丶,22,0,318,718,918,1001,1021,1081,-1
1264,天使の恋,22,0,118,718,918,1001,1011,1071,-1
