"Id
===
Id
===
int-s","名称
===
Name
===
string-s","等级
===
Level
===
int-s","模型Id
===
AvatarId
===
int-s","主角站位
===
Position
===
int-s","装备Id0
===
EquipId0
===
int-s","装备Id1
===
EquipId1
===
int-s","装备Id2
===
EquipId2
===
int-s","技能Id0
===
SkillId0
===
int-s","技能Id1
===
SkillId1
===
int-s","技能Id2
===
SkillId2
===
int-s","技能Id3
===
SkillId3
===
int-s","宠物配置0.类型
===
PetConfig0.Type
===
int-cs","宠物配置0.等级
===
PetConfig0.Level
===
int-cs","宠物配置0.站位
===
PetConfig0.Position
===
int-cs","宠物配置1.类型
===
PetConfig1.Type
===
int-cs","宠物配置1.等级
===
PetConfig1.Level
===
int-cs","宠物配置1.站位
===
PetConfig1.Position
===
int-cs","宠物配置2.类型
===
PetConfig2.Type
===
int-cs","宠物配置2.等级
===
PetConfig2.Level
===
int-cs","宠物配置2.站位
===
PetConfig2.Position
===
int-cs","宠物配置3.类型
===
PetConfig3.Type
===
int-cs","宠物配置3.等级
===
PetConfig3.Level
===
int-cs","宠物配置3.站位
===
PetConfig3.Position
===
int-cs"
961,燃烧的蹄子,27,0,3,623,823,1023,1501,1511,1581,-1,62141,27,5,52821,27,7,53921,27,9,54801,27,11
962,夜航天使,27,1,5,323,1123,1323,1001,1031,1061,-1,61641,27,1,54521,27,7,53921,27,9,53401,27,11
963,巫糜炎,27,2,5,2223,2623,2823,2001,2031,2081,-1,61643,27,3,60743,27,7,53021,27,9,51021,27,11
964,独秀剑~?,27,3,5,2323,3123,3323,2501,2541,2591,-1,61742,27,3,60342,27,7,54821,27,9,54401,27,11
965,情谊蛇蛇,27,3,5,2223,3023,3223,2001,2031,2081,-1,55341,27,3,51221,27,7,55201,27,9,51001,27,11
966,星辰芷荷,27,0,5,423,823,1023,1501,1511,1581,-1,60243,27,1,52821,27,7,55401,27,9,52501,27,11
967,冷丶冰月,27,1,5,423,1223,1423,1501,1511,1581,-1,61442,27,1,51221,27,7,55421,27,9,51121,27,11
968,于思霍孝燕,27,0,5,223,723,923,1001,1011,1081,-1,51321,27,1,51021,27,7,52721,27,9,55421,27,11
969,断离别,27,1,3,323,1123,1323,1001,1021,1061,-1,54721,27,1,51021,27,7,54321,27,9,51221,27,11
970,驱风疾行,27,2,5,2123,2623,2823,2001,2021,2071,-1,55341,27,3,51221,27,7,54721,27,9,54501,27,11
971,骆龙北,27,2,5,2523,2723,2923,2501,2511,2601,-1,61841,27,3,52321,27,7,53901,27,9,51101,27,11
972,莫子女王呦,27,1,3,123,1123,1323,1001,1041,1071,-1,60341,27,1,61742,27,7,52521,27,9,52921,27,11
973,阮弭杀,27,3,5,2223,3023,3223,2001,2031,2081,-1,61643,27,3,61942,27,7,54721,27,9,51021,27,11
974,夜13,27,1,1,223,1123,1323,1001,1011,1081,-1,55341,27,5,54721,27,7,51801,27,9,51001,27,11
975,新势力丨御,27,2,5,2323,2723,2923,2501,2541,2591,-1,61742,27,3,61542,27,7,54821,27,9,52321,27,11
976,么么哒,27,1,5,423,1223,1423,1501,1511,1581,-1,61241,27,1,60642,27,7,55421,27,9,54401,27,11
977,苍月泽然,27,0,5,623,823,1023,1501,1511,1581,-1,62041,27,1,62243,27,7,53421,27,9,51101,27,11
978,白发女,27,2,1,2223,2623,2823,2001,2031,2081,-1,61641,27,3,54521,27,7,51221,27,9,54801,27,11
979,东方弭傲,27,0,3,323,723,923,1001,1031,1061,-1,60341,27,1,54521,27,7,53521,27,9,53901,27,11
980,妆画眉,27,1,5,323,1123,1323,1001,1021,1061,-1,55341,27,1,51021,27,7,53921,27,9,52601,27,11
981,上官傲天,27,0,1,223,723,923,1001,1041,1081,-1,55341,27,5,54721,27,7,55421,27,9,54521,27,11
982,墨义说说,27,0,5,623,823,1023,1501,1511,1581,-1,61043,27,1,54821,27,7,53321,27,9,51101,27,11
983,霸气鬼冢,27,1,5,523,1223,1423,1501,1511,1581,-1,60743,27,1,60241,27,7,52621,27,9,53521,27,11
984,冰菱の雪莎,27,2,5,2323,2723,2923,2501,2541,2591,-1,61742,27,3,52521,27,7,51221,27,9,52301,27,11
985,弈剑听雨,27,1,1,223,1123,1323,1001,1011,1081,-1,62043,27,5,54721,27,7,53321,27,9,54521,27,11
986,卓而不凡,27,0,3,223,723,923,1001,1011,1081,-1,60341,27,1,61841,27,7,54321,27,9,51221,27,11
987,庚浅痕,27,0,1,123,723,923,1001,1021,1071,-1,62043,27,5,54721,27,7,52621,27,9,54501,27,11
988,杨梅红,27,0,3,123,723,923,1001,1041,1071,-1,52421,27,1,54521,27,7,52521,27,9,54821,27,11
989,他达跌,27,0,5,523,823,1023,1501,1511,1581,-1,60242,27,1,54821,27,7,52601,27,9,52501,27,11
990,彼岸离愁,27,1,3,223,1123,1323,1001,1011,1081,-1,61141,27,1,51021,27,7,51121,27,9,54801,27,11
991,煮人为乐,27,0,3,323,723,923,1001,1031,1061,-1,54721,27,1,51021,27,7,51521,27,9,51221,27,11
992,流星丶泪,27,1,3,323,1123,1323,1001,1021,1061,-1,60341,27,1,61841,27,7,51521,27,9,52921,27,11
993,醉红尘,27,2,5,2423,2723,2923,2501,2511,2601,-1,61841,27,3,52321,27,7,52721,27,9,52301,27,11
994,苍月龙宇,27,2,1,2223,2623,2823,2001,2031,2081,-1,61643,27,3,61742,27,7,52921,27,9,51221,27,11
995,METS,27,0,1,123,723,923,1001,1021,1071,-1,62043,27,5,51621,27,7,52621,27,9,51021,27,11
996,绝对零度,27,0,5,223,723,923,1001,1041,1081,-1,55341,27,1,54521,27,7,52921,27,9,53421,27,11
997,狼魂明大大,27,2,5,2323,2723,2923,2501,2541,2591,-1,62141,27,3,54321,27,7,53921,27,9,51521,27,11
998,情谊法王,27,2,5,2423,2723,2923,2501,2541,2591,-1,61841,27,3,61341,27,7,51221,27,9,51501,27,11
999,朵影逸,27,3,1,2023,3023,3223,2001,2011,2061,-1,61642,27,3,61841,27,7,52921,27,9,54821,27,11
1000,我本幸福,27,1,5,323,1123,1323,1001,1021,1061,-1,54021,27,1,54521,27,7,52821,27,9,51821,27,11
1001,情谊独易,27,3,1,2023,3023,3223,2001,2011,2061,-1,62043,27,3,62141,27,7,54821,27,9,52921,27,11
1002,丿萌灬泡泡,27,3,5,2223,3023,3223,2001,2031,2081,-1,62043,27,3,61042,27,7,53121,27,9,54501,27,11
1003,蔺柔沫,27,1,1,223,1123,1323,1001,1031,1081,-1,55121,27,5,53121,27,7,53321,27,9,54521,27,11
1004,丶涵筱熙,27,3,1,2123,3023,3223,2001,2021,2071,-1,55341,27,3,54521,27,7,52921,27,9,52801,27,11
1005,毒新烟,27,0,3,123,723,923,1001,1021,1071,-1,54721,27,1,51021,27,7,52321,27,9,52921,27,11
1006,郗寞轩,27,0,3,423,823,1023,1501,1511,1581,-1,54521,27,5,51221,27,7,52821,27,9,53921,27,11
1007,小小皮,27,1,5,523,1223,1423,1501,1511,1581,-1,61443,27,1,52921,27,7,51801,27,9,52501,27,11
1008,端木白翠,27,1,5,423,1223,1423,1501,1531,1561,-1,61243,27,1,52721,27,7,53321,27,9,54421,27,11
1009,满屋幸福,27,1,1,323,1123,1323,1001,1021,1061,-1,61643,27,5,61141,27,7,53421,27,9,51001,27,11
1010,光风霁月,27,3,1,2223,3023,3223,2001,2031,2081,-1,62043,27,3,51021,27,7,52701,27,9,54801,27,11
1011,漫天飞雪,27,2,5,2123,2623,2823,2001,2021,2071,-1,53821,27,3,54821,27,7,51621,27,9,54521,27,11
1012,独秀平,27,0,3,423,823,1023,1501,1531,1561,-1,61742,27,5,53921,27,7,54821,27,9,52721,27,11
1013,愫卿雪瑶,27,1,3,423,1223,1423,1501,1511,1581,-1,62141,27,5,52921,27,7,52801,27,9,53901,27,11
1014,丘莲丶,27,3,5,2323,3123,3323,2501,2511,2601,-1,62141,27,3,54321,27,7,54821,27,9,52501,27,11
1015,我是华哥,27,2,5,2223,2623,2823,2001,2031,2081,-1,55341,27,3,61442,27,7,53021,27,9,51001,27,11
1016,格子控ゞ,27,1,1,323,1123,1323,1001,1031,1061,-1,51321,27,5,54721,27,7,53321,27,9,54521,27,11
1017,徐过分,27,1,5,623,1223,1423,1501,1511,1581,-1,60643,27,1,61441,27,7,51821,27,9,54421,27,11
1018,0小富美0,27,0,3,623,823,1023,1501,1531,1561,-1,62141,27,5,53921,27,7,52821,27,9,52701,27,11
1019,後弦丶杰,27,1,3,423,1223,1423,1501,1511,1581,-1,61841,27,5,61243,27,7,52721,27,9,52701,27,11
1020,暗影浪子,27,2,5,2423,2723,2923,2501,2511,2601,-1,54521,27,3,52321,27,7,52721,27,9,54321,27,11
1021,紫恋狂魔,27,1,3,623,1223,1423,1501,1511,1581,-1,61742,27,5,54821,27,7,54821,27,9,52901,27,11
1022,黑眼豆豆,27,3,5,2023,3023,3223,2001,2011,2061,-1,55341,27,3,60241,27,7,55221,27,9,54501,27,11
1023,霸气の人生,27,0,3,423,823,1023,1501,1511,1581,-1,61742,27,5,52721,27,7,52921,27,9,53921,27,11
1024,寂寞明,27,0,3,623,823,1023,1501,1531,1561,-1,61742,27,5,52921,27,7,52721,27,9,53901,27,11
1025,今酉昔在,27,1,5,223,1123,1323,1001,1031,1081,-1,62043,27,1,51021,27,7,54821,27,9,53401,27,11
1026,开盟6万元,27,2,5,2223,2623,2823,2001,2031,2081,-1,61641,27,3,52921,27,7,51621,27,9,54501,27,11
1027,大象宝宝,27,0,1,123,723,923,1001,1021,1071,-1,55341,27,5,60341,27,7,53321,27,9,51001,27,11
1028,阿童木,27,0,5,323,723,923,1001,1031,1061,-1,55341,27,1,54521,27,7,52721,27,9,53321,27,11
1029,情若绕指柔,27,0,3,523,823,1023,1501,1511,1581,-1,61841,27,5,60241,27,7,52821,27,9,51221,27,11
1030,郁水儿,27,0,3,123,723,923,1001,1041,1071,-1,53021,27,1,51021,27,7,52521,27,9,54821,27,11
1031,情何以堪灬,27,3,5,2323,3123,3323,2501,2511,2601,-1,61742,27,3,61543,27,7,53921,27,9,51521,27,11
1032,然独夜,27,0,5,223,723,923,1001,1041,1081,-1,61643,27,1,62141,27,7,52721,27,9,51801,27,11
1033,风い灵,27,1,5,323,1123,1323,1001,1031,1061,-1,55341,27,1,62141,27,7,51221,27,9,55401,27,11
1034,慕世巫元,27,0,1,323,723,923,1001,1031,1061,-1,51321,27,5,53021,27,7,52621,27,9,51021,27,11
1035,轩辕侯炎,27,0,5,323,723,923,1001,1031,1061,-1,61643,27,1,54521,27,7,52801,27,9,52601,27,11
1036,偷么的笑了,27,1,1,123,1123,1323,1001,1041,1071,-1,54021,27,5,54721,27,7,53321,27,9,54521,27,11
1037,凌科厉害,27,0,3,623,823,1023,1501,1511,1581,-1,61841,27,5,52721,27,7,54821,27,9,52721,27,11
1038,风霖17,27,1,1,223,1123,1323,1001,1031,1081,-1,54021,27,5,53121,27,7,51821,27,9,51021,27,11
1039,布丁丶,26,3,5,2522,3122,3322,2501,2511,2601,-1,54521,26,3,53421,25,7,51221,24,9,51521,25,11
1040,小鸟游⑥錵,26,2,9,4222,5022,5222,3001,3011,3071,-1,55121,25,3,51221,24,5,54321,25,7,54521,25,11
1041,Edis丶,26,2,9,4222,4622,4822,3001,3011,3071,-1,51321,26,3,54821,26,5,51521,25,7,51021,26,11
1042,烟雨萌萌,26,2,9,4222,4622,4822,3001,3011,3071,-1,61642,26,3,52821,24,5,54421,25,7,51021,24,11
1043,美丽的谎言,26,2,5,2422,2722,2922,2501,2541,2591,-1,61841,24,3,61741,24,7,54821,25,9,52521,25,11
1044,开盟6天天,26,2,9,4222,4622,4822,3001,3041,3081,-1,55341,25,3,60541,24,5,54321,24,7,51021,26,11
1045,秋岸隐,26,2,5,2422,2722,2922,2501,2511,2601,-1,61742,24,3,51821,26,7,52921,24,9,51521,26,11
1046,北冥然隐,26,2,9,2322,2722,2922,2501,2541,2591,-1,61742,24,3,61042,26,5,52721,25,7,54401,24,11
1047,庄荮ァ梦蝶,26,3,9,2322,3122,3322,2501,2541,2591,-1,61841,25,3,54821,25,5,52821,25,7,54301,24,11
1048,慕卉⊙巫,26,2,9,2422,2722,2922,2501,2541,2591,-1,62141,26,3,54821,24,5,53921,25,7,52521,25,11
1049,冰冰凉凉,26,1,7,222,1122,1322,1001,1031,1081,-1,55121,24,3,52921,25,5,55421,24,9,51021,24,11
1050,徐浩云,26,3,9,2522,3122,3322,2501,2541,2591,-1,51021,26,3,52821,25,5,52721,25,7,52321,25,11
1051,斑斓醉仄,26,1,7,122,1122,1322,1001,1011,1071,-1,61641,25,3,60643,26,5,52621,25,9,51001,26,11
1052,岚翔焰,26,2,9,4022,4622,4822,3001,3041,3081,-1,61643,24,3,53921,25,5,53521,25,7,54521,24,11
1053,低调的狼,26,2,9,2422,2722,2922,2501,2541,2591,-1,61841,26,3,51221,24,5,52821,26,7,54321,25,11
1054,夏侯梦易,26,3,5,2322,3122,3322,2501,2511,2601,-1,62141,25,3,61842,26,7,51221,25,9,52301,25,11
1055,沐枫た宸月,26,0,5,422,822,1022,1501,1531,1561,-1,61841,25,3,52721,25,7,51501,25,9,55401,25,11
1056,剑灬锋,26,3,5,2322,3122,3322,2501,2511,2601,-1,61742,26,3,53421,25,7,54821,24,9,54301,26,11
1057,风间沐,26,2,9,4222,5022,5222,3001,3011,3071,-1,62043,25,3,61841,26,5,52821,26,7,51221,24,11
1058,蝶恋依依,26,1,5,422,1222,1422,1501,1511,1581,-1,61841,24,3,61241,26,7,53521,25,9,53301,26,11
1059,云上寞,26,1,5,422,1222,1422,1501,1511,1581,-1,62141,26,3,52821,25,7,53501,25,9,53301,24,11
1060,泽丶苍,26,2,9,4122,4622,4822,3001,3041,3081,-1,61642,24,3,60243,25,5,52321,25,7,51021,26,11
1061,无疆品品,26,2,5,2522,2722,2922,2501,2511,2601,-1,62141,24,3,53321,24,7,54821,26,9,52501,24,11
1062,一夜〃激情,26,2,5,2522,2722,2922,2501,2511,2601,-1,62141,25,3,53321,24,7,51221,24,9,51521,25,11
1063,陌上落暖,26,3,9,2322,3122,3322,2501,2511,2601,-1,61742,24,3,51221,24,5,52921,25,7,52321,24,11
1064,柒堇年,26,2,9,2322,2722,2922,2501,2541,2591,-1,62141,26,3,52821,24,5,52821,25,7,52521,26,11
1065,°甜心酱づ,26,2,9,4022,4622,4822,3001,3041,3081,-1,55341,26,3,61943,25,5,51121,26,7,51021,24,11
1066,慕容暗天,26,2,9,2422,2722,2922,2501,2511,2601,-1,61742,25,3,51221,24,5,53921,25,7,54421,26,11
1067,整天笑哈哈,26,2,9,2422,2722,2922,2501,2511,2601,-1,61742,26,3,61441,25,5,52921,25,7,53521,24,11
1068,丶绯色梨花,26,2,9,4122,5022,5222,3001,3041,3081,-1,61641,25,3,60741,25,5,54321,24,7,51001,25,11
1069,星辰默朵,26,1,5,522,1222,1422,1501,1531,1561,-1,62141,24,3,60042,24,7,54321,24,9,51801,26,11
1070,为你而战,26,3,9,2322,3122,3322,2501,2511,2601,-1,62141,25,3,52721,24,5,52921,26,7,52501,25,11
1071,星空的记忆,26,0,7,222,722,922,1001,1031,1081,-1,61643,24,3,52921,25,5,55421,25,9,54501,25,11
1072,疯子X6,26,3,9,2322,3122,3322,2501,2541,2591,-1,51021,26,3,52821,26,5,52821,25,7,54321,26,11
1073,夜星殇,26,0,7,122,722,922,1001,1011,1071,-1,62043,25,3,52921,26,5,53321,24,9,51021,24,11
1074,云霓裳丶,26,0,5,422,822,1022,1501,1531,1561,-1,62141,24,3,60942,24,7,53521,26,9,55401,25,11
1075,阿尔法云哲,26,2,9,4122,5022,5222,3001,3041,3081,-1,61642,26,3,51021,24,5,52721,24,7,54801,24,11
1076,上帝自首,26,0,5,622,822,1022,1501,1511,1581,-1,61742,24,3,52921,24,7,52521,26,9,51801,24,11
1077,⊙o⊙,26,2,9,4222,5022,5222,3001,3011,3071,-1,61642,24,3,61243,24,5,51121,24,7,51001,24,11
1078,瑟元枫,26,2,9,2322,2722,2922,2501,2541,2591,-1,61742,24,3,52721,26,5,52721,24,7,54321,26,11
1079,皇甫佑文,26,2,9,4222,4622,4822,3001,3041,3081,-1,61641,25,3,62141,25,5,54821,25,7,52701,26,11
1080,寞冷霜,26,2,5,2322,2722,2922,2501,2541,2591,-1,61742,25,3,51821,26,7,52721,25,9,54301,25,11
1081,濂上犯溅,26,2,9,4222,4622,4822,3001,3041,3081,-1,55341,24,3,51021,26,5,51221,24,7,51201,25,11
1082,咚咚呛,26,2,9,4022,5022,5222,3001,3041,3081,-1,61641,25,3,54521,24,5,53921,24,7,54821,24,11
1083,♂寂寞先生,26,0,5,422,822,1022,1501,1531,1561,-1,62141,26,3,52921,24,7,51101,25,9,51801,24,11
1084,紫南京,26,0,5,522,822,1022,1501,1511,1581,-1,54521,24,3,52721,26,7,53521,24,9,51821,24,11
1085,龙晓翔,26,2,9,4022,5022,5222,3001,3041,3081,-1,61641,24,3,52821,24,5,52501,24,7,51001,26,11
1086,古烈子殇,26,2,9,4222,5022,5222,3001,3011,3071,-1,62043,26,3,60243,25,5,54321,24,7,51021,26,11
1087,飘渺之恋,26,2,9,2422,2722,2922,2501,2541,2591,-1,62141,26,3,61041,26,5,53921,26,7,51521,24,11
1088,luxy,26,2,5,2422,2722,2922,2501,2511,2601,-1,62141,25,3,52621,24,7,52901,24,9,52301,25,11
1089,Tm娱乐〃,26,2,9,4222,5022,5222,3001,3011,3071,-1,61643,25,3,51021,25,5,51201,25,7,52901,25,11
1090,潇湘久逸,26,1,7,222,1122,1322,1001,1031,1081,-1,55341,26,3,60643,25,5,55421,26,9,54521,26,11
1091,还有以后吗,26,2,9,4222,4622,4822,3001,3011,3071,-1,61643,26,3,51221,24,5,54421,24,7,51021,25,11
1092,端木宇炎,26,2,9,4022,5022,5222,3001,3041,3081,-1,61643,24,3,61841,25,5,54821,25,7,54801,24,11
1093,心有林夕,26,2,9,4122,4622,4822,3001,3041,3081,-1,61642,26,3,54521,25,5,52921,24,7,52901,26,11
1094,逆恋双鱼,26,3,9,2322,3122,3322,2501,2511,2601,-1,61742,26,3,51221,25,5,54801,26,7,51101,26,11
1095,夜澈星辰,26,0,7,222,722,922,1001,1031,1081,-1,62043,25,3,52921,24,5,53321,26,9,51021,26,11
1096,开盟红邱痕,26,2,9,2422,2722,2922,2501,2511,2601,-1,61742,26,3,52921,25,5,52821,25,7,53501,24,11
1097,神冰掌,26,2,9,4222,5022,5222,3001,3011,3071,-1,61641,25,3,54821,25,5,52321,24,7,51021,25,11
1098,几度猖狂,26,3,5,2322,3122,3322,2501,2541,2591,-1,62141,26,3,60142,26,7,51221,24,9,54421,26,11
1099,黯然销魂,26,2,9,4122,5022,5222,3001,3041,3081,-1,55341,26,3,61742,25,5,54821,25,7,54801,26,11
1100,慕世星小顾,26,2,9,4222,4622,4822,3001,3011,3071,-1,61642,25,3,51021,25,5,52921,24,7,54821,26,11
1101,风间兮扬,26,0,5,622,822,1022,1501,1511,1581,-1,61742,24,3,52821,25,7,52501,25,9,52601,25,11
1102,篱岸宇,26,2,9,4122,4622,4822,3001,3041,3081,-1,61641,24,3,53921,26,5,52321,26,7,51001,24,11
1103,皇甫鸣苍,26,0,7,322,722,922,1001,1021,1061,-1,55341,24,3,60942,26,5,53421,25,9,51021,26,11
1104,完颜少歌,26,3,5,2522,3122,3322,2501,2541,2591,-1,61742,25,3,60941,25,7,53921,24,9,54421,26,11
1105,仲洋宇,26,2,5,2522,2722,2922,2501,2541,2591,-1,61841,26,3,52621,26,7,54801,24,9,51501,24,11
1106,堕落天使,26,0,5,622,822,1022,1501,1531,1561,-1,61841,24,3,52721,24,7,52301,25,9,55401,24,11
1107,卜独星,26,2,9,4222,4622,4822,3001,3041,3081,-1,61642,26,3,61841,26,5,54821,24,7,52821,24,11
1108,逍♂遥,26,2,9,4222,4622,4822,3001,3011,3071,-1,61642,25,3,54821,26,5,54421,26,7,51021,24,11
1109,凌若曦,26,2,9,4222,4622,4822,3001,3011,3071,-1,62043,24,3,54521,26,5,51221,24,7,53921,25,11
1110,南宫丶子诺,26,2,9,4122,5022,5222,3001,3041,3081,-1,62043,26,3,54821,25,5,51121,24,7,51001,26,11
1111,黄泉路相伴,26,2,9,4022,5022,5222,3001,3041,3081,-1,51321,26,3,54521,25,5,51221,24,7,52921,26,11
1112,公孙寂涵,26,2,9,4222,4622,4822,3001,3041,3081,-1,61643,26,3,62141,26,5,54821,24,7,54801,26,11
1113,雪沫、,26,3,5,2322,3122,3322,2501,2511,2601,-1,61841,25,3,55421,26,7,52821,26,9,52321,25,11
1114,聚鑫晚间,26,3,5,2322,3122,3322,2501,2511,2601,-1,61742,24,3,62143,24,7,52721,26,9,53501,26,11
1115,星之雨辰,26,2,9,4222,4622,4822,3001,3041,3081,-1,55341,25,3,51021,24,5,52721,25,7,51221,24,11
1116,南宫罪,26,3,5,2322,3122,3322,2501,2511,2601,-1,62141,25,3,62242,25,7,51221,26,9,52301,25,11
1117,情谊糜隐,26,2,9,4022,5022,5222,3001,3041,3081,-1,61641,25,3,52921,24,5,51121,25,7,51001,25,11
1118,丿邪灬少,26,2,9,4122,4622,4822,3001,3041,3081,-1,61643,26,3,61841,24,5,51221,24,7,52721,26,11
1119,逗丶妇乳,26,3,5,2522,3122,3322,2501,2541,2591,-1,61742,25,3,55421,26,7,51221,26,9,52521,24,11
1120,亚斯兰,26,2,9,2422,2722,2922,2501,2511,2601,-1,54521,24,3,51221,24,5,53921,25,7,52321,25,11
1121,清风明月,26,3,5,2522,3122,3322,2501,2541,2591,-1,51021,25,3,55421,26,7,52921,24,9,54321,25,11
1122,闾丘寞邪,26,2,9,4222,4622,4822,3001,3041,3081,-1,61643,26,3,52921,24,5,54321,24,7,51021,25,11
1123,瞪大眼睛看,26,0,5,422,822,1022,1501,1511,1581,-1,62141,26,3,61042,24,7,51121,25,9,51821,25,11
1124,恨别离,26,0,7,222,722,922,1001,1031,1081,-1,62043,25,3,60543,25,5,51821,26,9,51021,26,11
1125,潇洒天王,26,2,9,4222,5022,5222,3001,3011,3071,-1,54021,26,3,52921,26,5,51521,25,7,51021,26,11
1126,星辰浅寒,26,1,7,222,1122,1322,1001,1031,1081,-1,61643,26,3,60743,25,5,53321,24,9,54521,26,11
1127,晓公主,26,2,5,2422,2722,2922,2501,2541,2591,-1,62141,26,3,60142,25,7,51221,26,9,54401,26,11
1128,瑟周泱,26,0,7,122,722,922,1001,1011,1071,-1,61643,26,3,52821,26,5,53321,26,9,54521,25,11
1129,木易龙炎,26,1,5,622,1222,1422,1501,1511,1581,-1,54521,24,3,52821,24,7,52521,26,9,51821,24,11
1130,情谊思聪,26,2,9,4022,5022,5222,3001,3011,3071,-1,61643,26,3,54521,24,5,53921,24,7,52901,26,11
1131,孟婆汤交杯,26,1,5,622,1222,1422,1501,1511,1581,-1,62141,25,3,52921,26,7,51121,26,9,51801,26,11
1132,小公主,26,2,9,4122,5022,5222,3001,3041,3081,-1,51321,24,3,51021,24,5,51221,24,7,54821,26,11
1133,无敌小受受,26,1,5,522,1222,1422,1501,1511,1581,-1,61841,26,3,52821,24,7,53501,26,9,51801,24,11
1134,奇葩菇凉く,26,2,9,4022,5022,5222,3001,3011,3071,-1,62043,26,3,62141,24,5,53921,25,7,52721,24,11
1135,狼魂锅盖,26,1,7,322,1122,1322,1001,1021,1061,-1,61643,26,3,60042,24,5,53421,25,9,54521,25,11
1136,笑笑哈,26,2,9,4222,4622,4822,3001,3041,3081,-1,61643,26,3,61943,26,5,51121,26,7,54521,26,11
1137,无敌小面条,26,3,5,2422,3122,3322,2501,2541,2591,-1,61742,25,3,53321,25,7,54821,25,9,51501,25,11
1138,开盟红烧肉,26,1,7,322,1122,1322,1001,1021,1061,-1,55341,25,3,60543,26,5,53421,25,9,54521,26,11
1139,暗夜★糖糖,26,2,9,4222,4622,4822,3001,3041,3081,-1,61641,24,3,54821,25,5,52321,26,7,51001,24,11
1140,星辰宇鸣,26,2,9,4222,4622,4822,3001,3011,3071,-1,62043,25,3,53921,25,5,51521,26,7,51001,26,11
1141,奇葩菇凉ぃ,26,0,5,422,822,1022,1501,1531,1561,-1,51021,26,3,53921,24,7,53521,26,9,53321,24,11
1142,冉冥枫,26,1,5,422,1222,1422,1501,1531,1561,-1,62141,26,3,60242,25,7,51521,24,9,55401,24,11
1143,极品宅男,26,0,5,422,822,1022,1501,1511,1581,-1,61841,26,3,53921,24,7,52321,24,9,52621,25,11
1144,寒づ夜,26,3,5,2322,3122,3322,2501,2541,2591,-1,61841,26,3,60941,26,7,52821,25,9,53501,24,11
1145,逆天游龙,26,3,5,2322,3122,3322,2501,2541,2591,-1,62141,24,3,53321,26,7,52801,26,9,51501,26,11
1146,独秀小蔸,26,0,7,122,722,922,1001,1011,1071,-1,62043,24,3,60542,25,5,53321,26,9,54501,25,11
1147,浅唱忧伤,26,0,7,322,722,922,1001,1021,1061,-1,55121,26,3,52821,25,5,53421,26,9,54521,25,11
1148,伊炎夜,26,2,9,4222,4622,4822,3001,3041,3081,-1,61643,24,3,60043,26,5,52521,25,7,54501,24,11
1149,〃星辰．て,26,3,9,2522,3122,3322,2501,2541,2591,-1,61841,25,3,52721,26,5,52821,25,7,53521,24,11
1150,不朽梦魇,26,2,9,4222,4622,4822,3001,3011,3071,-1,53821,24,3,54521,24,5,54821,25,7,52721,26,11
1151,无聊春,26,0,5,622,822,1022,1501,1531,1561,-1,62141,24,3,51221,25,7,53521,24,9,51821,26,11
1152,低调mm,26,2,9,4122,4622,4822,3001,3011,3071,-1,62043,25,3,51021,24,5,53921,25,7,54801,25,11
1153,君莫笑,26,2,5,2422,2722,2922,2501,2541,2591,-1,61742,25,3,51821,25,7,54801,25,9,51501,26,11
1154,冰舞元枫,26,2,5,2422,2722,2922,2501,2511,2601,-1,61742,26,3,52621,24,7,54801,24,9,54301,24,11
1155,捂档花下死,26,1,7,322,1122,1322,1001,1021,1061,-1,61641,24,3,54821,24,5,52621,25,9,51001,24,11
1156,燕秋荷,26,2,5,2522,2722,2922,2501,2511,2601,-1,61841,26,3,51821,24,7,52721,26,9,51121,26,11
1157,漆黑灬羽翼,26,2,9,4222,4622,4822,3001,3011,3071,-1,61643,26,3,52721,25,5,51521,24,7,54501,25,11
1158,灬静吖,26,1,5,522,1222,1422,1501,1531,1561,-1,61841,24,3,52921,26,7,51101,24,9,55401,24,11
1159,绝魂王者,26,2,9,4022,5022,5222,3001,3011,3071,-1,62043,24,3,62141,26,5,54821,26,7,54821,26,11
1160,晏尚忆,26,2,9,4222,5022,5222,3001,3041,3081,-1,61641,24,3,51021,24,5,52721,26,7,53901,26,11
1161,六道轮回,26,2,9,4222,5022,5222,3001,3041,3081,-1,55341,26,3,60741,25,5,52321,25,7,51001,25,11
1162,心系情愿,26,3,9,2322,3122,3322,2501,2511,2601,-1,62141,26,3,52821,26,5,51201,25,7,51501,24,11
1163,狼魂豆腐,26,3,9,2422,3122,3322,2501,2541,2591,-1,61841,24,3,61942,24,5,51221,26,7,51121,24,11
1164,千叶水帘浅,26,3,9,2422,3122,3322,2501,2541,2591,-1,62141,25,3,60943,25,5,54821,25,7,51121,24,11
1165,花、有缺,26,2,9,2422,2722,2922,2501,2541,2591,-1,62141,26,3,61042,24,5,52821,25,7,51521,24,11
1166,如花g,26,0,7,122,722,922,1001,1011,1071,-1,61643,25,3,60043,25,5,53321,26,9,51021,26,11
1167,°樱桃酱づ,26,0,7,322,722,922,1001,1021,1061,-1,61643,24,3,52721,24,5,52601,26,9,54501,24,11
1168,音铩苍尘,26,3,9,2522,3122,3322,2501,2541,2591,-1,61742,25,3,52921,26,5,52821,24,7,51121,25,11
1169,野狐禅师,26,0,5,422,822,1022,1501,1531,1561,-1,61841,24,3,51221,26,7,51521,24,9,53321,26,11
