"Id
===
Id
===
int-cs","名称
===
Name
===
string-cs","进化配置0.物品Id
===
EvolutionConfig0.Id
===
int-cs","进化配置0.物品数量
===
EvolutionConfig0.Count
===
int-cs","进化配置1.物品Id
===
EvolutionConfig1.Id
===
int-cs","进化配置1.物品数量
===
EvolutionConfig1.Count
===
int-cs","进化配置2.物品Id
===
EvolutionConfig2.Id
===
int-cs","进化配置2.物品数量
===
EvolutionConfig2.Count
===
int-cs","进化配置3.物品Id
===
EvolutionConfig3.Id
===
int-cs","进化配置3.物品数量
===
EvolutionConfig3.Count
===
int-cs","进化配置4.物品Id
===
EvolutionConfig4.Id
===
int-cs","进化配置4.物品数量
===
EvolutionConfig4.Count
===
int-cs","被吞噬的数量
===
EatenCount
===
int-cs","可以被吞噬的宠物Id0
===
EatenPetId0
===
int-cs","可以被吞噬的宠物Id1
===
EatenPetId1
===
int-cs","可以被吞噬的宠物Id2
===
EatenPetId2
===
int-cs","可以被吞噬的宠物Id3
===
EatenPetId3
===
int-cs","可以被吞噬的宠物Id4
===
EatenPetId4
===
int-cs","钱消耗
===
Cost
===
int-cs"
53704,牛魔王,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,53702,-1,-1,-1,-1,600000
53721,牛魔王,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,53721,-1,-1,-1,-1,37500
53722,牛魔王,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,53721,-1,-1,-1,-1,75000
53723,牛魔王,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,53722,-1,-1,-1,-1,112500
53724,牛魔王,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,53722,-1,-1,-1,-1,150000
53801,沙和尚,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,53801,-1,-1,-1,-1,150000
53802,沙和尚,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,53801,-1,-1,-1,-1,300000
53803,沙和尚,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,53802,-1,-1,-1,-1,450000
53804,沙和尚,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,53802,-1,-1,-1,-1,600000
53821,沙和尚,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,53821,-1,-1,-1,-1,37500
53822,沙和尚,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,53821,-1,-1,-1,-1,75000
53823,沙和尚,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,53822,-1,-1,-1,-1,112500
53824,沙和尚,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,53822,-1,-1,-1,-1,150000
53901,蛇王,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,53901,-1,-1,-1,-1,150000
53902,蛇王,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,53901,-1,-1,-1,-1,300000
53903,蛇王,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,53902,-1,-1,-1,-1,450000
53904,蛇王,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,53902,-1,-1,-1,-1,600000
53921,蛇王,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,53921,-1,-1,-1,-1,37500
53922,蛇王,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,53921,-1,-1,-1,-1,75000
53923,蛇王,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,53922,-1,-1,-1,-1,112500
53924,蛇王,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,53922,-1,-1,-1,-1,150000
54001,树王,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,54001,-1,-1,-1,-1,150000
54002,树王,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,54001,-1,-1,-1,-1,300000
54003,树王,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,54002,-1,-1,-1,-1,450000
54004,树王,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,54002,-1,-1,-1,-1,600000
54021,树王,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,54021,-1,-1,-1,-1,37500
54022,树王,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,54021,-1,-1,-1,-1,75000
54023,树王,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,54022,-1,-1,-1,-1,112500
54024,树王,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,54022,-1,-1,-1,-1,150000
54101,孙悟空,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,54101,-1,-1,-1,-1,150000
54102,孙悟空,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,54101,-1,-1,-1,-1,300000
54103,孙悟空,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,54102,-1,-1,-1,-1,450000
54104,孙悟空,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,54102,-1,-1,-1,-1,600000
54121,孙悟空,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,54121,-1,-1,-1,-1,37500
54122,孙悟空,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,54121,-1,-1,-1,-1,75000
54123,孙悟空,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,54122,-1,-1,-1,-1,112500
54124,孙悟空,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,54122,-1,-1,-1,-1,150000
54201,太白金星,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,54201,-1,-1,-1,-1,150000
54202,太白金星,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,54201,-1,-1,-1,-1,300000
54203,太白金星,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,54202,-1,-1,-1,-1,450000
54204,太白金星,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,54202,-1,-1,-1,-1,600000
54221,太白金星,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,54221,-1,-1,-1,-1,37500
54222,太白金星,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,54221,-1,-1,-1,-1,75000
54223,太白金星,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,54222,-1,-1,-1,-1,112500
54224,太白金星,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,54222,-1,-1,-1,-1,150000
54301,太二真人,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,54301,-1,-1,-1,-1,150000
54302,太二真人,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,54301,-1,-1,-1,-1,300000
54303,太二真人,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,54302,-1,-1,-1,-1,450000
54304,太二真人,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,54302,-1,-1,-1,-1,600000
54321,太二真人,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,54321,-1,-1,-1,-1,37500
54322,太二真人,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,54321,-1,-1,-1,-1,75000
54323,太二真人,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,54322,-1,-1,-1,-1,112500
54324,太二真人,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,54322,-1,-1,-1,-1,150000
54401,铁扇公主,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,54401,-1,-1,-1,-1,150000
54402,铁扇公主,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,54401,-1,-1,-1,-1,300000
54403,铁扇公主,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,54402,-1,-1,-1,-1,450000
54404,铁扇公主,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,54402,-1,-1,-1,-1,600000
54421,铁扇公主,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,54421,-1,-1,-1,-1,37500
54422,铁扇公主,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,54421,-1,-1,-1,-1,75000
54423,铁扇公主,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,54422,-1,-1,-1,-1,112500
54424,铁扇公主,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,54422,-1,-1,-1,-1,150000
54501,小白龙,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,54501,-1,-1,-1,-1,150000
54502,小白龙,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,54501,-1,-1,-1,-1,300000
54503,小白龙,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,54502,-1,-1,-1,-1,450000
54504,小白龙,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,54502,-1,-1,-1,-1,600000
54521,小白龙,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,54521,-1,-1,-1,-1,37500
54522,小白龙,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,54521,-1,-1,-1,-1,75000
54523,小白龙,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,54522,-1,-1,-1,-1,112500
54524,小白龙,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,54522,-1,-1,-1,-1,150000
54601,哮天犬,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,54601,-1,-1,-1,-1,150000
54602,哮天犬,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,54601,-1,-1,-1,-1,300000
54603,哮天犬,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,54602,-1,-1,-1,-1,450000
54604,哮天犬,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,54602,-1,-1,-1,-1,600000
54621,哮天犬,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,54621,-1,-1,-1,-1,37500
54622,哮天犬,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,54621,-1,-1,-1,-1,75000
54623,哮天犬,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,54622,-1,-1,-1,-1,112500
54624,哮天犬,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,54622,-1,-1,-1,-1,150000
54701,蝎子精,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,54701,-1,-1,-1,-1,150000
54702,蝎子精,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,54701,-1,-1,-1,-1,300000
54703,蝎子精,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,54702,-1,-1,-1,-1,450000
54704,蝎子精,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,54702,-1,-1,-1,-1,600000
54721,蝎子精,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,54721,-1,-1,-1,-1,37500
54722,蝎子精,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,54721,-1,-1,-1,-1,75000
54723,蝎子精,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,54722,-1,-1,-1,-1,112500
54724,蝎子精,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,54722,-1,-1,-1,-1,150000
54801,银角,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,54801,-1,-1,-1,-1,150000
54802,银角,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,54801,-1,-1,-1,-1,300000
54803,银角,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,54802,-1,-1,-1,-1,450000
54804,银角,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,54802,-1,-1,-1,-1,600000
54821,银角,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,54821,-1,-1,-1,-1,37500
54822,银角,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,54821,-1,-1,-1,-1,75000
54823,银角,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,54822,-1,-1,-1,-1,112500
54824,银角,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,54822,-1,-1,-1,-1,150000
54901,玉面狐狸,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,54901,-1,-1,-1,-1,150000
54902,玉面狐狸,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,54901,-1,-1,-1,-1,300000
54903,玉面狐狸,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,54902,-1,-1,-1,-1,450000
54904,玉面狐狸,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,54902,-1,-1,-1,-1,600000
54921,玉面狐狸,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,54921,-1,-1,-1,-1,37500
54922,玉面狐狸,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,54921,-1,-1,-1,-1,75000
54923,玉面狐狸,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,54922,-1,-1,-1,-1,112500
54924,玉面狐狸,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,54922,-1,-1,-1,-1,150000
55001,玉兔,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,55001,-1,-1,-1,-1,150000
55002,玉兔,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,55001,-1,-1,-1,-1,300000
55003,玉兔,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,55002,-1,-1,-1,-1,450000
55004,玉兔,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,55002,-1,-1,-1,-1,600000
55021,玉兔,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,55021,-1,-1,-1,-1,37500
55022,玉兔,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,55021,-1,-1,-1,-1,75000
55023,玉兔,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,55022,-1,-1,-1,-1,112500
55024,玉兔,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,55022,-1,-1,-1,-1,150000
55101,鱼王,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,55101,-1,-1,-1,-1,150000
55102,鱼王,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,55101,-1,-1,-1,-1,300000
55103,鱼王,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,55102,-1,-1,-1,-1,450000
55104,鱼王,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,55102,-1,-1,-1,-1,600000
55121,鱼王,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,55121,-1,-1,-1,-1,37500
55122,鱼王,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,55121,-1,-1,-1,-1,75000
55123,鱼王,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,55122,-1,-1,-1,-1,112500
55124,鱼王,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,55122,-1,-1,-1,-1,150000
55201,蜘蛛精,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,55201,-1,-1,-1,-1,150000
55202,蜘蛛精,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,55201,-1,-1,-1,-1,300000
55203,蜘蛛精,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,55202,-1,-1,-1,-1,450000
55204,蜘蛛精,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,55202,-1,-1,-1,-1,600000
55221,蜘蛛精,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,55221,-1,-1,-1,-1,37500
55222,蜘蛛精,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,55221,-1,-1,-1,-1,75000
55223,蜘蛛精,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,55222,-1,-1,-1,-1,112500
55224,蜘蛛精,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,55222,-1,-1,-1,-1,150000
55301,猪八戒,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,55301,-1,-1,-1,-1,150000
55302,猪八戒,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,55301,-1,-1,-1,-1,300000
55303,猪八戒,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,55302,-1,-1,-1,-1,450000
55304,猪八戒,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,55302,-1,-1,-1,-1,600000
55321,猪八戒,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,55321,-1,-1,-1,-1,37500
55322,猪八戒,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,55321,-1,-1,-1,-1,75000
55323,猪八戒,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,55322,-1,-1,-1,-1,112500
55324,猪八戒,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,55322,-1,-1,-1,-1,150000
55341,猪八戒,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,55341,-1,-1,-1,-1,9375
55401,紫霞仙子,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,55401,-1,-1,-1,-1,150000
55402,紫霞仙子,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,55401,-1,-1,-1,-1,300000
55403,紫霞仙子,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,55402,-1,-1,-1,-1,450000
55404,紫霞仙子,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,55402,-1,-1,-1,-1,600000
55421,紫霞仙子,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,55421,-1,-1,-1,-1,37500
55422,紫霞仙子,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,55421,-1,-1,-1,-1,75000
55423,紫霞仙子,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,55422,-1,-1,-1,-1,112500
55424,紫霞仙子,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,55422,-1,-1,-1,-1,150000
60001,蝙蝠,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,60001,-1,-1,-1,-1,150000
60002,蝙蝠,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,60002,-1,-1,-1,-1,300000
60003,蝙蝠,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,60003,-1,-1,-1,-1,450000
60004,蝙蝠,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,60004,-1,-1,-1,-1,600000
60021,蝙蝠,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,60021,-1,-1,-1,-1,37500
60022,蝙蝠,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,60022,-1,-1,-1,-1,75000
60023,蝙蝠,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,60023,-1,-1,-1,-1,112500
60024,蝙蝠,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,60024,-1,-1,-1,-1,150000
60041,蝙蝠,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,60041,-1,-1,-1,-1,9375
60042,蝙蝠,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,60042,-1,-1,-1,-1,9375
60043,蝙蝠,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,60043,-1,-1,-1,-1,9375
60044,蝙蝠,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,60044,-1,-1,-1,-1,0
60061,蝙蝠,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,60061,-1,-1,-1,-1,0
60062,蝙蝠,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,60062,-1,-1,-1,-1,0
60063,蝙蝠,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,60063,-1,-1,-1,-1,0
60064,蝙蝠,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,60064,-1,-1,-1,-1,0
60101,大鹏,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,60101,-1,-1,-1,-1,150000
60102,大鹏,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,60102,-1,-1,-1,-1,300000
60103,大鹏,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,60103,-1,-1,-1,-1,450000
60104,大鹏,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,60104,-1,-1,-1,-1,600000
60121,大鹏,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,60121,-1,-1,-1,-1,37500
60122,大鹏,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,60122,-1,-1,-1,-1,75000
60123,大鹏,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,60123,-1,-1,-1,-1,112500
60124,大鹏,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,60124,-1,-1,-1,-1,150000
60141,大鹏,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,60141,-1,-1,-1,-1,9375
60142,大鹏,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,60142,-1,-1,-1,-1,9375
60143,大鹏,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,60143,-1,-1,-1,-1,9375
60144,大鹏,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,60144,-1,-1,-1,-1,0
60161,大鹏,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,60161,-1,-1,-1,-1,0
60162,大鹏,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,60162,-1,-1,-1,-1,0
60163,大鹏,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,60163,-1,-1,-1,-1,0
60164,大鹏,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,60164,-1,-1,-1,-1,0
60201,鳄鱼,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,60201,-1,-1,-1,-1,150000
60202,鳄鱼,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,60202,-1,-1,-1,-1,300000
60203,鳄鱼,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,60203,-1,-1,-1,-1,450000
60204,鳄鱼,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,60204,-1,-1,-1,-1,600000
60221,鳄鱼,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,60221,-1,-1,-1,-1,37500
60222,鳄鱼,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,60222,-1,-1,-1,-1,75000
60223,鳄鱼,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,60223,-1,-1,-1,-1,112500
60224,鳄鱼,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,60224,-1,-1,-1,-1,150000
60241,鳄鱼,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,60241,-1,-1,-1,-1,9375
60242,鳄鱼,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,60242,-1,-1,-1,-1,9375
60243,鳄鱼,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,60243,-1,-1,-1,-1,9375
60244,鳄鱼,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,60244,-1,-1,-1,-1,0
60261,鳄鱼,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,60261,-1,-1,-1,-1,0
60262,鳄鱼,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,60262,-1,-1,-1,-1,0
60263,鳄鱼,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,60263,-1,-1,-1,-1,0
60264,鳄鱼,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,60264,-1,-1,-1,-1,0
60301,海龟,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,60301,-1,-1,-1,-1,150000
60302,海龟,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,60302,-1,-1,-1,-1,300000
60303,海龟,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,60303,-1,-1,-1,-1,450000
60304,海龟,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,60304,-1,-1,-1,-1,600000
60321,海龟,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,60321,-1,-1,-1,-1,37500
60322,海龟,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,60322,-1,-1,-1,-1,75000
60323,海龟,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,60323,-1,-1,-1,-1,112500
60324,海龟,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,60324,-1,-1,-1,-1,150000
60341,海龟,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,60341,-1,-1,-1,-1,9375
60342,海龟,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,60342,-1,-1,-1,-1,9375
60343,海龟,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,60343,-1,-1,-1,-1,9375
60344,海龟,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,60344,-1,-1,-1,-1,0
60361,海龟,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,60361,-1,-1,-1,-1,0
60362,海龟,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,60362,-1,-1,-1,-1,0
60363,海龟,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,60363,-1,-1,-1,-1,0
60364,海龟,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,60364,-1,-1,-1,-1,0
60401,僵尸,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,60401,-1,-1,-1,-1,150000
60402,僵尸,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,60402,-1,-1,-1,-1,300000
60403,僵尸,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,60403,-1,-1,-1,-1,450000
60404,僵尸,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,60404,-1,-1,-1,-1,600000
60421,僵尸,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,60421,-1,-1,-1,-1,37500
60422,僵尸,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,60422,-1,-1,-1,-1,75000
60423,僵尸,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,60423,-1,-1,-1,-1,112500
60424,僵尸,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,60424,-1,-1,-1,-1,150000
60441,僵尸,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,60441,-1,-1,-1,-1,9375
60442,僵尸,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,60442,-1,-1,-1,-1,9375
60443,僵尸,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,60443,-1,-1,-1,-1,9375
60444,僵尸,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,60444,-1,-1,-1,-1,0
60461,僵尸,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,60461,-1,-1,-1,-1,0
60462,僵尸,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,60462,-1,-1,-1,-1,0
60463,僵尸,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,60463,-1,-1,-1,-1,0
60464,僵尸,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,60464,-1,-1,-1,-1,0
60501,狼妖,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,60501,-1,-1,-1,-1,150000
60502,狼妖,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,60502,-1,-1,-1,-1,300000
60503,狼妖,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,60503,-1,-1,-1,-1,450000
60504,狼妖,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,60504,-1,-1,-1,-1,600000
60521,狼妖,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,60521,-1,-1,-1,-1,37500
60522,狼妖,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,60522,-1,-1,-1,-1,75000
60523,狼妖,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,60523,-1,-1,-1,-1,112500
