"Id
===
Id
===
int-cs","名称
===
Name
===
string-cs","轮盘权重
===
RollingRatio
===
float-cs","每打一遍勋章奖励
===
StarAward
===
float-cs","成就ID
===
AchId
===
int-cs","需求类型
===
ReqType
===
int-cs","需求占比
===
ReqPercent
===
int-cs","物品ID集合(分号分割)
===
Ids
===
string-cs","掉落率
===
DropRate
===
float-cs","最少打多少遍
===
MinCount
===
int-cs","最多打多少遍
===
MaxCount
===
int-cs","星级占比（10000）0
===
StarPercent0
===
int-cs","星级占比（10000）1
===
StarPercent1
===
int-cs","星级占比（10000）2
===
StarPercent2
===
int-cs","任务刷新过滤
===
TaskFilter
===
string-s"
153,普通,34,20,-1,0,0,62243;62243;62243;60343;60343;61943;61943;61943;62243;61942;62243;60342;60343;62241;62241,0.18,2,2,2000,3000,5000,Func_CompleteStage(1608)
154,普通,34,20,-1,0,0,60343;60343;60343;61942;61942;62243;62243;61943;61942;61943;61943;61943;62243;62243,0.18,2,2,2000,3000,5000,Func_CompleteStage(1609)
155,普通,34,20,-1,0,0,60342;60342;61942;60341;61942;61943;60343;61943;60343;61941;60343;60842;60343;60341;60343,0.18,2,2,2000,3000,5000,Func_CompleteStage(1610)
156,普通,34,20,-1,0,0,62243;62241;62243;60341;60341;62243;60342;60342;62243;60343;60343;60741;61943;61943,0.18,2,2,2000,3000,5000,Func_CompleteStage(1611)
157,普通,34,20,-1,0,0,60342;60342;62243;62241;62243;60343;60343;60343;61942;61942;61941;61941,0.18,2,2,2000,3000,5000,Func_CompleteStage(1612)
158,普通,35,20,-1,0,0,60242;60242;61243;61242;61243;61242;61243;61242;60242;60242;61241;61243;60242;60242,0.18,2,2,2000,3000,5000,Func_CompleteStage(1701)
159,普通,35,20,-1,0,0,62242;60242;62242;60242;60242;60243;60243;62243;62241;62243;62243;62243;60242;60842;60242,0.18,2,2,2000,3000,5000,Func_CompleteStage(1702)
160,普通,35,20,-1,0,0,60243;60243;61243;61243;61243;62242;62242;61242;61243;61242;60743;61243;61243,0.18,2,2,2000,3000,5000,Func_CompleteStage(1703)
161,普通,35,20,-1,0,0,62242;62242;60243;60242;60243;60242;62243;60242;62243;62243;62242;62242;60242;60841;60242,0.18,2,2,2000,3000,5000,Func_CompleteStage(1704)
162,普通,35,20,-1,0,0,61243;61243;62243;61242;62243;61242;62243;61242;62243;61242;62243;60842;60842,0.18,2,2,2000,3000,5000,Func_CompleteStage(1705)
163,普通,35,20,-1,0,0,62242;62242;61242;62241;61242;61241;62242;61241;62243;61243;62243;61243;60741;61243;60843,0.18,2,2,2000,3000,5000,Func_CompleteStage(1706)
164,普通,35,20,-1,0,0,61243;61242;61243;60242;60242;61243;61243;60243;61242;61242;60243;60741;60741;60842,0.18,2,2,2000,3000,5000,Func_CompleteStage(1707)
165,普通,35,20,-1,0,0,61243;62242;61243;62243;62243;61243;61242;61243;62243;60841;62243;60843;60842;62243;61243;62243,0.18,2,2,2000,3000,5000,Func_CompleteStage(1708)
166,普通,35,20,-1,0,0,62242;60741;62242;61243;61243;61243;61242;61243;62243;60841;62243;60742;60742,0.18,2,2,2000,3000,5000,Func_CompleteStage(1709)
167,普通,35,20,-1,0,0,61242;61242;62243;60243;60243;62243;61243;62242;62242;61243;60242;60242;62242;62242;60842;61243;60841,0.18,2,2,2000,3000,5000,Func_CompleteStage(1710)
168,普通,35,20,-1,0,0,60242;60242;62243;62241;62243;61243;61242;61243;60241;60241;62242;60743;62242;60843,0.18,2,2,2000,3000,5000,Func_CompleteStage(1711)
169,普通,35,20,-1,0,0,60742;60742;62243;62241;62243;60841;60841;61243;60842;61243;60842;60741;60843,0.18,2,2,2000,3000,5000,Func_CompleteStage(1712)
170,普通,36,20,-1,0,0,60342;60342;61243;61242;61243;61242;61242;61242;60341;60341;60342;62243;61241,0.18,2,2,2000,3000,5000,Func_CompleteStage(1801)
171,普通,36,20,-1,0,0,60341;60342;60341;62242;62242;61241;61241;62243;62241;62243;62243;62243;61241;60842;61241,0.18,2,2,2000,3000,5000,Func_CompleteStage(1802)
172,普通,36,20,-1,0,0,61243;61243;61243;62241;62241;62243;62243;61242;61243;61242;60743;61243;62242;61243,0.18,2,2,2000,3000,5000,Func_CompleteStage(1803)
173,普通,36,20,-1,0,0,60341;60341;61243;61242;61243;61242;62243;61242;62243;62243;61243;61243;62242;60841;62242,0.18,2,2,2000,3000,5000,Func_CompleteStage(1804)
174,普通,36,20,-1,0,0,61243;61243;62243;61242;62243;61242;62243;61242;62243;61242;62243;61241;60342;61241;60343;62242;60343,0.18,2,2,2000,3000,5000,Func_CompleteStage(1805)
175,普通,36,20,-1,0,0,62243;62243;61242;62241;61242;61242;62243;61242;62243;61242;62243;60741;60742;60741;61841,0.18,2,2,2000,3000,5000,Func_CompleteStage(1806)
176,普通,36,20,-1,0,0,61243;61242;61243;62241;62241;61243;61243;62242;61242;61242;62242;60842;60841;60842,0.18,2,2,2000,3000,5000,Func_CompleteStage(1807)
177,普通,36,20,-1,0,0,61243;62242;61243;62243;62243;62243;62243;61243;61242;61243;60843;60842;62243;60342;62243,0.18,2,2,2000,3000,5000,Func_CompleteStage(1808)
178,普通,36,20,-1,0,0,62242;60741;62242;61243;61243;61243;61242;61243;62243;60841;62243;60842;60843;62242;60843,0.18,2,2,2000,3000,5000,Func_CompleteStage(1809)
179,普通,36,20,-1,0,0,61243;62242;62242;61243;60341;60341;61241;61241;62243;60341;60341;62243;62241;62241;60842;61241;60841,0.18,2,2,2000,3000,5000,Func_CompleteStage(1810)
180,普通,36,20,-1,0,0,60343;60343;62243;62241;62243;61243;61242;61243;60341;60341;60743;60843;62242;62242,0.18,2,2,2000,3000,5000,Func_CompleteStage(1811)
181,普通,36,20,-1,0,0,60742;60742;62243;62241;62243;61243;60842;61243;60841;61243;60841;60741;60842;60843,0.18,2,2,2000,3000,5000,Func_CompleteStage(1812)
182,普通,37,20,-1,0,0,61842;61842;61842;61841;61841;61841;61841;61841;61843;61843;61841;61841;61842;61843;61842,0.18,2,2,2000,3000,5000,Func_CompleteStage(1901)
183,普通,37,20,-1,0,0,61842;61842;61843;61842;61843;61841;61842;61842;61842;61842;61843;61842;61841;61842;61843;61843,0.18,2,2,2000,3000,5000,Func_CompleteStage(1902)
184,普通,37,20,-1,0,0,61842;61841;61842;61841;61841;61842;61841;61842;61841;61843;61841;61841;61843;61841,0.18,2,2,2000,3000,5000,Func_CompleteStage(1903)
185,普通,37,20,-1,0,0,60641;60641;60641;61842;61843;61842;61841;61841;61842;61842;61842;61841;61841;61841;61843,0.18,2,2,2000,3000,5000,Func_CompleteStage(1904)
186,普通,37,20,-1,0,0,61841;61842;61841;61843;61843;61843;61842;61841;61842;61841;61843;61841;61841;60641;61841;61843;61843,0.18,2,2,2000,3000,5000,Func_CompleteStage(1905)
187,普通,37,20,-1,0,0,61842;61842;61841;61841;61841;61841;61842;61841;61842;61841;61842;61842;61842;61843;61843,0.18,2,2,2000,3000,5000,Func_CompleteStage(1906)
188,普通,37,20,-1,0,0,61843;61843;61841;61843;61841;61842;61842;61841;61841;61841;60641;60641;60641;61841;61843,0.18,2,2,2000,3000,5000,Func_CompleteStage(1907)
189,普通,37,20,-1,0,0,60641;60641;61841;61841;61841;61843;61842;61842;61841;61841;61843;60643;60642;60643;61843;61843,0.18,2,2,2000,3000,5000,Func_CompleteStage(1908)
190,普通,37,20,-1,0,0,61841;61841;61842;61842;61842;61843;61842;61842;61841;61841;61843;60641;61842;60641;61841;61841,0.18,2,2,2000,3000,5000,Func_CompleteStage(1909)
191,普通,37,20,-1,0,0,60642;60642;60642;61842;61842;61842;61843;61843,0.18,2,2,2000,3000,5000,Func_CompleteStage(1910)
192,普通,37,20,-1,0,0,60642;60642;60643;60641;60643;61842;61841;61842;61843;61843,0.18,2,2,2000,3000,5000,Func_CompleteStage(1911)
193,普通,37,20,-1,0,0,61842;61841;61842;61841;61841;60643;60643;60643;61843;61841;61843;60641;60641,0.18,2,2,2000,3000,5000,Func_CompleteStage(1912)
194,普通,38,20,-1,0,0,60942;60543;60942;60543;60543;60942;60942;60943;60943;60943;60543;60543;60541,0.18,2,2,2000,3000,5000,Func_CompleteStage(2001)
195,普通,38,20,-1,0,0,60942;60942;60942;61543;61543;61543;61543;60943;60943;61543;61543;61541;61543;60942,0.18,2,2,2000,3000,5000,Func_CompleteStage(2002)
196,普通,38,20,-1,0,0,60543;60543;61542;61543;61542;61543;61542;61543;60541;60541;60541;61542,0.18,2,2,2000,3000,5000,Func_CompleteStage(2003)
197,普通,38,20,-1,0,0,60943;60943;60943;60942;60942;60942;60942;60943;60943;60942;60942;60943;60941;60943;60942;60942,0.18,2,2,2000,3000,5000,Func_CompleteStage(2004)
198,普通,38,20,-1,0,0,60542;60542;60942;60942;60542;60542;61543;61543;60542;61543;61543;60542;60543;60541;60543;60542;60542,0.18,2,2,2000,3000,5000,Func_CompleteStage(2005)
199,普通,38,20,-1,0,0,60942;60942;60943;60942;60943;60942;60943;60943;60943;60943;60942;60942;60941,0.18,2,2,2000,3000,5000,Func_CompleteStage(2006)
200,普通,38,20,-1,0,0,60543;60543;61543;61543;61543;60543;61541;60543;60943;60543;60943;60541;60541;61543;61542;61543,0.18,2,2,2000,3000,5000,Func_CompleteStage(2007)
201,普通,38,20,-1,0,0,60541;60943;60541;60943;60943;60943;60943;60541;60943;60541;60942;60541;60543;60943,0.18,2,2,2000,3000,5000,Func_CompleteStage(2008)
202,普通,38,20,-1,0,0,61542;61543;61542;61543;61543;60541;60541;60542;60541;60542;61541;61542,0.18,2,2,2000,3000,5000,Func_CompleteStage(2009)
203,普通,38,20,-1,0,0,60542;60542;60542;60541;60541;61543;61543;61542;61542;61542;60541;61541;60941,0.18,2,2,2000,3000,5000,Func_CompleteStage(2010)
204,普通,38,20,-1,0,0,60543;60943;61543;60543;60943;61543;60941;61541;60541;60941;61541;60541;60942;60542;61542,0.18,2,2,2000,3000,5000,Func_CompleteStage(2011)
205,普通,38,20,-1,0,0,61542;60542;60542;60942;60942;60942;60942;60942;61542;60542;60542;61542;60942;60942;60541;60541,0.18,2,2,2000,3000,5000,Func_CompleteStage(2012)
206,普通,4,16,-1,1,0,10139,1,1,1,6000,3000,1000,Func_CompleteStage(101)
207,普通,4,16,-1,1,0,10239,1,1,1,6000,3000,1000,Func_CompleteStage(102)
208,普通,6,16,-1,1,0,10339,1,1,1,6000,3000,1000,Func_CompleteStage(103)
209,普通,6,16,-1,1,0,10439,1,1,1,6000,3000,1000,Func_CompleteStage(104)
210,普通,6,16,-1,1,0,10539,1,1,1,6000,3000,1000,Func_CompleteStage(105)
211,普通,8,16,-1,1,0,10639,1,1,1,6000,3000,1000,Func_CompleteStage(106)
212,普通,8,16,-1,1,0,10739,1,1,1,6000,3000,1000,Func_CompleteStage(107)
213,普通,8,16,-1,1,0,10839,1,1,1,6000,3000,1000,Func_CompleteStage(108)
214,普通,10,16,-1,1,0,20139,1,1,1,6000,3000,1000,Func_CompleteStage(201)
215,普通,10,16,-1,1,0,20239,1,1,1,6000,3000,1000,Func_CompleteStage(202)
216,普通,10,16,-1,1,0,20339,1,1,1,6000,3000,1000,Func_CompleteStage(203)
217,普通,10,16,-1,1,0,20439,1,1,1,6000,3000,1000,Func_CompleteStage(204)
218,普通,12,16,-1,1,0,20539,1,1,1,6000,3000,1000,Func_CompleteStage(205)
219,普通,12,16,-1,1,0,20639,1,1,1,6000,3000,1000,Func_CompleteStage(206)
220,普通,12,16,-1,1,0,20739,1,1,1,6000,3000,1000,Func_CompleteStage(207)
221,普通,14,16,-1,1,0,20839,1,1,1,6000,3000,1000,Func_CompleteStage(208)
222,普通,14,16,-1,1,0,30139,1,1,1,6000,3000,1000,Func_CompleteStage(301)
223,普通,14,16,-1,1,0,30239,1,1,1,6000,3000,1000,Func_CompleteStage(302)
224,普通,14,16,-1,1,0,30339,1,1,1,6000,3000,1000,Func_CompleteStage(303)
225,普通,14,16,-1,1,0,30439,1,1,1,6000,3000,1000,Func_CompleteStage(304)
226,普通,16,16,-1,1,0,30539,1,1,1,6000,3000,1000,Func_CompleteStage(305)
227,普通,16,16,-1,1,0,30639,1,1,1,6000,3000,1000,Func_CompleteStage(306)
228,普通,16,16,-1,1,0,30739,1,1,1,6000,3000,1000,Func_CompleteStage(307)
229,普通,18,16,-1,1,0,30839,1,1,1,6000,3000,1000,Func_CompleteStage(308)
230,普通,18,16,-1,1,0,40139,1,1,1,6000,3000,1000,Func_CompleteStage(401)
231,普通,18,16,-1,1,0,40239,1,1,1,6000,3000,1000,Func_CompleteStage(402)
232,普通,18,16,-1,1,0,40339,1,1,1,6000,3000,1000,Func_CompleteStage(403)
233,普通,20,16,-1,1,0,40439,1,1,1,6000,3000,1000,Func_CompleteStage(404)
234,普通,20,16,-1,1,0,40539,1,1,1,6000,3000,1000,Func_CompleteStage(405)
235,普通,20,16,-1,1,0,40639,1,1,1,6000,3000,1000,Func_CompleteStage(406)
236,普通,22,16,-1,1,0,40739,1,1,1,6000,3000,1000,Func_CompleteStage(407)
237,普通,22,16,-1,1,0,40839,1,1,1,6000,3000,1000,Func_CompleteStage(408)
238,普通,22,16,-1,1,0,40939,1,1,1,6000,3000,1000,Func_CompleteStage(409)
239,普通,22,16,-1,1,0,50139,1,1,1,6000,3000,1000,Func_CompleteStage(501)
240,普通,22,16,-1,1,0,50239,1,1,1,6000,3000,1000,Func_CompleteStage(502)
241,普通,22,16,-1,1,0,50339,1,1,1,5000,3000,2000,Func_CompleteStage(503)
242,普通,22,16,-1,1,0,50439,1,1,1,5000,3000,2000,Func_CompleteStage(504)
243,普通,24,16,-1,1,0,50539,1,1,1,5000,3000,2000,Func_CompleteStage(505)
244,普通,24,16,-1,1,0,50639,1,1,1,5000,3000,2000,Func_CompleteStage(506)
245,普通,24,16,-1,1,0,50739,1,1,1,5000,3000,2000,Func_CompleteStage(507)
246,普通,24,16,-1,1,0,50839,1,1,1,5000,3000,2000,Func_CompleteStage(508)
247,普通,26,16,-1,1,0,50939,1,1,1,5000,3000,2000,Func_CompleteStage(509)
248,普通,26,16,-1,1,0,60139,1,1,1,5000,3000,2000,Func_CompleteStage(601)
249,普通,26,16,-1,1,0,60239,1,1,1,5000,3000,2000,Func_CompleteStage(602)
250,普通,26,16,-1,1,0,60339,1,1,1,5000,3000,2000,Func_CompleteStage(603)
251,普通,28,16,-1,1,0,60439,1,1,1,5000,3000,2000,Func_CompleteStage(604)
252,普通,28,16,-1,1,0,60539,1,1,1,5000,3000,2000,Func_CompleteStage(605)
253,普通,28,16,-1,1,0,60639,1,1,1,5000,3000,2000,Func_CompleteStage(606)
254,普通,30,16,-1,1,0,60739,1,1,1,5000,3000,2000,Func_CompleteStage(607)
255,普通,30,16,-1,1,0,60839,1,1,1,5000,3000,2000,Func_CompleteStage(608)
256,普通,30,16,-1,1,0,60939,1,1,1,5000,3000,2000,Func_CompleteStage(609)
257,普通,30,16,-1,1,0,70139,1,1,1,5000,3000,2000,Func_CompleteStage(701)
258,普通,30,16,-1,1,0,70239,1,1,1,5000,3000,2000,Func_CompleteStage(702)
259,普通,30,16,-1,1,0,70339,1,1,1,5000,3000,2000,Func_CompleteStage(703)
260,普通,32,16,-1,1,0,70439,1,1,1,5000,3000,2000,Func_CompleteStage(704)
261,普通,32,16,-1,1,0,70539,1,1,1,5000,3000,2000,Func_CompleteStage(705)
262,普通,32,16,-1,1,0,70639,1,1,1,5000,3000,2000,Func_CompleteStage(706)
263,普通,32,16,-1,1,0,70739,1,1,1,5000,3000,2000,Func_CompleteStage(707)
264,普通,32,16,-1,1,0,70839,1,1,1,5000,3000,2000,Func_CompleteStage(708)
265,普通,32,16,-1,1,0,70939,1,1,1,5000,3000,2000,Func_CompleteStage(709)
266,普通,32,16,-1,1,0,71039,1,1,1,5000,3000,2000,Func_CompleteStage(710)
267,普通,34,16,-1,1,0,80139,1,1,1,5000,3000,2000,Func_CompleteStage(801)
268,普通,34,16,-1,1,0,80239,1,1,1,5000,3000,2000,Func_CompleteStage(802)
269,普通,34,16,-1,1,0,80339,1,1,1,5000,3000,2000,Func_CompleteStage(803)
270,普通,34,16,-1,1,0,80439,1,1,1,5000,3000,2000,Func_CompleteStage(804)
271,普通,34,16,-1,1,0,80539,1,1,1,5000,3000,2000,Func_CompleteStage(805)
272,普通,34,16,-1,1,0,80639,1,1,1,5000,3000,2000,Func_CompleteStage(806)
273,普通,36,16,-1,1,0,80739,1,1,1,5000,3000,2000,Func_CompleteStage(807)
274,普通,36,16,-1,1,0,80839,1,1,1,5000,3000,2000,Func_CompleteStage(808)
275,普通,36,16,-1,1,0,80939,1,1,1,5000,3000,2000,Func_CompleteStage(809)
276,普通,36,16,-1,1,0,81039,1,1,1,5000,3000,2000,Func_CompleteStage(810)
277,普通,36,16,-1,1,0,90139,1,1,1,5000,3000,2000,Func_CompleteStage(901)
278,普通,36,16,-1,1,0,90239,1,1,1,5000,3000,2000,Func_CompleteStage(902)
279,普通,36,16,-1,1,0,90339,1,1,1,5000,3000,2000,Func_CompleteStage(903)
280,普通,38,16,-1,1,0,90439,1,1,1,5000,3000,2000,Func_CompleteStage(904)
281,普通,38,16,-1,1,0,90539,1,1,1,5000,3000,2000,Func_CompleteStage(905)
282,普通,38,16,-1,1,0,90639,1,1,1,5000,3000,2000,Func_CompleteStage(906)
283,普通,40,16,-1,1,0,90739,1,1,1,5000,3000,2000,Func_CompleteStage(907)
284,普通,40,16,-1,1,0,90839,1,1,1,5000,3000,2000,Func_CompleteStage(908)
285,普通,40,16,-1,1,0,90939,1,1,1,5000,3000,2000,Func_CompleteStage(909)
286,普通,40,16,-1,1,0,91039,1,1,1,5000,3000,2000,Func_CompleteStage(910)
287,普通,40,16,-1,1,0,100139,1,1,1,5000,3000,2000,Func_CompleteStage(1001)
288,普通,40,16,-1,1,0,100239,1,1,1,5000,3000,2000,Func_CompleteStage(1002)
289,普通,40,16,-1,1,0,100339,1,1,1,5000,3000,2000,Func_CompleteStage(1003)
290,普通,42,16,-1,1,0,100439,1,1,1,5000,3000,2000,Func_CompleteStage(1004)
291,普通,42,16,-1,1,0,100539,1,1,1,5000,3000,2000,Func_CompleteStage(1005)
292,普通,42,16,-1,1,0,100639,1,1,1,5000,3000,2000,Func_CompleteStage(1006)
293,普通,42,16,-1,1,0,100739,1,1,1,5000,3000,2000,Func_CompleteStage(1007)
294,普通,42,16,-1,1,0,100839,1,1,1,5000,3000,2000,Func_CompleteStage(1008)
295,普通,42,16,-1,1,0,100939,1,1,1,5000,3000,2000,Func_CompleteStage(1009)
296,普通,42,16,-1,1,0,101039,1,1,1,5000,3000,2000,Func_CompleteStage(1010)
297,普通,44,16,-1,1,0,110139,1,1,1,5000,3000,2000,Func_CompleteStage(1101)
298,普通,44,16,-1,1,0,110239,1,1,1,5000,3000,2000,Func_CompleteStage(1102)
299,普通,44,16,-1,1,0,110339,1,1,1,5000,3000,2000,Func_CompleteStage(1103)
300,普通,44,16,-1,1,0,110439,1,1,1,5000,3000,2000,Func_CompleteStage(1104)
301,普通,44,16,-1,1,0,110539,1,1,1,5000,3000,2000,Func_CompleteStage(1105)
302,普通,44,16,-1,1,0,110639,1,1,1,5000,3000,2000,Func_CompleteStage(1106)
303,普通,46,16,-1,1,0,110739,1,1,1,5000,3000,2000,Func_CompleteStage(1107)
304,普通,46,16,-1,1,0,110839,1,1,1,5000,3000,2000,Func_CompleteStage(1108)
305,普通,46,16,-1,1,0,110939,1,1,1,5000,3000,2000,Func_CompleteStage(1109)
306,普通,46,16,-1,1,0,120139,1,1,1,5000,3000,2000,Func_CompleteStage(1201)
307,普通,46,16,-1,1,0,120239,1,1,1,5000,3000,2000,Func_CompleteStage(1202)
308,普通,46,16,-1,1,0,120339,1,1,1,5000,3000,2000,Func_CompleteStage(1203)
309,普通,48,16,-1,1,0,120439,1,1,1,5000,3000,2000,Func_CompleteStage(1204)
310,普通,48,16,-1,1,0,120539,1,1,1,5000,3000,2000,Func_CompleteStage(1205)
311,普通,48,16,-1,1,0,120639,1,1,1,5000,3000,2000,Func_CompleteStage(1206)
312,普通,50,16,-1,1,0,120739,1,1,1,5000,3000,2000,Func_CompleteStage(1207)
313,普通,50,16,-1,1,0,120839,1,1,1,5000,3000,2000,Func_CompleteStage(1208)
314,普通,50,16,-1,1,0,120939,1,1,1,5000,3000,2000,Func_CompleteStage(1209)
315,普通,50,16,-1,1,0,121039,1,1,1,5000,3000,2000,Func_CompleteStage(1210)
316,普通,50,16,-1,1,0,121139,1,1,1,5000,3000,2000,Func_CompleteStage(1211)
317,普通,52,16,-1,1,0,130139,1,1,1,5000,3000,2000,Func_CompleteStage(1301)
318,普通,52,16,-1,1,0,130239,1,1,1,5000,3000,2000,Func_CompleteStage(1302)
319,普通,52,16,-1,1,0,130339,1,1,1,5000,3000,2000,Func_CompleteStage(1303)
320,普通,54,16,-1,1,0,130439,1,1,1,5000,3000,2000,Func_CompleteStage(1304)
321,普通,54,16,-1,1,0,130539,1,1,1,5000,3000,2000,Func_CompleteStage(1305)
322,普通,54,16,-1,1,0,130639,1,1,1,5000,3000,2000,Func_CompleteStage(1306)
323,普通,56,16,-1,1,0,130739,1,1,1,5000,3000,2000,Func_CompleteStage(1307)
324,普通,56,16,-1,1,0,130839,1,1,1,5000,3000,2000,Func_CompleteStage(1308)
325,普通,56,16,-1,1,0,130939,1,1,1,5000,3000,2000,Func_CompleteStage(1309)
326,普通,56,16,-1,1,0,131039,1,1,1,5000,3000,2000,Func_CompleteStage(1310)
327,普通,56,16,-1,1,0,131139,1,1,1,5000,3000,2000,Func_CompleteStage(1311)
328,普通,58,16,-1,1,0,140139,1,1,1,5000,3000,2000,Func_CompleteStage(1401)
329,普通,58,16,-1,1,0,140239,1,1,1,5000,3000,2000,Func_CompleteStage(1402)
330,普通,58,16,-1,1,0,140339,1,1,1,5000,3000,2000,Func_CompleteStage(1403)
331,普通,58,16,-1,1,0,140439,1,1,1,5000,3000,2000,Func_CompleteStage(1404)
332,普通,58,16,-1,1,0,140539,1,1,1,5000,3000,2000,Func_CompleteStage(1405)
333,普通,58,16,-1,1,0,140639,1,1,1,5000,3000,2000,Func_CompleteStage(1406)
334,普通,60,16,-1,1,0,140739,1,1,1,5000,3000,2000,Func_CompleteStage(1407)
335,普通,60,16,-1,1,0,140839,1,1,1,5000,3000,2000,Func_CompleteStage(1408)
336,普通,60,16,-1,1,0,140939,1,1,1,5000,3000,2000,Func_CompleteStage(1409)
337,普通,60,16,-1,1,0,141039,1,1,1,5000,3000,2000,Func_CompleteStage(1410)
338,普通,60,16,-1,1,0,141139,1,1,1,5000,3000,2000,Func_CompleteStage(1411)
339,普通,62,16,-1,1,0,150139,1,1,1,5000,3000,2000,Func_CompleteStage(1501)
340,普通,62,16,-1,1,0,150239,1,1,1,5000,3000,2000,Func_CompleteStage(1502)
341,普通,62,16,-1,1,0,150339,1,1,1,5000,3000,2000,Func_CompleteStage(1503)
342,普通,62,16,-1,1,0,150439,1,1,1,5000,3000,2000,Func_CompleteStage(1504)
343,普通,62,16,-1,1,0,150539,1,1,1,5000,3000,2000,Func_CompleteStage(1505)
344,普通,62,16,-1,1,0,150639,1,1,1,5000,3000,2000,Func_CompleteStage(1506)
345,普通,64,16,-1,1,0,150739,1,1,1,5000,3000,2000,Func_CompleteStage(1507)
346,普通,64,16,-1,1,0,150839,1,1,1,5000,3000,2000,Func_CompleteStage(1508)
347,普通,64,16,-1,1,0,150939,1,1,1,5000,3000,2000,Func_CompleteStage(1509)
348,普通,64,16,-1,1,0,151039,1,1,1,5000,3000,2000,Func_CompleteStage(1510)
349,普通,64,16,-1,1,0,151139,1,1,1,5000,3000,2000,Func_CompleteStage(1511)
350,普通,64,16,-1,1,0,151239,1,1,1,5000,3000,2000,Func_CompleteStage(1512)
351,普通,66,16,-1,1,0,160139,1,1,1,5000,3000,2000,Func_CompleteStage(1601)
352,普通,66,16,-1,1,0,160239,1,1,1,5000,3000,2000,Func_CompleteStage(1602)
353,普通,66,16,-1,1,0,160339,1,1,1,5000,3000,2000,Func_CompleteStage(1603)
354,普通,66,16,-1,1,0,160439,1,1,1,5000,3000,2000,Func_CompleteStage(1604)
355,普通,66,16,-1,1,0,160539,1,1,1,5000,3000,2000,Func_CompleteStage(1605)
356,普通,66,16,-1,1,0,160639,1,1,1,5000,3000,2000,Func_CompleteStage(1606)
357,普通,68,16,-1,1,0,160739,1,1,1,5000,3000,2000,Func_CompleteStage(1607)
358,普通,68,16,-1,1,0,160839,1,1,1,5000,3000,2000,Func_CompleteStage(1608)
359,普通,68,16,-1,1,0,160939,1,1,1,5000,3000,2000,Func_CompleteStage(1609)
360,普通,68,16,-1,1,0,161039,1,1,1,5000,3000,2000,Func_CompleteStage(1610)
361,普通,68,16,-1,1,0,161139,1,1,1,5000,3000,2000,Func_CompleteStage(1611)
362,普通,68,16,-1,1,0,161239,1,1,1,5000,3000,2000,Func_CompleteStage(1612)
363,普通,70,16,-1,1,0,170139,1,1,1,5000,3000,2000,Func_CompleteStage(1701)
364,普通,70,16,-1,1,0,170239,1,1,1,5000,3000,2000,Func_CompleteStage(1702)
365,普通,70,16,-1,1,0,170339,1,1,1,5000,3000,2000,Func_CompleteStage(1703)
366,普通,70,16,-1,1,0,170439,1,1,1,5000,3000,2000,Func_CompleteStage(1704)
367,普通,70,16,-1,1,0,170539,1,1,1,5000,3000,2000,Func_CompleteStage(1705)
368,普通,70,16,-1,1,0,170639,1,1,1,5000,3000,2000,Func_CompleteStage(1706)
369,普通,70,16,-1,1,0,170739,1,1,1,5000,3000,2000,Func_CompleteStage(1707)
370,普通,70,16,-1,1,0,170839,1,1,1,5000,3000,2000,Func_CompleteStage(1708)
371,普通,70,16,-1,1,0,170939,1,1,1,5000,3000,2000,Func_CompleteStage(1709)
372,普通,70,16,-1,1,0,171039,1,1,1,5000,3000,2000,Func_CompleteStage(1710)
373,普通,70,16,-1,1,0,171139,1,1,1,5000,3000,2000,Func_CompleteStage(1711)
374,普通,70,16,-1,1,0,171239,1,1,1,5000,3000,2000,Func_CompleteStage(1712)
375,普通,72,16,-1,1,0,180139,1,1,1,5000,3000,2000,Func_CompleteStage(1801)
376,普通,72,16,-1,1,0,180239,1,1,1,5000,3000,2000,Func_CompleteStage(1802)
377,普通,72,16,-1,1,0,180339,1,1,1,5000,3000,2000,Func_CompleteStage(1803)
378,普通,72,16,-1,1,0,180439,1,1,1,5000,3000,2000,Func_CompleteStage(1804)
379,普通,72,16,-1,1,0,180539,1,1,1,5000,3000,2000,Func_CompleteStage(1805)
380,普通,72,16,-1,1,0,180639,1,1,1,5000,3000,2000,Func_CompleteStage(1806)
381,普通,72,16,-1,1,0,180739,1,1,1,5000,3000,2000,Func_CompleteStage(1807)
382,普通,72,16,-1,1,0,180839,1,1,1,5000,3000,2000,Func_CompleteStage(1808)
383,普通,72,16,-1,1,0,180939,1,1,1,5000,3000,2000,Func_CompleteStage(1809)
384,普通,72,16,-1,1,0,181039,1,1,1,5000,3000,2000,Func_CompleteStage(1810)
385,普通,72,16,-1,1,0,181139,1,1,1,5000,3000,2000,Func_CompleteStage(1811)
386,普通,72,16,-1,1,0,181239,1,1,1,5000,3000,2000,Func_CompleteStage(1812)
387,普通,74,16,-1,1,0,190139,1,1,1,5000,3000,2000,Func_CompleteStage(1901)
388,普通,74,16,-1,1,0,190239,1,1,1,5000,3000,2000,Func_CompleteStage(1902)
389,普通,74,16,-1,1,0,190339,1,1,1,5000,3000,2000,Func_CompleteStage(1903)
390,普通,74,16,-1,1,0,190439,1,1,1,5000,3000,2000,Func_CompleteStage(1904)
391,普通,74,16,-1,1,0,190539,1,1,1,5000,3000,2000,Func_CompleteStage(1905)
392,普通,74,16,-1,1,0,190639,1,1,1,5000,3000,2000,Func_CompleteStage(1906)
