"Id
===
Id
===
int-cs","成就名称
===
achName
===
string-cs","分组ID
===
groupId
===
int-cs","是否是组头
===
groupHead
===
int-cs","下一个成就ID
===
nextAchId
===
int-cs","事件ID
===
EventId
===
int-s","成就脚本ID
===
ScriptId
===
int-s","基本过滤
===
BaseFilter
===
string-s","过滤器0.参数
===
AchFilter0.param
===
string-s","过滤器0.表达式
===
AchFilter0.expression
===
string-s","过滤器1.参数
===
AchFilter1.param
===
string-s","过滤器1.表达式
===
AchFilter1.expression
===
string-s","过滤器2.参数
===
AchFilter2.param
===
string-s","过滤器2.表达式
===
AchFilter2.expression
===
string-s","过滤器3.参数
===
AchFilter3.param
===
string-s","过滤器3.表达式
===
AchFilter3.expression
===
string-s","结果参数
===
resultParam
===
string-s","结果表达式
===
resultExpression
===
string-s","完成成就所需数值
===
reachNum
===
int-s","完成成就所需数值(客户端显示)
===
displayReachNum
===
int-cs","成就类型
===
achType
===
int-cs","成就奖励0.Id
===
RewardItem0.Id
===
int-cs","成就奖励0.数量
===
RewardItem0.num
===
int-cs","成就奖励1.Id
===
RewardItem1.Id
===
int-cs","成就奖励1.数量
===
RewardItem1.num
===
int-cs","成就奖励2.Id
===
RewardItem2.Id
===
int-cs","成就奖励2.数量
===
RewardItem2.num
===
int-cs","成就奖励3.Id
===
RewardItem3.Id
===
int-cs","成就奖励3.数量
===
RewardItem3.num
===
int-cs","成就描述
===
describe
===
string-cs","成就图标
===
achIcon
===
string-c","特效是否延迟
===
delayEffect
===
int-c","奖励品质
===
prizeQuality
===
int-c"
30000,竞技场,201,1,30001,3,-1,,,,,,,,,,achArenaSeriesAllWin,,10,10,2,1,1300,2,50,-1,-1,-1,-1,在竞技场达到10场胜利,10017,1,0
30001,竞技场,201,0,30002,3,-1,,,,,,,,,,achArenaSeriesAllWin,,25,25,2,1,3400,2,100,-1,-1,-1,-1,在竞技场达到25场胜利,10017,1,0
30002,竞技场,201,0,30003,3,-1,,,,,,,,,,achArenaSeriesAllWin,,50,50,2,1,6900,2,200,-1,-1,-1,-1,在竞技场达到50场胜利,10017,1,0
30003,竞技场,201,0,30004,3,-1,,,,,,,,,,achArenaSeriesAllWin,,100,100,2,1,13800,2,300,-1,-1,-1,-1,在竞技场达到100场胜利,10017,1,0
30004,竞技场,201,0,30005,3,-1,,,,,,,,,,achArenaSeriesAllWin,,150,150,2,1,20800,2,400,-1,-1,-1,-1,在竞技场达到150场胜利,10017,1,0
30005,竞技场,201,0,30006,3,-1,,,,,,,,,,achArenaSeriesAllWin,,250,250,2,1,34700,2,500,-1,-1,-1,-1,在竞技场达到250场胜利,10017,1,0
30006,竞技场,201,0,30007,3,-1,,,,,,,,,,achArenaSeriesAllWin,,350,350,2,1,48500,2,600,-1,-1,-1,-1,在竞技场达到350场胜利,10017,1,0
30007,竞技场,201,0,30008,3,-1,,,,,,,,,,achArenaSeriesAllWin,,450,450,2,1,62400,2,700,-1,-1,-1,-1,在竞技场达到450场胜利,10017,1,0
30008,竞技场,201,0,30009,3,-1,,,,,,,,,,achArenaSeriesAllWin,,600,600,2,1,83300,2,800,-1,-1,-1,-1,在竞技场达到600场胜利,10017,1,0
30009,竞技场,201,0,-1,3,-1,,,,,,,,,,achArenaSeriesAllWin,,750,750,2,1,104100,2,1200,-1,-1,-1,-1,在竞技场达到750场胜利,10017,1,0
#30100,签到次数,202,1,30101,-1,-1,,,,,,,,,,achLevel,[Level],10,1,2,1,8400,-1,-1,-1,-1,-1,-1,成功签到10次,8012,1,0
#30101,签到次数,202,0,30102,-1,-1,,,,,,,,,,achLevel,[Level],50,1,2,1,42100,-1,-1,-1,-1,-1,-1,成功签到50次,8013,1,0
#30102,签到次数,202,0,30103,-1,-1,,,,,,,,,,achLevel,[Level],90,1,2,1,75900,-1,-1,-1,-1,-1,-1,成功签到90次,8014,1,0
#30103,签到次数,202,0,30104,-1,-1,,,,,,,,,,achLevel,[Level],130,1,2,1,109700,-1,-1,-1,-1,-1,-1,成功签到130次,8015,1,0
#30104,签到次数,202,0,30105,-1,-1,,,,,,,,,,achLevel,[Level],170,1,2,1,143400,-1,-1,-1,-1,-1,-1,成功签到170次,8016,1,0
#30105,签到次数,202,0,30106,-1,-1,,,,,,,,,,achLevel,[Level],210,1,2,1,177200,-1,-1,-1,-1,-1,-1,成功签到210次,8017,1,0
#30106,签到次数,202,0,30107,-1,-1,,,,,,,,,,achLevel,[Level],250,1,2,1,210900,-1,-1,-1,-1,-1,-1,成功签到250次,8012,1,0
#30107,签到次数,202,0,30108,-1,-1,,,,,,,,,,achLevel,[Level],290,1,2,1,244700,-1,-1,-1,-1,-1,-1,成功签到290次,8013,1,0
#30108,签到次数,202,0,30109,-1,-1,,,,,,,,,,achLevel,[Level],330,1,2,1,278400,-1,-1,-1,-1,-1,-1,成功签到330次,8014,1,0
#30109,签到次数,202,0,-1,-1,-1,,,,,,,,,,achLevel,[Level],370,1,2,1,312200,-1,-1,-1,-1,-1,-1,成功签到370次,8015,1,0
##30200,成就系统,203,1,30201,28,-1,,,,,,,,,,achCount,,10,10,2,1,10000,-1,-1,-1,-1,-1,-1,已经完成10个成就,8012,1,0
##30201,成就系统,203,0,30202,28,-1,,,,,,,,,,achCount,,50,50,2,1,10000,-1,-1,-1,-1,-1,-1,已经完成50个成就,8013,1,0
##30202,成就系统,203,0,30203,28,-1,,,,,,,,,,achCount,,90,90,2,1,10000,-1,-1,-1,-1,-1,-1,已经完成90个成就,8014,1,0
##30203,成就系统,203,0,30204,28,-1,,,,,,,,,,achCount,,130,130,2,1,10000,-1,-1,-1,-1,-1,-1,已经完成130个成就,8015,1,0
##30204,成就系统,203,0,30205,28,-1,,,,,,,,,,achCount,,170,170,2,1,10000,-1,-1,-1,-1,-1,-1,已经完成170个成就,8016,1,0
##30205,成就系统,203,0,30206,28,-1,,,,,,,,,,achCount,,210,210,2,1,10000,-1,-1,-1,-1,-1,-1,已经完成210个成就,8017,1,0
##30206,成就系统,203,0,30207,28,-1,,,,,,,,,,achCount,,250,250,2,1,10000,-1,-1,-1,-1,-1,-1,已经完成250个成就,8012,1,0
##30207,成就系统,203,0,30208,28,-1,,,,,,,,,,achCount,,290,290,2,1,10000,-1,-1,-1,-1,-1,-1,已经完成290个成就,8013,1,0
##30208,成就系统,203,0,30209,28,-1,,,,,,,,,,achCount,,330,330,2,1,10000,-1,-1,-1,-1,-1,-1,已经完成330个成就,8014,1,0
##30209,成就系统,203,0,-1,28,-1,,,,,,,,,,achCount,,370,370,2,1,10000,-1,-1,-1,-1,-1,-1,已经完成370个成就,8015,1,0
30300,任务系统,204,1,30301,9,-1,,,,,,,,,,achDailyTaskNum,,25,25,2,1,6500,51000,50,-1,-1,-1,-1,已经完成25个任务,10023,1,0
30301,任务系统,204,0,30302,9,-1,,,,,,,,,,achDailyTaskNum,,50,50,2,1,13000,51000,60,-1,-1,-1,-1,已经完成50个任务,10023,1,0
30302,任务系统,204,0,30303,9,-1,,,,,,,,,,achDailyTaskNum,,75,75,2,1,19600,51000,70,-1,-1,-1,-1,已经完成75个任务,10023,1,0
30303,任务系统,204,0,30304,9,-1,,,,,,,,,,achDailyTaskNum,,100,100,2,1,26100,51000,80,-1,-1,-1,-1,已经完成100个任务,10023,1,0
30304,任务系统,204,0,30305,9,-1,,,,,,,,,,achDailyTaskNum,,125,125,2,1,32700,51000,90,-1,-1,-1,-1,已经完成125个任务,10023,1,0
30305,任务系统,204,0,30306,9,-1,,,,,,,,,,achDailyTaskNum,,150,150,2,1,39200,51000,100,-1,-1,-1,-1,已经完成150个任务,10023,1,0
30306,任务系统,204,0,30307,9,-1,,,,,,,,,,achDailyTaskNum,,175,175,2,1,45800,51000,110,-1,-1,-1,-1,已经完成175个任务,10023,1,0
30307,任务系统,204,0,30308,9,-1,,,,,,,,,,achDailyTaskNum,,200,200,2,1,52300,51000,120,-1,-1,-1,-1,已经完成200个任务,10023,1,0
30308,任务系统,204,0,30309,9,-1,,,,,,,,,,achDailyTaskNum,,250,250,2,1,65400,51000,130,-1,-1,-1,-1,已经完成250个任务,10023,1,0
30309,任务系统,204,0,-1,9,-1,,,,,,,,,,achDailyTaskNum,,300,300,2,1,78500,51000,140,-1,-1,-1,-1,已经完成300个任务,10023,1,0
#30400,夺宝活动,205,1,30401,-1,-1,,,,,,,,,,achLevel,[Level],10,1,2,1,2600,-1,-1,-1,-1,-1,-1,已经成功完成10次夺宝,10022,1,0
#30401,夺宝活动,205,0,30402,-1,-1,,,,,,,,,,achLevel,[Level],50,1,2,1,13000,-1,-1,-1,-1,-1,-1,已经成功完成50次夺宝,10022,1,0
#30402,夺宝活动,205,0,30403,-1,-1,,,,,,,,,,achLevel,[Level],90,1,2,1,23500,-1,-1,-1,-1,-1,-1,已经成功完成90次夺宝,10022,1,0
#30403,夺宝活动,205,0,30404,-1,-1,,,,,,,,,,achLevel,[Level],130,1,2,1,34000,-1,-1,-1,-1,-1,-1,已经成功完成130次夺宝,10022,1,0
#30404,夺宝活动,205,0,30405,-1,-1,,,,,,,,,,achLevel,[Level],170,1,2,1,44500,-1,-1,-1,-1,-1,-1,已经成功完成170次夺宝,10022,1,0
#30405,夺宝活动,205,0,30406,-1,-1,,,,,,,,,,achLevel,[Level],210,1,2,1,54900,-1,-1,-1,-1,-1,-1,已经成功完成210次夺宝,10022,1,0
#30406,夺宝活动,205,0,30407,-1,-1,,,,,,,,,,achLevel,[Level],250,1,2,1,65400,-1,-1,-1,-1,-1,-1,已经成功完成250次夺宝,10022,1,0
#30407,夺宝活动,205,0,30408,-1,-1,,,,,,,,,,achLevel,[Level],290,1,2,1,75900,-1,-1,-1,-1,-1,-1,已经成功完成290次夺宝,10022,1,0
#30408,夺宝活动,205,0,30409,-1,-1,,,,,,,,,,achLevel,[Level],330,1,2,1,86400,-1,-1,-1,-1,-1,-1,已经成功完成330次夺宝,10022,1,0
#30409,夺宝活动,205,0,-1,-1,-1,,,,,,,,,,achLevel,[Level],370,1,2,1,96900,-1,-1,-1,-1,-1,-1,已经成功完成370次夺宝,10022,1,0
#30500,产出副本,206,1,30501,-1,-1,,,,,,,,,,achLevel,[Level],10,1,2,1,2600,-1,-1,-1,-1,-1,-1,已经成功完成10次产出副本,8012,1,0
#30501,产出副本,206,0,30502,-1,-1,,,,,,,,,,achLevel,[Level],50,1,2,1,13000,-1,-1,-1,-1,-1,-1,已经成功完成50次产出副本,8013,1,0
#30502,产出副本,206,0,30503,-1,-1,,,,,,,,,,achLevel,[Level],90,1,2,1,23500,-1,-1,-1,-1,-1,-1,已经成功完成90次产出副本,8014,1,0
#30503,产出副本,206,0,30504,-1,-1,,,,,,,,,,achLevel,[Level],130,1,2,1,34000,-1,-1,-1,-1,-1,-1,已经成功完成130次产出副本,8015,1,0
#30504,产出副本,206,0,30505,-1,-1,,,,,,,,,,achLevel,[Level],170,1,2,1,44500,-1,-1,-1,-1,-1,-1,已经成功完成170次产出副本,8016,1,0
#30505,产出副本,206,0,30506,-1,-1,,,,,,,,,,achLevel,[Level],210,1,2,1,54900,-1,-1,-1,-1,-1,-1,已经成功完成210次产出副本,8017,1,0
#30506,产出副本,206,0,30507,-1,-1,,,,,,,,,,achLevel,[Level],250,1,2,1,65400,-1,-1,-1,-1,-1,-1,已经成功完成250次产出副本,8012,1,0
#30507,产出副本,206,0,30508,-1,-1,,,,,,,,,,achLevel,[Level],290,1,2,1,75900,-1,-1,-1,-1,-1,-1,已经成功完成290次产出副本,8013,1,0
#30508,产出副本,206,0,30509,-1,-1,,,,,,,,,,achLevel,[Level],330,1,2,1,86400,-1,-1,-1,-1,-1,-1,已经成功完成330次产出副本,8014,1,0
#30509,产出副本,206,0,-1,-1,-1,,,,,,,,,,achLevel,[Level],370,1,2,1,96900,-1,-1,-1,-1,-1,-1,已经成功完成370次产出副本,8015,1,0
30600,普通探索,207,1,30601,8,-1,,,,,,,,,,achGropeSweepGeneral,,50,50,2,1,1700,-1,-1,-1,-1,-1,-1,已经成功完成50次探索,10009,1,0
30601,普通探索,207,0,30602,8,-1,,,,,,,,,,achGropeSweepGeneral,,150,150,2,1,5100,-1,-1,-1,-1,-1,-1,已经成功完成150次探索,10009,1,0
30602,普通探索,207,0,30603,8,-1,,,,,,,,,,achGropeSweepGeneral,,300,300,2,1,10300,-1,-1,-1,-1,-1,-1,已经成功完成300次探索,10009,1,0
30603,普通探索,207,0,30604,8,-1,,,,,,,,,,achGropeSweepGeneral,,500,500,2,1,17200,-1,-1,-1,-1,-1,-1,已经成功完成500次探索,10009,1,0
30604,普通探索,207,0,30605,8,-1,,,,,,,,,,achGropeSweepGeneral,,750,750,2,1,25800,-1,-1,-1,-1,-1,-1,已经成功完成750次探索,10009,1,0
30605,普通探索,207,0,30606,8,-1,,,,,,,,,,achGropeSweepGeneral,,1050,1050,2,1,36200,-1,-1,-1,-1,-1,-1,已经成功完成1050次探索,10009,1,0
30606,普通探索,207,0,30607,8,-1,,,,,,,,,,achGropeSweepGeneral,,1400,1400,2,1,48300,-1,-1,-1,-1,-1,-1,已经成功完成1400次探索,10009,1,0
30607,普通探索,207,0,30608,8,-1,,,,,,,,,,achGropeSweepGeneral,,1800,1800,2,1,62100,-1,-1,-1,-1,-1,-1,已经成功完成1800次探索,10009,1,0
30608,普通探索,207,0,30609,8,-1,,,,,,,,,,achGropeSweepGeneral,,2250,2250,2,1,77600,-1,-1,-1,-1,-1,-1,已经成功完成2250次探索,10009,1,0
30609,普通探索,207,0,-1,8,-1,,,,,,,,,,achGropeSweepGeneral,,2750,2750,2,1,94900,-1,-1,-1,-1,-1,-1,已经成功完成2750次探索,10009,1,0
30700,高级探索,208,1,30601,8,-1,,,,,,,,,,achGropeSweepSenior,,50,50,2,1,2550,-1,-1,-1,-1,-1,-1,已经成功完成50次探索,10016,1,0
30701,高级探索,208,0,30602,8,-1,,,,,,,,,,achGropeSweepSenior,,150,150,2,1,7650,-1,-1,-1,-1,-1,-1,已经成功完成150次探索,10016,1,0
30702,高级探索,208,0,30603,8,-1,,,,,,,,,,achGropeSweepSenior,,300,300,2,1,15450,-1,-1,-1,-1,-1,-1,已经成功完成300次探索,10016,1,0
30703,高级探索,208,0,30604,8,-1,,,,,,,,,,achGropeSweepSenior,,500,500,2,1,25800,-1,-1,-1,-1,-1,-1,已经成功完成500次探索,10016,1,0
30704,高级探索,208,0,30605,8,-1,,,,,,,,,,achGropeSweepSenior,,750,750,2,1,38700,-1,-1,-1,-1,-1,-1,已经成功完成750次探索,10016,1,0
30705,高级探索,208,0,30606,8,-1,,,,,,,,,,achGropeSweepSenior,,1050,1050,2,1,54300,-1,-1,-1,-1,-1,-1,已经成功完成1050次探索,10016,1,0
30706,高级探索,208,0,30607,8,-1,,,,,,,,,,achGropeSweepSenior,,1400,1400,2,1,72450,-1,-1,-1,-1,-1,-1,已经成功完成1400次探索,10016,1,0
30707,高级探索,208,0,30608,8,-1,,,,,,,,,,achGropeSweepSenior,,1800,1800,2,1,93150,-1,-1,-1,-1,-1,-1,已经成功完成1800次探索,10016,1,0
30708,高级探索,208,0,30609,8,-1,,,,,,,,,,achGropeSweepSenior,,2250,2250,2,1,116400,-1,-1,-1,-1,-1,-1,已经成功完成2250次探索,10016,1,0
30709,高级探索,208,0,-1,8,-1,,,,,,,,,,achGropeSweepSenior,,2750,2750,2,1,142350,-1,-1,-1,-1,-1,-1,已经成功完成2750次探索,10016,1,0
50000,武将个数,301,1,50001,5,-1,,,,,,,,,,achObtainPet,,3,3,4,1,9400,1010600,5,-1,-1,-1,-1,已经成功收集3个武将,10019,1,0
50001,武将个数,301,0,50002,5,-1,,,,,,,,,,achObtainPet,,5,5,4,1,15800,1010600,5,-1,-1,-1,-1,已经成功收集5个武将,10019,1,0
50002,武将个数,301,0,50003,5,-1,,,,,,,,,,achObtainPet,,7,7,4,1,22100,1010600,5,-1,-1,-1,-1,已经成功收集7个武将,10019,1,0
50003,武将个数,301,0,50004,5,-1,,,,,,,,,,achObtainPet,,9,9,4,1,28400,1010600,5,-1,-1,-1,-1,已经成功收集9个武将,10019,1,0
50004,武将个数,301,0,50005,5,-1,,,,,,,,,,achObtainPet,,11,11,4,1,34800,1010900,2,-1,-1,-1,-1,已经成功收集11个武将,10019,1,0
50005,武将个数,301,0,50006,5,-1,,,,,,,,,,achObtainPet,,13,13,4,1,41100,1010900,2,-1,-1,-1,-1,已经成功收集13个武将,10019,1,0
50006,武将个数,301,0,50007,5,-1,,,,,,,,,,achObtainPet,,15,15,4,1,47400,1010900,2,-1,-1,-1,-1,已经成功收集15个武将,10019,1,0
50007,武将个数,301,0,50008,5,-1,,,,,,,,,,achObtainPet,,17,17,4,1,53700,1010900,2,-1,-1,-1,-1,已经成功收集17个武将,10019,1,0
50008,武将个数,301,0,50009,5,-1,,,,,,,,,,achObtainPet,,19,19,4,1,60100,1010900,2,-1,-1,-1,-1,已经成功收集19个武将,10019,1,0
50009,武将个数,301,0,-1,5,-1,,,,,,,,,,achObtainPet,,21,21,4,1,66400,1010900,2,-1,-1,-1,-1,已经成功收集21个武将,10019,1,0
50100,武将等级,302,1,50101,23,-1,,,,,,,,,,achPetLevel10,,5,5,4,1,21000,51001,10,-1,-1,-1,-1,已经成功培养5个10级武将,10018,1,0
50101,武将等级,302,0,50102,23,-1,,,,,,,,,,achPetLevel15,,5,5,4,1,21000,51001,20,-1,-1,-1,-1,已经成功培养5个15级武将,10018,1,0
50102,武将等级,302,0,50103,23,-1,,,,,,,,,,achPetLevel20,,5,5,4,1,21000,51001,30,-1,-1,-1,-1,已经成功培养5个20级武将,10018,1,0
50103,武将等级,302,0,50104,23,-1,,,,,,,,,,achPetLevel25,,5,5,4,1,21000,51001,40,-1,-1,-1,-1,已经成功培养5个25级武将,10018,1,0
50104,武将等级,302,0,50105,23,-1,,,,,,,,,,achPetLevel30,,10,10,4,1,42100,51001,50,-1,-1,-1,-1,已经成功培养10个30级武将,10018,1,0
50105,武将等级,302,0,50106,23,-1,,,,,,,,,,achPetLevel35,,10,10,4,1,42100,51001,60,-1,-1,-1,-1,已经成功培养10个35级武将,10018,1,0
50106,武将等级,302,0,50107,23,-1,,,,,,,,,,achPetLevel40,,10,10,4,1,42100,51001,70,-1,-1,-1,-1,已经成功培养10个40级武将,10018,1,0
50107,武将等级,302,0,50108,23,-1,,,,,,,,,,achPetLevel45,,10,10,4,1,42100,51001,80,-1,-1,-1,-1,已经成功培养10个45级武将,10018,1,0
50108,武将等级,302,0,50109,23,-1,,,,,,,,,,achPetLevel50,,15,15,4,1,63200,51001,90,-1,-1,-1,-1,已经成功培养15个50级武将,10018,1,0
50109,武将等级,302,0,-1,23,-1,,,,,,,,,,achPetLevel60,,15,15,4,1,63200,51001,100,-1,-1,-1,-1,已经成功培养15个60级武将,10018,1,0
50200,武将品质,303,1,50201,27,-1,,,,,,,,,,achGreenPetCount,,5,5,4,1,21000,1020301,5,-1,-1,-1,-1,已经成功培养5个绿色品质武将,10020,1,0
50201,武将品质,303,0,50202,27,-1,,,,,,,,,,achGreenPetCount,,10,10,4,1,21000,1020301,5,-1,-1,-1,-1,已经成功培养10个绿色品质武将,10020,1,0
50202,武将品质,303,0,50203,27,-1,,,,,,,,,,achGreenPetCount,,20,20,4,1,21000,1020301,5,-1,-1,-1,-1,已经成功培养20个绿色品质武将,10020,1,0
50203,武将品质,303,0,50204,27,-1,,,,,,,,,,achBluePetCount,,5,5,4,1,21000,1020301,5,-1,-1,-1,-1,已经成功培养5个蓝色品质武将,10020,1,0
50204,武将品质,303,0,50205,27,-1,,,,,,,,,,achBluePetCount,,10,10,4,1,42100,1020402,5,-1,-1,-1,-1,已经成功培养10个蓝色品质武将,10020,1,0
50205,武将品质,303,0,50206,27,-1,,,,,,,,,,achBluePetCount,,20,20,4,1,42100,1020402,5,-1,-1,-1,-1,已经成功培养20个蓝色品质武将,10020,1,0
50206,武将品质,303,0,50207,27,-1,,,,,,,,,,achPurplePetCount,,5,5,4,1,42100,1020402,5,-1,-1,-1,-1,已经成功培养5个紫色品质武将,10020,1,0
50207,武将品质,303,0,50208,27,-1,,,,,,,,,,achPurplePetCount,,10,10,4,1,42100,1020402,5,-1,-1,-1,-1,已经成功培养10个紫色品质武将,10020,1,0
50208,武将品质,303,0,50209,27,-1,,,,,,,,,,achPurplePetCount,,20,20,4,1,63200,1020402,5,-1,-1,-1,-1,已经成功培养20个紫色品质武将,10020,1,0
50209,武将品质,303,0,-1,-1,-1,,,,,,,,,,achPurplePetCount,,30,30,4,1,63200,1020402,5,-1,-1,-1,-1,已经成功培养30个紫色品质武将,10020,1,0
#50300,武将羁绊,304,1,50301,-1,-1,,,,,,,,,,achLevel,[Level],10,1,4,1,10000,-1,-1,-1,-1,-1,-1,使用过10种不同武将羁绊效果,8012,1,0
#50301,武将羁绊,304,0,50302,-1,-1,,,,,,,,,,achLevel,[Level],20,1,4,1,10000,-1,-1,-1,-1,-1,-1,使用过20种不同武将羁绊效果,8013,1,0
#50302,武将羁绊,304,0,50303,-1,-1,,,,,,,,,,achLevel,[Level],30,1,4,1,10000,-1,-1,-1,-1,-1,-1,使用过30种不同武将羁绊效果,8014,1,0
#50303,武将羁绊,304,0,50304,-1,-1,,,,,,,,,,achLevel,[Level],40,1,4,1,10000,-1,-1,-1,-1,-1,-1,使用过40种不同武将羁绊效果,8015,1,0
#50304,武将羁绊,304,0,50305,-1,-1,,,,,,,,,,achLevel,[Level],50,1,4,1,10000,-1,-1,-1,-1,-1,-1,使用过50种不同武将羁绊效果,8016,1,0
#50305,武将羁绊,304,0,50306,-1,-1,,,,,,,,,,achLevel,[Level],60,1,4,1,10000,-1,-1,-1,-1,-1,-1,使用过60种不同武将羁绊效果,8017,1,0
#50306,武将羁绊,304,0,50307,-1,-1,,,,,,,,,,achLevel,[Level],70,1,4,1,10000,-1,-1,-1,-1,-1,-1,使用过70种不同武将羁绊效果,8012,1,0
#50307,武将羁绊,304,0,50308,-1,-1,,,,,,,,,,achLevel,[Level],80,1,4,1,10000,-1,-1,-1,-1,-1,-1,使用过80种不同武将羁绊效果,8013,1,0
#50308,武将羁绊,304,0,50309,-1,-1,,,,,,,,,,achLevel,[Level],90,1,4,1,10000,-1,-1,-1,-1,-1,-1,使用过90种不同武将羁绊效果,8014,1,0
#50309,武将羁绊,304,0,-1,-1,-1,,,,,,,,,,achLevel,[Level],100,1,4,1,10000,-1,-1,-1,-1,-1,-1,使用过100种不同武将羁绊效果,8015,1,0
60000,VIP等级,401,1,60001,21,100003,,,,,,,,,,,,1,1,5,1,800,-1,-1,-1,-1,-1,-1,玩家的VIP等级达到1级,10014,1,0
60001,VIP等级,401,0,60002,21,100003,,,,,,,,,,,,2,1,5,1,1600,-1,-1,-1,-1,-1,-1,玩家的VIP等级达到2级,10014,1,0
60002,VIP等级,401,0,60003,21,100003,,,,,,,,,,,,3,1,5,1,2500,-1,-1,-1,-1,-1,-1,玩家的VIP等级达到3级,10014,1,0
60003,VIP等级,401,0,60004,21,100003,,,,,,,,,,,,4,1,5,1,3300,-1,-1,-1,-1,-1,-1,玩家的VIP等级达到4级,10014,1,0
60004,VIP等级,401,0,60005,21,100003,,,,,,,,,,,,5,1,5,1,4200,-1,-1,-1,-1,-1,-1,玩家的VIP等级达到5级,10014,1,0
60005,VIP等级,401,0,60006,21,100003,,,,,,,,,,,,6,1,5,1,5000,-1,-1,-1,-1,-1,-1,玩家的VIP等级达到6级,10014,1,0
60006,VIP等级,401,0,60007,21,100003,,,,,,,,,,,,7,1,5,1,5900,-1,-1,-1,-1,-1,-1,玩家的VIP等级达到7级,10014,1,0
60007,VIP等级,401,0,60008,21,100003,,,,,,,,,,,,8,1,5,1,6700,-1,-1,-1,-1,-1,-1,玩家的VIP等级达到8级,10014,1,0
60008,VIP等级,401,0,60009,21,100003,,,,,,,,,,,,9,1,5,1,7500,-1,-1,-1,-1,-1,-1,玩家的VIP等级达到9级,10014,1,0
60009,VIP等级,401,0,-1,21,100003,,,,,,,,,,,,10,1,5,1,8400,-1,-1,-1,-1,-1,-1,玩家的VIP等级达到10级,10014,1,0
60100,金币消耗,402,1,60101,25,-1,,,,,,,,,,achMoneyConsume,,200000,200000,5,1,2000,-1,-1,-1,-1,-1,-1,玩家消耗金币达到200000,10008,1,0
60101,金币消耗,402,0,60102,25,-1,,,,,,,,,,achMoneyConsume,,600000,600000,5,1,6000,-1,-1,-1,-1,-1,-1,玩家消耗金币达到600000,10008,1,0
60102,金币消耗,402,0,60103,25,-1,,,,,,,,,,achMoneyConsume,,1000000,1000000,5,1,10000,-1,-1,-1,-1,-1,-1,玩家消耗金币达到1000000,10008,1,0
60103,金币消耗,402,0,60104,25,-1,,,,,,,,,,achMoneyConsume,,1400000,1400000,5,1,14000,-1,-1,-1,-1,-1,-1,玩家消耗金币达到1400000,10008,1,0
60104,金币消耗,402,0,60105,25,-1,,,,,,,,,,achMoneyConsume,,2400000,2400000,5,1,24000,-1,-1,-1,-1,-1,-1,玩家消耗金币达到2400000,10008,1,0
60105,金币消耗,402,0,60106,25,-1,,,,,,,,,,achMoneyConsume,,3400000,3400000,5,1,34000,-1,-1,-1,-1,-1,-1,玩家消耗金币达到3400000,10008,1,0
60106,金币消耗,402,0,60107,25,-1,,,,,,,,,,achMoneyConsume,,4400000,4400000,5,1,44000,-1,-1,-1,-1,-1,-1,玩家消耗金币达到4400000,10008,1,0
60107,金币消耗,402,0,60108,25,-1,,,,,,,,,,achMoneyConsume,,5600000,5600000,5,1,56000,-1,-1,-1,-1,-1,-1,玩家消耗金币达到5600000,10008,1,0
60108,金币消耗,402,0,60109,25,-1,,,,,,,,,,achMoneyConsume,,7000000,7000000,5,1,70000,-1,-1,-1,-1,-1,-1,玩家消耗金币达到7000000,10008,1,0
60109,金币消耗,402,0,-1,25,-1,,,,,,,,,,achMoneyConsume,,10000000,10000000,5,1,100000,-1,-1,-1,-1,-1,-1,玩家消耗金币达到10000000,10008,1,0
60200,钻石消耗,403,1,60201,26,-1,,,,,,,,,,achDiamondConsume,,30000,30000,5,2,300,-1,-1,-1,-1,-1,-1,玩家消耗钻石达到30000,10013,1,0
60201,钻石消耗,403,0,60202,26,-1,,,,,,,,,,achDiamondConsume,,54000,54000,5,2,540,-1,-1,-1,-1,-1,-1,玩家消耗钻石达到54000,10013,1,0
60202,钻石消耗,403,0,60203,26,-1,,,,,,,,,,achDiamondConsume,,78000,78000,5,2,780,-1,-1,-1,-1,-1,-1,玩家消耗钻石达到78000,10013,1,0
60203,钻石消耗,403,0,60204,26,-1,,,,,,,,,,achDiamondConsume,,102000,102000,5,2,1020,-1,-1,-1,-1,-1,-1,玩家消耗钻石达到102000,10013,1,0
60204,钻石消耗,403,0,60205,26,-1,,,,,,,,,,achDiamondConsume,,126000,126000,5,2,1260,-1,-1,-1,-1,-1,-1,玩家消耗钻石达到126000,10013,1,0
60205,钻石消耗,403,0,60206,26,-1,,,,,,,,,,achDiamondConsume,,162000,162000,5,2,1620,-1,-1,-1,-1,-1,-1,玩家消耗钻石达到162000,10013,1,0
60206,钻石消耗,403,0,60207,26,-1,,,,,,,,,,achDiamondConsume,,198000,198000,5,2,1980,-1,-1,-1,-1,-1,-1,玩家消耗钻石达到198000,10013,1,0
60207,钻石消耗,403,0,60208,26,-1,,,,,,,,,,achDiamondConsume,,240000,240000,5,2,2400,-1,-1,-1,-1,-1,-1,玩家消耗钻石达到240000,10013,1,0
60208,钻石消耗,403,0,60209,26,-1,,,,,,,,,,achDiamondConsume,,300000,300000,5,2,3000,-1,-1,-1,-1,-1,-1,玩家消耗钻石达到300000,10013,1,0
60209,钻石消耗,403,0,-1,26,-1,,,,,,,,,,achDiamondConsume,,480000,480000,5,2,4800,-1,-1,-1,-1,-1,-1,玩家消耗钻石达到480000,10013,1,0
