"Id
===
Id
===
int-cs","√˚≥∆
===
Name
===
string-s","π÷ŒÔ≈‰÷√0.π÷ŒÔId
===
MonsterConfig0.Id
===
int-s","π÷ŒÔ≈‰÷√0.π÷ŒÔ’æŒª∆´“∆
===
MonsterConfig0.PosOffset
===
int-c","π÷ŒÔ≈‰÷√0.≥ı ºBuffId0
===
MonsterConfig0.BuffId0
===
int-s","π÷ŒÔ≈‰÷√0.≥ı ºBuffId1
===
MonsterConfig0.BuffId1
===
int-s","π÷ŒÔ≈‰÷√0.π÷ŒÔµÙ¬‰0
===
MonsterConfig0.DropExp0
===
string-s","π÷ŒÔ≈‰÷√0.π÷ŒÔµÙ¬‰1
===
MonsterConfig0.DropExp1
===
string-s","π÷ŒÔ≈‰÷√1.π÷ŒÔId
===
MonsterConfig1.Id
===
int-s","π÷ŒÔ≈‰÷√1.π÷ŒÔ’æŒª∆´“∆
===
MonsterConfig1.PosOffset
===
int-c","π÷ŒÔ≈‰÷√1.≥ı ºBuffId0
===
MonsterConfig1.BuffId0
===
int-s","π÷ŒÔ≈‰÷√1.≥ı ºBuffId1
===
MonsterConfig1.BuffId1
===
int-s","π÷ŒÔ≈‰÷√1.π÷ŒÔµÙ¬‰0
===
MonsterConfig1.DropExp0
===
string-s","π÷ŒÔ≈‰÷√1.π÷ŒÔµÙ¬‰1
===
MonsterConfig1.DropExp1
===
string-s","π÷ŒÔ≈‰÷√2.π÷ŒÔId
===
MonsterConfig2.Id
===
int-s","π÷ŒÔ≈‰÷√2.π÷ŒÔ’æŒª∆´“∆
===
MonsterConfig2.PosOffset
===
int-c","π÷ŒÔ≈‰÷√2.≥ı ºBuffId0
===
MonsterConfig2.BuffId0
===
int-s","π÷ŒÔ≈‰÷√2.≥ı ºBuffId1
===
MonsterConfig2.BuffId1
===
int-s","π÷ŒÔ≈‰÷√2.π÷ŒÔµÙ¬‰0
===
MonsterConfig2.DropExp0
===
string-s","π÷ŒÔ≈‰÷√2.π÷ŒÔµÙ¬‰1
===
MonsterConfig2.DropExp1
===
string-s","π÷ŒÔ≈‰÷√3.π÷ŒÔId
===
MonsterConfig3.Id
===
int-s","π÷ŒÔ≈‰÷√3.π÷ŒÔ’æŒª∆´“∆
===
MonsterConfig3.PosOffset
===
int-c","π÷ŒÔ≈‰÷√3.≥ı ºBuffId0
===
MonsterConfig3.BuffId0
===
int-s","π÷ŒÔ≈‰÷√3.≥ı ºBuffId1
===
MonsterConfig3.BuffId1
===
int-s","π÷ŒÔ≈‰÷√3.π÷ŒÔµÙ¬‰0
===
MonsterConfig3.DropExp0
===
string-s","π÷ŒÔ≈‰÷√3.π÷ŒÔµÙ¬‰1
===
MonsterConfig3.DropExp1
===
string-s","π÷ŒÔ≈‰÷√4.π÷ŒÔId
===
MonsterConfig4.Id
===
int-s","π÷ŒÔ≈‰÷√4.π÷ŒÔ’æŒª∆´“∆
===
MonsterConfig4.PosOffset
===
int-c","π÷ŒÔ≈‰÷√4.≥ı ºBuffId0
===
MonsterConfig4.BuffId0
===
int-s","π÷ŒÔ≈‰÷√4.≥ı ºBuffId1
===
MonsterConfig4.BuffId1
===
int-s","π÷ŒÔ≈‰÷√4.π÷ŒÔµÙ¬‰0
===
MonsterConfig4.DropExp0
===
string-s","π÷ŒÔ≈‰÷√4.π÷ŒÔµÙ¬‰1
===
MonsterConfig4.DropExp1
===
string-s","π÷ŒÔ≈‰÷√5.π÷ŒÔId
===
MonsterConfig5.Id
===
int-s","π÷ŒÔ≈‰÷√5.π÷ŒÔ’æŒª∆´“∆
===
MonsterConfig5.PosOffset
===
int-c","π÷ŒÔ≈‰÷√5.≥ı ºBuffId0
===
MonsterConfig5.BuffId0
===
int-s","π÷ŒÔ≈‰÷√5.≥ı ºBuffId1
===
MonsterConfig5.BuffId1
===
int-s","π÷ŒÔ≈‰÷√5.π÷ŒÔµÙ¬‰0
===
MonsterConfig5.DropExp0
===
string-s","π÷ŒÔ≈‰÷√5.π÷ŒÔµÙ¬‰1
===
MonsterConfig5.DropExp1
===
string-s","π≤œÌµÙ¬‰0
===
DropExp0
===
string-s","π≤œÌµÙ¬‰1
===
DropExp1
===
string-s","π≤œÌbuff0
===
SharedBuffId0
===
int-s","π≤œÌbuff1
===
SharedBuffId1
===
int-s","’Ω∂∑µÙ¬‰0
===
BattleDropExp0
===
string-s","’Ω∂∑µÙ¬‰1
===
BattleDropExp1
===
string-s"
13093,D13-S09-3,-1,1,-1,-1,,,130939,1,-1,-1,G1:100:174:261,,-1,1,-1,-1,,,130938,1,-1,-1,G1:100:174:261,,-1,1,-1,-1,,,130937,1,-1,-1,G1:100:174:261,,,,-1,-1,G10071:1.22;,G8027:8.33;
13101,D13-S10-1,130713,1,-1,-1,G1:50:70:105,,130713,1,-1,-1,G1:50:70:105,,130713,1,-1,-1,G1:50:70:105,,130712,1,-1,-1,G1:50:70:105,,-1,1,-1,-1,,,130712,1,-1,-1,G1:50:70:105,,,,-1,-1,,
13102,D13-S10-2,130713,1,-1,-1,G1:50:70:105,,130712,1,-1,-1,G1:50:70:105,,130713,1,-1,-1,G1:50:70:105,,130712,1,-1,-1,G1:50:70:105,,130713,1,-1,-1,G1:50:70:105,,130712,1,-1,-1,G1:50:70:105,,,,-1,-1,,
13103,D13-S10-3,131031,1,-1,-1,G1:50:70:105,,131039,1,-1,-1,G1:100:264:396,,131033,1,-1,-1,G1:50:70:105,,131034,1,-1,-1,G1:50:70:105,,131038,1,-1,-1,G1:100:264:396,,131036,1,-1,-1,G1:50:70:105,,,,-1,-1,G10071:1.22;,G8027:8.33;
13111,D13-S11-1,130715,1,-1,-1,G1:50:70:105,,130714,1,-1,-1,G1:50:70:105,,130715,1,-1,-1,G1:50:70:105,,130716,1,-1,-1,G1:50:70:105,,-1,1,-1,-1,,,130716,1,-1,-1,G1:50:70:105,,,,-1,-1,,
13112,D13-S11-2,130714,1,-1,-1,G1:50:70:105,,130716,1,-1,-1,G1:50:70:105,,130714,1,-1,-1,G1:50:70:105,,130716,1,-1,-1,G1:50:70:105,,130714,1,-1,-1,G1:50:70:105,,130716,1,-1,-1,G1:50:70:105,,,,-1,-1,,
13113,D13-S11-3,131131,1,-1,-1,G1:50:70:105,,131139,1,-1,-1,G1:100:528:792,,131133,1,-1,-1,G1:50:70:105,,131134,1,-1,-1,G1:50:70:105,,-1,1,-1,-1,,,131136,1,-1,-1,G1:50:70:105,,,,-1,-1,G10071:1.22;,G8027:8.33;
14011,D14-S01-1,140112,1,-1,-1,G1:50:76:115,,140112,1,-1,-1,G1:50:76:115,,140112,1,-1,-1,G1:50:76:115,,140111,1,-1,-1,G1:50:76:115,,140111,1,-1,-1,G1:50:76:115,,-1,1,-1,-1,,,,,-1,-1,,
14012,D14-S01-2,140111,1,-1,-1,G1:50:76:115,,140111,1,-1,-1,G1:50:76:115,,140111,1,-1,-1,G1:50:76:115,,140112,1,-1,-1,G1:50:76:115,,-1,1,-1,-1,,,140112,1,-1,-1,G1:50:76:115,,,,-1,-1,,
14013,D14-S01-3,140131,1,-1,-1,G1:50:76:115,,-1,1,-1,-1,,,140133,1,-1,-1,G1:50:76:115,,140134,1,-1,-1,G1:50:76:115,,140139,1,-1,-1,G1:100:528:792,,140136,1,-1,-1,G1:50:76:115,,,,-1,-1,G10011:1.22;,G8027:8.33;
14021,D14-S02-1,140112,1,-1,-1,G1:50:70:105,,-1,1,-1,-1,,,140112,1,-1,-1,G1:50:70:105,,140113,1,-1,-1,G1:50:70:105,,140111,1,-1,-1,G1:50:70:105,,140113,1,-1,-1,G1:50:70:105,,,,-1,-1,,
14022,D14-S02-2,140111,1,-1,-1,G1:50:70:105,,140112,1,-1,-1,G1:50:70:105,,140112,1,-1,-1,G1:50:70:105,,140112,1,-1,-1,G1:50:70:105,,140112,1,-1,-1,G1:50:70:105,,140113,1,-1,-1,G1:50:70:105,,,,-1,-1,,
14023,D14-S02-3,140231,1,-1,-1,G1:50:70:105,,140239,1,-1,-1,G1:100:528:792,,140233,1,-1,-1,G1:50:70:105,,140234,1,-1,-1,G1:50:70:105,,-1,1,-1,-1,,,140236,1,-1,-1,G1:50:70:105,,,,-1,-1,G10011:1.22;,G8027:8.33;
14031,D14-S03-1,140111,1,-1,-1,G1:50:78:117,,140112,1,-1,-1,G1:50:78:117,,140111,1,-1,-1,G1:50:78:117,,140112,1,-1,-1,G1:50:78:117,,-1,1,-1,-1,,,140112,1,-1,-1,G1:50:78:117,,,,-1,-1,,
14032,D14-S03-2,140112,1,-1,-1,G1:50:78:117,,140111,1,-1,-1,G1:50:78:117,,140112,1,-1,-1,G1:50:78:117,,140111,1,-1,-1,G1:50:78:117,,140113,1,-1,-1,G1:50:78:117,,140111,1,-1,-1,G1:50:78:117,,,,-1,-1,,
14033,D14-S03-3,-1,1,-1,-1,,,140339,1,-1,-1,G1:100:532:799,,-1,1,-1,-1,,,140334,1,-1,-1,G1:50:78:117,,140335,1,-1,-1,G1:50:78:117,,140336,1,-1,-1,G1:50:78:117,,,,-1,-1,G10011:1.22;,G8027:8.33;
14041,D14-S04-1,-1,1,-1,-1,,,140416,1,-1,-1,G1:50:88:132,,140416,1,-1,-1,G1:50:88:132,,140418,1,-1,-1,G1:50:88:132,,140417,1,-1,-1,G1:50:88:132,,140418,1,-1,-1,G1:50:88:132,,,,-1,-1,,
14042,D14-S04-2,140415,1,-1,-1,G1:50:88:132,,140417,1,-1,-1,G1:50:88:132,,140415,1,-1,-1,G1:50:88:132,,140418,1,-1,-1,G1:50:88:132,,-1,1,-1,-1,,,140418,1,-1,-1,G1:50:88:132,,,,-1,-1,,
14043,D14-S04-3,-1,1,-1,-1,,,140439,1,-1,-1,G1:100:532:799,,-1,1,-1,-1,,,140434,1,-1,-1,G1:50:88:132,,140435,1,-1,-1,G1:50:88:132,,140436,1,-1,-1,G1:50:88:132,,,,-1,-1,G10011:1.22;,G8027:8.33;
14051,D14-S05-1,140418,1,-1,-1,G1:50:70:105,,-1,1,-1,-1,,,140418,1,-1,-1,G1:50:70:105,,140413,1,-1,-1,G1:50:70:105,,140412,1,-1,-1,G1:50:70:105,,140413,1,-1,-1,G1:50:70:105,,,,-1,-1,,
14052,D14-S05-2,140419,1,-1,-1,G1:50:70:105,,140412,1,-1,-1,G1:50:70:105,,140412,1,-1,-1,G1:50:70:105,,140412,1,-1,-1,G1:50:70:105,,140412,1,-1,-1,G1:50:70:105,,140419,1,-1,-1,G1:50:70:105,,,,-1,-1,,
14053,D14-S05-3,140531,1,-1,-1,G1:50:70:105,,140539,1,-1,-1,G1:100:532:799,,140531,1,-1,-1,G1:50:70:105,,140534,1,-1,-1,G1:50:70:105,,-1,1,-1,-1,,,140536,1,-1,-1,G1:50:70:105,,,,-1,-1,G10011:1.22;,G8027:8.33;
14061,D14-S06-1,140412,1,-1,-1,G1:50:70:105,,-1,1,-1,-1,,,140412,1,-1,-1,G1:50:70:105,,140418,1,-1,-1,G1:50:70:105,,140419,1,-1,-1,G1:50:70:105,,140418,1,-1,-1,G1:50:70:105,,,,-1,-1,,
14062,D14-S06-2,140418,1,-1,-1,G1:50:70:105,,140417,1,-1,-1,G1:50:70:105,,140418,1,-1,-1,G1:50:70:105,,140411,1,-1,-1,G1:50:70:105,,140412,1,-1,-1,G1:50:70:105,,140411,1,-1,-1,G1:50:70:105,,,,-1,-1,,
14063,D14-S06-3,140631,1,-1,-1,G1:50:70:105,,-1,1,-1,-1,,,140633,1,-1,-1,G1:50:70:105,,140634,1,-1,-1,G1:50:70:105,,140639,1,-1,-1,G1:100:532:799,,140636,1,-1,-1,G1:50:70:105,,,,-1,-1,G10011:1.22;,G8027:8.33;
14071,D14-S07-1,140717,1,-1,-1,G1:50:102:153,,-1,1,-1,-1,,,140717,1,-1,-1,G1:50:102:153,,140714,1,-1,-1,G1:50:102:153,,140718,1,-1,-1,G1:50:102:153,,140714,1,-1,-1,G1:50:102:153,,,,-1,-1,,
14072,D14-S07-2,140716,1,-1,-1,G1:50:102:153,,-1,1,-1,-1,,,140716,1,-1,-1,G1:50:102:153,,140717,1,-1,-1,G1:50:102:153,,140719,1,-1,-1,G1:50:102:153,,140717,1,-1,-1,G1:50:102:153,,,,-1,-1,,
14073,D14-S07-3,-1,1,-1,-1,,,140739,1,-1,-1,G1:100:537:806,,-1,1,-1,-1,,,140734,1,-1,-1,G1:50:102:153,,-1,1,-1,-1,,,140736,1,-1,-1,G1:50:102:153,,,,-1,-1,G10011:1.22;,G8027:8.33;
14081,D14-S08-1,140715,1,-1,-1,G1:50:78:117,,140715,1,-1,-1,G1:50:78:117,,-1,1,-1,-1,,,140712,1,-1,-1,G1:50:78:117,,140712,1,-1,-1,G1:50:78:117,,140712,1,-1,-1,G1:50:78:117,,,,-1,-1,,
14082,D14-S08-2,-1,1,-1,-1,,,140716,1,-1,-1,G1:50:78:117,,140716,1,-1,-1,G1:50:78:117,,140711,1,-1,-1,G1:50:78:117,,140712,1,-1,-1,G1:50:78:117,,140711,1,-1,-1,G1:50:78:117,,,,-1,-1,,
14083,D14-S08-3,140831,1,-1,-1,G1:50:78:117,,140839,1,-1,-1,G1:100:537:806,,140833,1,-1,-1,G1:50:78:117,,140834,1,-1,-1,G1:50:78:117,,-1,1,-1,-1,,,140836,1,-1,-1,G1:50:78:117,,,,-1,-1,G10011:1.22;,G8027:8.33;
14091,D14-S09-1,140718,1,-1,-1,G1:50:78:117,,140718,1,-1,-1,G1:50:78:117,,-1,1,-1,-1,,,140712,1,-1,-1,G1:50:78:117,,140713,1,-1,-1,G1:50:78:117,,140712,1,-1,-1,G1:50:78:117,,,,-1,-1,,
14092,D14-S09-2,140711,1,-1,-1,G1:50:78:117,,140718,1,-1,-1,G1:50:78:117,,140718,1,-1,-1,G1:50:78:117,,140717,1,-1,-1,G1:50:78:117,,140717,1,-1,-1,G1:50:78:117,,140711,1,-1,-1,G1:50:78:117,,,,-1,-1,,
14093,D14-S09-3,140939,1,-1,-1,G1:100:268:403,,140932,1,-1,-1,G1:50:78:117,,140938,1,-1,-1,G1:100:268:403,,140934,1,-1,-1,G1:50:78:117,,-1,1,-1,-1,,,140936,1,-1,-1,G1:50:78:117,,,,-1,-1,G10011:1.22;,G8027:8.33;
14101,D14-S10-1,140716,1,-1,-1,G1:50:89:134,,140716,1,-1,-1,G1:50:89:134,,140716,1,-1,-1,G1:50:89:134,,140712,1,-1,-1,G1:50:89:134,,-1,1,-1,-1,,,140712,1,-1,-1,G1:50:89:134,,,,-1,-1,,
14102,D14-S10-2,140713,1,-1,-1,G1:50:89:134,,140711,1,-1,-1,G1:50:89:134,,140713,1,-1,-1,G1:50:89:134,,140716,1,-1,-1,G1:50:89:134,,140715,1,-1,-1,G1:50:89:134,,140716,1,-1,-1,G1:50:89:134,,,,-1,-1,,
14103,D14-S10-3,141039,1,-1,-1,G1:100:268:403,,-1,1,-1,-1,,,141038,1,-1,-1,G1:100:268:403,,141034,1,-1,-1,G1:50:89:134,,-1,1,-1,-1,,,141036,1,-1,-1,G1:50:89:134,,,,-1,-1,G10011:1.22;,G8027:8.33;
14111,D14-S11-1,140718,1,-1,-1,G1:50:80:120,,-1,1,-1,-1,,,140718,1,-1,-1,G1:50:80:120,,140716,1,-1,-1,G1:50:80:120,,140717,1,-1,-1,G1:50:80:120,,140716,1,-1,-1,G1:50:80:120,,,,-1,-1,,
14112,D14-S11-2,140714,1,-1,-1,G1:50:80:120,,140717,1,-1,-1,G1:50:80:120,,140714,1,-1,-1,G1:50:80:120,,140717,1,-1,-1,G1:50:80:120,,140715,1,-1,-1,G1:50:80:120,,140717,1,-1,-1,G1:50:80:120,,,,-1,-1,,
14113,D14-S11-3,-1,1,-1,-1,,,141139,1,-1,-1,G1:100:542:813,,-1,1,-1,-1,,,141134,1,-1,-1,G1:50:80:120,,141135,1,-1,-1,G1:50:80:120,,141136,1,-1,-1,G1:50:80:120,,,,-1,-1,G10011:1.22;,G8027:8.33;
15011,D15-S01-1,150112,1,-1,-1,G1:50:89:134,,150113,1,-1,-1,G1:50:89:134,,150112,1,-1,-1,G1:50:89:134,,150116,1,-1,-1,G1:50:89:134,,150116,1,-1,-1,G1:50:89:134,,-1,1,-1,-1,,,,,-1,-1,,
15012,D15-S01-2,150113,1,-1,-1,G1:50:89:134,,-1,1,-1,-1,,,150113,1,-1,-1,G1:50:89:134,,150115,1,-1,-1,G1:50:89:134,,150116,1,-1,-1,G1:50:89:134,,150115,1,-1,-1,G1:50:89:134,,,,-1,-1,,
15013,D15-S01-3,-1,1,-1,-1,,,150139,1,-1,-1,G1:100:542:813,,-1,1,-1,-1,,,150134,1,-1,-1,G1:50:89:134,,150135,1,-1,-1,G1:50:89:134,,150136,1,-1,-1,G1:50:89:134,,,,-1,-1,G10021:1.22;,G8027:8.33;
15021,D15-S02-1,-1,1,-1,-1,,,150117,1,-1,-1,G1:50:102:153,,150117,1,-1,-1,G1:50:102:153,,150119,1,-1,-1,G1:50:102:153,,150119,1,-1,-1,G1:50:102:153,,150119,1,-1,-1,G1:50:102:153,,,,-1,-1,,
15022,D15-S02-2,150112,1,-1,-1,G1:50:102:153,,-1,1,-1,-1,,,150112,1,-1,-1,G1:50:102:153,,150118,1,-1,-1,G1:50:102:153,,150119,1,-1,-1,G1:50:102:153,,150118,1,-1,-1,G1:50:102:153,,,,-1,-1,,
15023,D15-S02-3,150231,1,-1,-1,G1:50:102:153,,-1,1,-1,-1,,,150233,1,-1,-1,G1:50:102:153,,-1,1,-1,-1,,,150239,1,-1,-1,G1:100:542:813,,-1,1,-1,-1,,,,,-1,-1,G10021:1.22;,G8027:8.33;
15031,D15-S03-1,150112,1,-1,-1,G1:50:80:120,,150113,1,-1,-1,G1:50:80:120,,150112,1,-1,-1,G1:50:80:120,,150115,1,-1,-1,G1:50:80:120,,-1,1,-1,-1,,,150115,1,-1,-1,G1:50:80:120,,,,-1,-1,,
15032,D15-S03-2,150116,1,-1,-1,G1:50:80:120,,150116,1,-1,-1,G1:50:80:120,,-1,1,-1,-1,,,150113,1,-1,-1,G1:50:80:120,,150111,1,-1,-1,G1:50:80:120,,150113,1,-1,-1,G1:50:80:120,,,,-1,-1,,
15033,D15-S03-3,150331,1,-1,-1,G1:50:80:120,,-1,1,-1,-1,,,150333,1,-1,-1,G1:50:80:120,,150334,1,-1,-1,G1:50:80:120,,150339,1,-1,-1,G1:100:542:813,,150336,1,-1,-1,G1:50:80:120,,,,-1,-1,G10021:1.22;,G8027:8.33;
15041,D15-S04-1,150412,1,-1,-1,G1:50:91:136,,-1,1,-1,-1,,,150412,1,-1,-1,G1:50:91:136,,150416,1,-1,-1,G1:50:91:136,,150415,1,-1,-1,G1:50:91:136,,150416,1,-1,-1,G1:50:91:136,,,,-1,-1,,
15042,D15-S04-2,150415,1,-1,-1,G1:50:91:136,,150413,1,-1,-1,G1:50:91:136,,150415,1,-1,-1,G1:50:91:136,,150413,1,-1,-1,G1:50:91:136,,-1,1,-1,-1,,,150413,1,-1,-1,G1:50:91:136,,,,-1,-1,,
15043,D15-S04-3,-1,1,-1,-1,,,150439,1,-1,-1,G1:100:547:820,,-1,1,-1,-1,,,150434,1,-1,-1,G1:50:91:136,,150435,1,-1,-1,G1:50:91:136,,150436,1,-1,-1,G1:50:91:136,,,,-1,-1,G10021:1.22;,G8027:8.33;
15051,D15-S05-1,150412,1,-1,-1,G1:50:72:108,,-1,1,-1,-1,,,150412,1,-1,-1,G1:50:72:108,,150418,1,-1,-1,G1:50:72:108,,150411,1,-1,-1,G1:50:72:108,,150418,1,-1,-1,G1:50:72:108,,,,-1,-1,,
15052,D15-S05-2,150417,1,-1,-1,G1:50:72:108,,150412,1,-1,-1,G1:50:72:108,,150417,1,-1,-1,G1:50:72:108,,150413,1,-1,-1,G1:50:72:108,,150419,1,-1,-1,G1:50:72:108,,150413,1,-1,-1,G1:50:72:108,,,,-1,-1,,
15053,D15-S05-3,150531,1,-1,-1,G1:50:72:108,,150539,1,-1,-1,G1:100:547:820,,150533,1,-1,-1,G1:50:72:108,,150534,1,-1,-1,G1:50:72:108,,-1,1,-1,-1,,,150536,1,-1,-1,G1:50:72:108,,,,-1,-1,G10021:1.22;,G8027:8.33;
15061,D15-S06-1,150412,1,-1,-1,G1:50:91:136,,150412,1,-1,-1,G1:50:91:136,,150414,1,-1,-1,G1:50:91:136,,150414,1,-1,-1,G1:50:91:136,,150413,1,-1,-1,G1:50:91:136,,150413,1,-1,-1,G1:50:91:136,,,,-1,-1,,
15062,D15-S06-2,150414,1,-1,-1,G1:50:91:136,,150413,1,-1,-1,G1:50:91:136,,150413,1,-1,-1,G1:50:91:136,,150414,1,-1,-1,G1:50:91:136,,150413,1,-1,-1,G1:50:91:136,,150413,1,-1,-1,G1:50:91:136,,,,-1,-1,,
15063,D15-S06-3,150631,1,-1,-1,G1:50:91:136,,-1,1,-1,-1,,,150633,1,-1,-1,G1:50:91:136,,150639,1,-1,-1,G1:100:273:410,,-1,1,-1,-1,,,150638,1,-1,-1,G1:100:273:410,,,,-1,-1,G10021:1.22;,G8027:8.33;
15071,D15-S07-1,150719,1,-1,-1,G1:50:91:136,,-1,1,-1,-1,,,150719,1,-1,-1,G1:50:91:136,,150713,1,-1,-1,G1:50:91:136,,150718,1,-1,-1,G1:50:91:136,,150713,1,-1,-1,G1:50:91:136,,,,-1,-1,,
15072,D15-S07-2,150718,1,-1,-1,G1:50:91:136,,150713,1,-1,-1,G1:50:91:136,,150718,1,-1,-1,G1:50:91:136,,150713,1,-1,-1,G1:50:91:136,,150718,1,-1,-1,G1:50:91:136,,150713,1,-1,-1,G1:50:91:136,,,,-1,-1,,
15073,D15-S07-3,150739,1,-1,-1,G1:100:273:410,,-1,1,-1,-1,,,150738,1,-1,-1,G1:100:273:410,,150734,1,-1,-1,G1:50:91:136,,-1,1,-1,-1,,,150736,1,-1,-1,G1:50:91:136,,,,-1,-1,G10021:1.22;,G8027:8.33;
15081,D15-S08-1,150719,1,-1,-1,G1:50:91:136,,150718,1,-1,-1,G1:50:91:136,,150719,1,-1,-1,G1:50:91:136,,150715,1,-1,-1,G1:50:91:136,,-1,1,-1,-1,,,150715,1,-1,-1,G1:50:91:136,,,,-1,-1,,
15082,D15-S08-2,150719,1,-1,-1,G1:50:91:136,,150719,1,-1,-1,G1:50:91:136,,150716,1,-1,-1,G1:50:91:136,,150716,1,-1,-1,G1:50:91:136,,150719,1,-1,-1,G1:50:91:136,,150719,1,-1,-1,G1:50:91:136,,,,-1,-1,,
15083,D15-S08-3,-1,1,-1,-1,,,150839,1,-1,-1,G1:100:552:828,,-1,1,-1,-1,,,150834,1,-1,-1,G1:50:91:136,,-1,1,-1,-1,,,150836,1,-1,-1,G1:50:91:136,,,,-1,-1,G10021:1.22;,G8027:8.33;
15091,D15-S09-1,150718,1,-1,-1,G1:50:91:136,,150712,1,-1,-1,G1:50:91:136,,150718,1,-1,-1,G1:50:91:136,,150711,1,-1,-1,G1:50:91:136,,-1,1,-1,-1,,,150711,1,-1,-1,G1:50:91:136,,,,-1,-1,,
15092,D15-S09-2,150713,1,-1,-1,G1:50:91:136,,150713,1,-1,-1,G1:50:91:136,,150717,1,-1,-1,G1:50:91:136,,150717,1,-1,-1,G1:50:91:136,,150713,1,-1,-1,G1:50:91:136,,150713,1,-1,-1,G1:50:91:136,,,,-1,-1,,
15093,D15-S09-3,150931,1,-1,-1,G1:50:91:136,,-1,1,-1,-1,,,150933,1,-1,-1,G1:50:91:136,,-1,1,-1,-1,,,150939,1,-1,-1,G1:100:552:828,,-1,1,-1,-1,,,,,-1,-1,G10021:1.22;,G8027:8.33;
15101,D15-S10-1,-1,1,-1,-1,,,151013,1,-1,-1,G1:50:91:136,,151013,1,-1,-1,G1:50:91:136,,151019,1,-1,-1,G1:50:91:136,,151018,1,-1,-1,G1:50:91:136,,151019,1,-1,-1,G1:50:91:136,,,,-1,-1,,
15102,D15-S10-2,151019,1,-1,-1,G1:50:91:136,,-1,1,-1,-1,,,151019,1,-1,-1,G1:50:91:136,,151013,1,-1,-1,G1:50:91:136,,151012,1,-1,-1,G1:50:91:136,,151013,1,-1,-1,G1:50:91:136,,,,-1,-1,,
15103,D15-S10-3,151031,1,-1,-1,G1:50:91:136,,151039,1,-1,-1,G1:100:552:828,,151033,1,-1,-1,G1:50:91:136,,-1,1,-1,-1,,,151035,1,-1,-1,G1:50:91:136,,-1,1,-1,-1,,,,,-1,-1,G10021:1.22;,G8027:8.33;
15111,D15-S11-1,151019,1,-1,-1,G1:50:121:182,,151012,1,-1,-1,G1:50:121:182,,151012,1,-1,-1,G1:50:121:182,,151019,1,-1,-1,G1:50:121:182,,151015,1,-1,-1,G1:50:121:182,,151015,1,-1,-1,G1:50:121:182,,,,-1,-1,,
15112,D15-S11-2,151018,1,-1,-1,G1:50:121:182,,151018,1,-1,-1,G1:50:121:182,,151013,1,-1,-1,G1:50:121:182,,151016,1,-1,-1,G1:50:121:182,,151016,1,-1,-1,G1:50:121:182,,151013,1,-1,-1,G1:50:121:182,,,,-1,-1,,
15113,D15-S11-3,151139,1,-1,-1,G1:100:184:276,,151137,1,-1,-1,G1:100:184:276,,151138,1,-1,-1,G1:100:184:276,,-1,1,-1,-1,,,-1,1,-1,-1,,,-1,1,-1,-1,,,,,-1,-1,G10021:1.22;,G8027:8.33;
15121,D15-S12-1,151013,1,-1,-1,G1:50:105:158,,151012,1,-1,-1,G1:50:105:158,,151013,1,-1,-1,G1:50:105:158,,151017,1,-1,-1,G1:50:105:158,,-1,1,-1,-1,,,151017,1,-1,-1,G1:50:105:158,,,,-1,-1,,
15122,D15-S12-2,151018,1,-1,-1,G1:50:105:158,,151012,1,-1,-1,G1:50:105:158,,151018,1,-1,-1,G1:50:105:158,,151212,1,-1,-1,G1:50:105:158,,-1,1,-1,-1,,,151212,1,-1,-1,G1:50:105:158,,,,-1,-1,,
15123,D15-S12-3,151231,1,-1,-1,G1:50:105:158,,-1,1,-1,-1,,,151233,1,-1,-1,G1:50:105:158,,-1,1,-1,-1,,,151239,1,-1,-1,G1:100:556:835,,-1,1,-1,-1,,,,,-1,-1,G10021:1.22;,G8027:8.33;
16011,D16-S01-1,160113,1,-1,-1,G1:50:81:122,,160113,1,-1,-1,G1:50:81:122,,160113,1,-1,-1,G1:50:81:122,,160116,1,-1,-1,G1:50:81:122,,160116,1,-1,-1,G1:50:81:122,,-1,1,-1,-1,,,,,-1,-1,,
16012,D16-S01-2,160119,1,-1,-1,G1:50:81:122,,160119,1,-1,-1,G1:50:81:122,,160119,1,-1,-1,G1:50:81:122,,-1,1,-1,-1,,,160113,1,-1,-1,G1:50:81:122,,160113,1,-1,-1,G1:50:81:122,,,,-1,-1,,
16013,D16-S01-3,160131,1,-1,-1,G1:50:81:122,,160139,1,-1,-1,G1:100:556:835,,160133,1,-1,-1,G1:50:81:122,,160134,1,-1,-1,G1:50:81:122,,-1,1,-1,-1,,,160136,1,-1,-1,G1:50:81:122,,,,-1,-1,G10031:1.22;,G8027:8.33;
16021,D16-S02-1,160119,1,-1,-1,G1:50:105:158,,160119,1,-1,-1,G1:50:105:158,,160119,1,-1,-1,G1:50:105:158,,-1,1,-1,-1,,,160113,1,-1,-1,G1:50:105:158,,160113,1,-1,-1,G1:50:105:158,,,,-1,-1,,
16022,D16-S02-2,160113,1,-1,-1,G1:50:105:158,,160113,1,-1,-1,G1:50:105:158,,160113,1,-1,-1,G1:50:105:158,,160118,1,-1,-1,G1:50:105:158,,-1,1,-1,-1,,,160118,1,-1,-1,G1:50:105:158,,,,-1,-1,,
