"Id
===
Id
===
int-cs","名称
===
Name
===
string-cs","显示名称
===
ShowName
===
string-c","分组Id
===
GroupId
===
int-s","Buff类型(正面，负面)
===
BuffType
===
int-s","死亡消失
===
DissolveOnDied
===
int-s","能否给死人用
===
UseOnDead
===
int-s","优先级
===
Priority
===
int-s","互斥Id
===
Exclusive
===
int-s","最大叠加层数
===
MaxStackLevel
===
int-s","伤害类型
===
DamageType
===
int-s","结算点
===
HitPoiont
===
string-s","触发次数
===
HitCount
===
int-s","效果0.生效次数
===
Impact0.Enable
===
int-s","效果0.触发点
===
Impact0.AffectPoint
===
string-s","效果0.目标属性
===
Impact0.Field
===
string-s","效果0.加法公式
===
Impact0.AddExp
===
string-s","效果0.乘法公式
===
Impact0.MulExp
===
string-s","效果0.覆盖公式
===
Impact0.ResetExp
===
string-s","效果1.生效次数
===
Impact1.Enable
===
int-s","效果1.触发点
===
Impact1.AffectPoint
===
string-s","效果1.目标属性
===
Impact1.Field
===
string-s","效果1.加法公式
===
Impact1.AddExp
===
string-s","效果1.乘法公式
===
Impact1.MulExp
===
string-s","效果1.覆盖公式
===
Impact1.ResetExp
===
string-s","效果2.生效次数
===
Impact2.Enable
===
int-s","效果2.触发点
===
Impact2.AffectPoint
===
string-s","效果2.目标属性
===
Impact2.Field
===
string-s","效果2.加法公式
===
Impact2.AddExp
===
string-s","效果2.乘法公式
===
Impact2.MulExp
===
string-s","效果2.覆盖公式
===
Impact2.ResetExp
===
string-s","效果3.生效次数
===
Impact3.Enable
===
int-s","效果3.触发点
===
Impact3.AffectPoint
===
string-s","效果3.目标属性
===
Impact3.Field
===
string-s","效果3.加法公式
===
Impact3.AddExp
===
string-s","效果3.乘法公式
===
Impact3.MulExp
===
string-s","效果3.覆盖公式
===
Impact3.ResetExp
===
string-s","能否修改攻击目标
===
CanModifyTarget
===
string-s","能否使用技能
===
CanUseSkill
===
string-s","能否成为目标
===
CanTarget
===
string-s","能否成为子弹的目标
===
CanHitByBullet
===
string-s","能否被上Buff
===
CanAddBuff
===
string-s","能否被修改属性
===
CanModifyAttr
===
string-s","特效ID
===
EffectID
===
int-c","特效出现方式
===
ShowType
===
int-c","特殊特效
===
SpecEffect
===
int-c","特殊状态
===
AniState
===
int-c","效果0.目标属性
===
ImpactForClient0.Field
===
string-cs","效果0.加法公式
===
ImpactForClient0.AddExp
===
string-cs","效果1.目标属性
===
ImpactForClient1.Field
===
string-cs","效果1.加法公式
===
ImpactForClient1.AddExp
===
string-cs","效果2.目标属性
===
ImpactForClient2.Field
===
string-cs","效果2.加法公式
===
ImpactForClient2.AddExp
===
string-cs","效果3.目标属性
===
ImpactForClient3.Field
===
string-cs","效果3.加法公式
===
ImpactForClient3.AddExp
===
string-cs"
90527,游斗斧527,游斗斧527,900,1,0,0,1,-1,1,1,RoundEnd,999,999,BuffAdded,PhyAttack,463.548,1,1,-1,BuffAdded,0,0,1,1,999,BuffAdded,MgkAttack,92.7096,1,1,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,0,0,PhyAttack,463.548,,,MgkAttack,92.7096,,
90528,游斗斧528,游斗斧528,900,1,0,0,1,-1,1,1,RoundEnd,999,999,BuffAdded,PhyAttack,476.308,1,1,-1,BuffAdded,0,0,1,1,999,BuffAdded,MgkAttack,95.2616,1,1,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,0,0,PhyAttack,476.308,,,MgkAttack,95.2616,,
90529,游斗斧529,游斗斧529,900,1,0,0,1,-1,1,1,RoundEnd,999,999,BuffAdded,PhyAttack,489.068,1,1,-1,BuffAdded,0,0,1,1,999,BuffAdded,MgkAttack,97.8136,1,1,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,0,0,PhyAttack,489.068,,,MgkAttack,97.8136,,
90530,游斗斧530,游斗斧530,900,1,0,0,1,-1,1,1,RoundEnd,999,999,BuffAdded,PhyAttack,507.296,1,1,-1,BuffAdded,0,0,1,1,999,BuffAdded,MgkAttack,101.4592,1,1,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,0,0,PhyAttack,507.296,,,MgkAttack,101.4592,,
90531,游斗斧531,游斗斧531,900,1,0,0,1,-1,1,1,RoundEnd,999,999,BuffAdded,PhyAttack,525.524,1,1,-1,BuffAdded,0,0,1,1,999,BuffAdded,MgkAttack,105.1048,1,1,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,0,0,PhyAttack,525.524,,,MgkAttack,105.1048,,
90532,游斗斧532,游斗斧532,900,1,0,0,1,-1,1,1,RoundEnd,999,999,BuffAdded,PhyAttack,543.752,1,1,-1,BuffAdded,0,0,1,1,999,BuffAdded,MgkAttack,108.7504,1,1,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,0,0,PhyAttack,543.752,,,MgkAttack,108.7504,,
90533,游斗斧533,游斗斧533,900,1,0,0,1,-1,1,1,RoundEnd,999,999,BuffAdded,PhyAttack,561.98,1,1,-1,BuffAdded,0,0,1,1,999,BuffAdded,MgkAttack,112.396,1,1,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,0,0,PhyAttack,561.98,,,MgkAttack,112.396,,
90534,游斗斧534,游斗斧534,900,1,0,0,1,-1,1,1,RoundEnd,999,999,BuffAdded,PhyAttack,580.208,1,1,-1,BuffAdded,0,0,1,1,999,BuffAdded,MgkAttack,116.0416,1,1,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,0,0,PhyAttack,580.208,,,MgkAttack,116.0416,,
90535,游斗斧535,游斗斧535,900,1,0,0,1,-1,1,1,RoundEnd,999,999,BuffAdded,PhyAttack,598.436,1,1,-1,BuffAdded,0,0,1,1,999,BuffAdded,MgkAttack,119.6872,1,1,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,0,0,PhyAttack,598.436,,,MgkAttack,119.6872,,
90536,游斗斧536,游斗斧536,900,1,0,0,1,-1,1,1,RoundEnd,999,999,BuffAdded,PhyAttack,616.664,1,1,-1,BuffAdded,0,0,1,1,999,BuffAdded,MgkAttack,123.3328,1,1,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,0,0,PhyAttack,616.664,,,MgkAttack,123.3328,,
90537,游斗斧537,游斗斧537,900,1,0,0,1,-1,1,1,RoundEnd,999,999,BuffAdded,PhyAttack,634.892,1,1,-1,BuffAdded,0,0,1,1,999,BuffAdded,MgkAttack,126.9784,1,1,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,0,0,PhyAttack,634.892,,,MgkAttack,126.9784,,
90538,游斗斧538,游斗斧538,900,1,0,0,1,-1,1,1,RoundEnd,999,999,BuffAdded,PhyAttack,653.12,1,1,-1,BuffAdded,0,0,1,1,999,BuffAdded,MgkAttack,130.624,1,1,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,0,0,PhyAttack,653.12,,,MgkAttack,130.624,,
90539,游斗斧539,游斗斧539,900,1,0,0,1,-1,1,1,RoundEnd,999,999,BuffAdded,PhyAttack,671.348,1,1,-1,BuffAdded,0,0,1,1,999,BuffAdded,MgkAttack,134.2696,1,1,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,0,0,PhyAttack,671.348,,,MgkAttack,134.2696,,
90540,游斗斧540,游斗斧540,900,1,0,0,1,-1,1,1,RoundEnd,999,999,BuffAdded,PhyAttack,695.044,1,1,-1,BuffAdded,0,0,1,1,999,BuffAdded,MgkAttack,139.0088,1,1,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,0,0,PhyAttack,695.044,,,MgkAttack,139.0088,,
90541,游斗斧541,游斗斧541,900,1,0,0,1,-1,1,1,RoundEnd,999,999,BuffAdded,PhyAttack,718.74,1,1,-1,BuffAdded,0,0,1,1,999,BuffAdded,MgkAttack,143.748,1,1,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,0,0,PhyAttack,718.74,,,MgkAttack,143.748,,
90542,游斗斧542,游斗斧542,900,1,0,0,1,-1,1,1,RoundEnd,999,999,BuffAdded,PhyAttack,742.436,1,1,-1,BuffAdded,0,0,1,1,999,BuffAdded,MgkAttack,148.4872,1,1,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,0,0,PhyAttack,742.436,,,MgkAttack,148.4872,,
90543,游斗斧543,游斗斧543,900,1,0,0,1,-1,1,1,RoundEnd,999,999,BuffAdded,PhyAttack,766.132,1,1,-1,BuffAdded,0,0,1,1,999,BuffAdded,MgkAttack,153.2264,1,1,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,0,0,PhyAttack,766.132,,,MgkAttack,153.2264,,
90544,游斗斧544,游斗斧544,900,1,0,0,1,-1,1,1,RoundEnd,999,999,BuffAdded,PhyAttack,789.828,1,1,-1,BuffAdded,0,0,1,1,999,BuffAdded,MgkAttack,157.9656,1,1,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,0,0,PhyAttack,789.828,,,MgkAttack,157.9656,,
90545,游斗斧545,游斗斧545,900,1,0,0,1,-1,1,1,RoundEnd,999,999,BuffAdded,PhyAttack,813.524,1,1,-1,BuffAdded,0,0,1,1,999,BuffAdded,MgkAttack,162.7048,1,1,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,0,0,PhyAttack,813.524,,,MgkAttack,162.7048,,
90546,游斗斧546,游斗斧546,900,1,0,0,1,-1,1,1,RoundEnd,999,999,BuffAdded,PhyAttack,837.22,1,1,-1,BuffAdded,0,0,1,1,999,BuffAdded,MgkAttack,167.444,1,1,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,0,0,PhyAttack,837.22,,,MgkAttack,167.444,,
90547,游斗斧547,游斗斧547,900,1,0,0,1,-1,1,1,RoundEnd,999,999,BuffAdded,PhyAttack,860.916,1,1,-1,BuffAdded,0,0,1,1,999,BuffAdded,MgkAttack,172.1832,1,1,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,0,0,PhyAttack,860.916,,,MgkAttack,172.1832,,
90548,游斗斧548,游斗斧548,900,1,0,0,1,-1,1,1,RoundEnd,999,999,BuffAdded,PhyAttack,884.612,1,1,-1,BuffAdded,0,0,1,1,999,BuffAdded,MgkAttack,176.9224,1,1,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,0,0,PhyAttack,884.612,,,MgkAttack,176.9224,,
90549,游斗斧549,游斗斧549,900,1,0,0,1,-1,1,1,RoundEnd,999,999,BuffAdded,PhyAttack,908.308,1,1,-1,BuffAdded,0,0,1,1,999,BuffAdded,MgkAttack,181.6616,1,1,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,0,0,PhyAttack,908.308,,,MgkAttack,181.6616,,
90550,游斗斧550,游斗斧550,900,1,0,0,1,-1,1,1,RoundEnd,999,999,BuffAdded,PhyAttack,934.739,1,1,-1,BuffAdded,0,0,1,1,999,BuffAdded,MgkAttack,186.9478,1,1,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,0,0,PhyAttack,934.739,,,MgkAttack,186.9478,,
90551,游斗斧551,游斗斧551,900,1,0,0,1,-1,1,1,RoundEnd,999,999,BuffAdded,PhyAttack,961.17,1,1,-1,BuffAdded,0,0,1,1,999,BuffAdded,MgkAttack,192.234,1,1,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,0,0,PhyAttack,961.17,,,MgkAttack,192.234,,
90552,游斗斧552,游斗斧552,900,1,0,0,1,-1,1,1,RoundEnd,999,999,BuffAdded,PhyAttack,987.601,1,1,-1,BuffAdded,0,0,1,1,999,BuffAdded,MgkAttack,197.5202,1,1,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,0,0,PhyAttack,987.601,,,MgkAttack,197.5202,,
90553,游斗斧553,游斗斧553,900,1,0,0,1,-1,1,1,RoundEnd,999,999,BuffAdded,PhyAttack,1014.032,1,1,-1,BuffAdded,0,0,1,1,999,BuffAdded,MgkAttack,202.8064,1,1,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,0,0,PhyAttack,1014.032,,,MgkAttack,202.8064,,
90554,游斗斧554,游斗斧554,900,1,0,0,1,-1,1,1,RoundEnd,999,999,BuffAdded,PhyAttack,1040.463,1,1,-1,BuffAdded,0,0,1,1,999,BuffAdded,MgkAttack,208.0926,1,1,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,0,0,PhyAttack,1040.463,,,MgkAttack,208.0926,,
90555,游斗斧555,游斗斧555,900,1,0,0,1,-1,1,1,RoundEnd,999,999,BuffAdded,PhyAttack,1066.894,1,1,-1,BuffAdded,0,0,1,1,999,BuffAdded,MgkAttack,213.3788,1,1,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,0,0,PhyAttack,1066.894,,,MgkAttack,213.3788,,
90556,游斗斧556,游斗斧556,900,1,0,0,1,-1,1,1,RoundEnd,999,999,BuffAdded,PhyAttack,1093.325,1,1,-1,BuffAdded,0,0,1,1,999,BuffAdded,MgkAttack,218.665,1,1,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,0,0,PhyAttack,1093.325,,,MgkAttack,218.665,,
90557,游斗斧557,游斗斧557,900,1,0,0,1,-1,1,1,RoundEnd,999,999,BuffAdded,PhyAttack,1119.756,1,1,-1,BuffAdded,0,0,1,1,999,BuffAdded,MgkAttack,223.9512,1,1,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,0,0,PhyAttack,1119.756,,,MgkAttack,223.9512,,
90558,游斗斧558,游斗斧558,900,1,0,0,1,-1,1,1,RoundEnd,999,999,BuffAdded,PhyAttack,1146.187,1,1,-1,BuffAdded,0,0,1,1,999,BuffAdded,MgkAttack,229.2374,1,1,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,0,0,PhyAttack,1146.187,,,MgkAttack,229.2374,,
90559,游斗斧559,游斗斧559,900,1,0,0,1,-1,1,1,RoundEnd,999,999,BuffAdded,PhyAttack,1172.618,1,1,-1,BuffAdded,0,0,1,1,999,BuffAdded,MgkAttack,234.5236,1,1,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,0,0,PhyAttack,1172.618,,,MgkAttack,234.5236,,
90560,游斗斧560,游斗斧560,900,1,0,0,1,-1,1,1,RoundEnd,999,999,BuffAdded,PhyAttack,0,1,1,-1,BuffAdded,0,0,1,1,999,BuffAdded,MgkAttack,0,1,1,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,0,0,PhyAttack,0,,,MgkAttack,0,,
90561,游斗斧561,游斗斧561,900,1,0,0,1,-1,1,1,RoundEnd,999,999,BuffAdded,PhyAttack,0,1,1,-1,BuffAdded,0,0,1,1,999,BuffAdded,MgkAttack,0,1,1,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,0,0,PhyAttack,0,,,MgkAttack,0,,
90562,游斗斧562,游斗斧562,900,1,0,0,1,-1,1,1,RoundEnd,999,999,BuffAdded,PhyAttack,0,1,1,-1,BuffAdded,0,0,1,1,999,BuffAdded,MgkAttack,0,1,1,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,0,0,PhyAttack,0,,,MgkAttack,0,,
90563,游斗斧563,游斗斧563,900,1,0,0,1,-1,1,1,RoundEnd,999,999,BuffAdded,PhyAttack,0,1,1,-1,BuffAdded,0,0,1,1,999,BuffAdded,MgkAttack,0,1,1,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,0,0,PhyAttack,0,,,MgkAttack,0,,
90564,游斗斧564,游斗斧564,900,1,0,0,1,-1,1,1,RoundEnd,999,999,BuffAdded,PhyAttack,0,1,1,-1,BuffAdded,0,0,1,1,999,BuffAdded,MgkAttack,0,1,1,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,0,0,PhyAttack,0,,,MgkAttack,0,,
90565,游斗斧565,游斗斧565,900,1,0,0,1,-1,1,1,RoundEnd,999,999,BuffAdded,PhyAttack,0,1,1,-1,BuffAdded,0,0,1,1,999,BuffAdded,MgkAttack,0,1,1,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,0,0,PhyAttack,0,,,MgkAttack,0,,
90566,游斗斧566,游斗斧566,900,1,0,0,1,-1,1,1,RoundEnd,999,999,BuffAdded,PhyAttack,0,1,1,-1,BuffAdded,0,0,1,1,999,BuffAdded,MgkAttack,0,1,1,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,0,0,PhyAttack,0,,,MgkAttack,0,,
90567,游斗斧567,游斗斧567,900,1,0,0,1,-1,1,1,RoundEnd,999,999,BuffAdded,PhyAttack,0,1,1,-1,BuffAdded,0,0,1,1,999,BuffAdded,MgkAttack,0,1,1,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,0,0,PhyAttack,0,,,MgkAttack,0,,
90568,游斗斧568,游斗斧568,900,1,0,0,1,-1,1,1,RoundEnd,999,999,BuffAdded,PhyAttack,0,1,1,-1,BuffAdded,0,0,1,1,999,BuffAdded,MgkAttack,0,1,1,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,0,0,PhyAttack,0,,,MgkAttack,0,,
90569,游斗斧569,游斗斧569,900,1,0,0,1,-1,1,1,RoundEnd,999,999,BuffAdded,PhyAttack,0,1,1,-1,BuffAdded,0,0,1,1,999,BuffAdded,MgkAttack,0,1,1,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,0,0,PhyAttack,0,,,MgkAttack,0,,
90600,七星剑600,七星剑600,900,1,0,0,1,-1,1,1,RoundEnd,999,999,BuffAdded,PhyAttack,93.52,1,1,999,BuffAdded,PhyDefence,12,1,1,999,BuffAdded,MgkAttack,18.704,1,1,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,0,0,PhyAttack,93.52,PhyDefence,12,MgkAttack,18.704,,
90601,七星剑601,七星剑601,900,1,0,0,1,-1,1,1,RoundEnd,999,999,BuffAdded,PhyAttack,104.457,1,1,999,BuffAdded,PhyDefence,14,1,1,999,BuffAdded,MgkAttack,20.8914,1,1,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,0,0,PhyAttack,104.457,PhyDefence,14,MgkAttack,20.8914,,
90602,七星剑602,七星剑602,900,1,0,0,1,-1,1,1,RoundEnd,999,999,BuffAdded,PhyAttack,115.394,1,1,999,BuffAdded,PhyDefence,17,1,1,999,BuffAdded,MgkAttack,23.0788,1,1,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,0,0,PhyAttack,115.394,PhyDefence,17,MgkAttack,23.0788,,
90603,七星剑603,七星剑603,900,1,0,0,1,-1,1,1,RoundEnd,999,999,BuffAdded,PhyAttack,126.331,1,1,999,BuffAdded,PhyDefence,19,1,1,999,BuffAdded,MgkAttack,25.2662,1,1,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,0,0,PhyAttack,126.331,PhyDefence,19,MgkAttack,25.2662,,
90604,七星剑604,七星剑604,900,1,0,0,1,-1,1,1,RoundEnd,999,999,BuffAdded,PhyAttack,137.268,1,1,999,BuffAdded,PhyDefence,21,1,1,999,BuffAdded,MgkAttack,27.4536,1,1,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,0,0,PhyAttack,137.268,PhyDefence,21,MgkAttack,27.4536,,
90605,七星剑605,七星剑605,900,1,0,0,1,-1,1,1,RoundEnd,999,999,BuffAdded,PhyAttack,148.205,1,1,999,BuffAdded,PhyDefence,23,1,1,999,BuffAdded,MgkAttack,29.641,1,1,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,0,0,PhyAttack,148.205,PhyDefence,23,MgkAttack,29.641,,
90606,七星剑606,七星剑606,900,1,0,0,1,-1,1,1,RoundEnd,999,999,BuffAdded,PhyAttack,159.142,1,1,999,BuffAdded,PhyDefence,26,1,1,999,BuffAdded,MgkAttack,31.8284,1,1,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,0,0,PhyAttack,159.142,PhyDefence,26,MgkAttack,31.8284,,
90607,七星剑607,七星剑607,900,1,0,0,1,-1,1,1,RoundEnd,999,999,BuffAdded,PhyAttack,170.079,1,1,999,BuffAdded,PhyDefence,28,1,1,999,BuffAdded,MgkAttack,34.0158,1,1,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,0,0,PhyAttack,170.079,PhyDefence,28,MgkAttack,34.0158,,
90608,七星剑608,七星剑608,900,1,0,0,1,-1,1,1,RoundEnd,999,999,BuffAdded,PhyAttack,181.016,1,1,999,BuffAdded,PhyDefence,30,1,1,999,BuffAdded,MgkAttack,36.2032,1,1,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,0,0,PhyAttack,181.016,PhyDefence,30,MgkAttack,36.2032,,
90609,七星剑609,七星剑609,900,1,0,0,1,-1,1,1,RoundEnd,999,999,BuffAdded,PhyAttack,191.953,1,1,999,BuffAdded,PhyDefence,33,1,1,999,BuffAdded,MgkAttack,38.3906,1,1,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,0,0,PhyAttack,191.953,PhyDefence,33,MgkAttack,38.3906,,
90610,七星剑610,七星剑610,900,1,0,0,1,-1,1,1,RoundEnd,999,999,BuffAdded,PhyAttack,202.206,1,1,999,BuffAdded,PhyDefence,36,1,1,999,BuffAdded,MgkAttack,40.4412,1,1,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,0,0,PhyAttack,202.206,PhyDefence,36,MgkAttack,40.4412,,
90611,七星剑611,七星剑611,900,1,0,0,1,-1,1,1,RoundEnd,999,999,BuffAdded,PhyAttack,212.459,1,1,999,BuffAdded,PhyDefence,38,1,1,999,BuffAdded,MgkAttack,42.4918,1,1,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,0,0,PhyAttack,212.459,PhyDefence,38,MgkAttack,42.4918,,
90612,七星剑612,七星剑612,900,1,0,0,1,-1,1,1,RoundEnd,999,999,BuffAdded,PhyAttack,222.712,1,1,999,BuffAdded,PhyDefence,40,1,1,999,BuffAdded,MgkAttack,44.5424,1,1,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,0,0,PhyAttack,222.712,PhyDefence,40,MgkAttack,44.5424,,
90613,七星剑613,七星剑613,900,1,0,0,1,-1,1,1,RoundEnd,999,999,BuffAdded,PhyAttack,232.965,1,1,999,BuffAdded,PhyDefence,43,1,1,999,BuffAdded,MgkAttack,46.593,1,1,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,0,0,PhyAttack,232.965,PhyDefence,43,MgkAttack,46.593,,
90614,七星剑614,七星剑614,900,1,0,0,1,-1,1,1,RoundEnd,999,999,BuffAdded,PhyAttack,243.218,1,1,999,BuffAdded,PhyDefence,46,1,1,999,BuffAdded,MgkAttack,48.6436,1,1,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,0,0,PhyAttack,243.218,PhyDefence,46,MgkAttack,48.6436,,
90615,七星剑615,七星剑615,900,1,0,0,1,-1,1,1,RoundEnd,999,999,BuffAdded,PhyAttack,253.471,1,1,999,BuffAdded,PhyDefence,48,1,1,999,BuffAdded,MgkAttack,50.6942,1,1,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,0,0,PhyAttack,253.471,PhyDefence,48,MgkAttack,50.6942,,
90616,七星剑616,七星剑616,900,1,0,0,1,-1,1,1,RoundEnd,999,999,BuffAdded,PhyAttack,263.724,1,1,999,BuffAdded,PhyDefence,50,1,1,999,BuffAdded,MgkAttack,52.7448,1,1,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,0,0,PhyAttack,263.724,PhyDefence,50,MgkAttack,52.7448,,
90617,七星剑617,七星剑617,900,1,0,0,1,-1,1,1,RoundEnd,999,999,BuffAdded,PhyAttack,273.977,1,1,999,BuffAdded,PhyDefence,52,1,1,999,BuffAdded,MgkAttack,54.7954,1,1,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,0,0,PhyAttack,273.977,PhyDefence,52,MgkAttack,54.7954,,
90618,七星剑618,七星剑618,900,1,0,0,1,-1,1,1,RoundEnd,999,999,BuffAdded,PhyAttack,284.23,1,1,999,BuffAdded,PhyDefence,55,1,1,999,BuffAdded,MgkAttack,56.846,1,1,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,0,0,PhyAttack,284.23,PhyDefence,55,MgkAttack,56.846,,
90619,七星剑619,七星剑619,900,1,0,0,1,-1,1,1,RoundEnd,999,999,BuffAdded,PhyAttack,294.483,1,1,999,BuffAdded,PhyDefence,57,1,1,999,BuffAdded,MgkAttack,58.8966,1,1,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,0,0,PhyAttack,294.483,PhyDefence,57,MgkAttack,58.8966,,
90620,七星剑620,七星剑620,900,1,0,0,1,-1,1,1,RoundEnd,999,999,BuffAdded,PhyAttack,304.053,1,1,999,BuffAdded,PhyDefence,78,1,1,999,BuffAdded,MgkAttack,60.8106,1,1,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,0,0,PhyAttack,304.053,PhyDefence,78,MgkAttack,60.8106,,
90621,七星剑621,七星剑621,900,1,0,0,1,-1,1,1,RoundEnd,999,999,BuffAdded,PhyAttack,313.623,1,1,999,BuffAdded,PhyDefence,81,1,1,999,BuffAdded,MgkAttack,62.7246,1,1,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,0,0,PhyAttack,313.623,PhyDefence,81,MgkAttack,62.7246,,
90622,七星剑622,七星剑622,900,1,0,0,1,-1,1,1,RoundEnd,999,999,BuffAdded,PhyAttack,323.193,1,1,999,BuffAdded,PhyDefence,84,1,1,999,BuffAdded,MgkAttack,64.6386,1,1,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,0,0,PhyAttack,323.193,PhyDefence,84,MgkAttack,64.6386,,
90623,七星剑623,七星剑623,900,1,0,0,1,-1,1,1,RoundEnd,999,999,BuffAdded,PhyAttack,332.763,1,1,999,BuffAdded,PhyDefence,87,1,1,999,BuffAdded,MgkAttack,66.5526,1,1,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,0,0,PhyAttack,332.763,PhyDefence,87,MgkAttack,66.5526,,
90624,七星剑624,七星剑624,900,1,0,0,1,-1,1,1,RoundEnd,999,999,BuffAdded,PhyAttack,342.333,1,1,999,BuffAdded,PhyDefence,90,1,1,999,BuffAdded,MgkAttack,68.4666,1,1,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,0,0,PhyAttack,342.333,PhyDefence,90,MgkAttack,68.4666,,
90625,七星剑625,七星剑625,900,1,0,0,1,-1,1,1,RoundEnd,999,999,BuffAdded,PhyAttack,351.903,1,1,999,BuffAdded,PhyDefence,94,1,1,999,BuffAdded,MgkAttack,70.3806,1,1,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,0,0,PhyAttack,351.903,PhyDefence,94,MgkAttack,70.3806,,
90626,七星剑626,七星剑626,900,1,0,0,1,-1,1,1,RoundEnd,999,999,BuffAdded,PhyAttack,361.473,1,1,999,BuffAdded,PhyDefence,97,1,1,999,BuffAdded,MgkAttack,72.2946,1,1,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,0,0,PhyAttack,361.473,PhyDefence,97,MgkAttack,72.2946,,
