"Id
===
Id
===
int-cs","√˚≥∆
===
Name
===
string-cs","–Ë“™–«º∂
===
NeedStarLevel
===
int-cs","–«º∂≈‰÷√0.ŒÔ∆∑Id
===
StarConfig0.Id
===
int-cs","–«º∂≈‰÷√0.–Ë“™µ»º∂
===
StarConfig0.NeedLevel
===
int-cs","–«º∂≈‰÷√1.ŒÔ∆∑Id
===
StarConfig1.Id
===
int-cs","–«º∂≈‰÷√1.–Ë“™µ»º∂
===
StarConfig1.NeedLevel
===
int-cs","–«º∂≈‰÷√2.ŒÔ∆∑Id
===
StarConfig2.Id
===
int-cs","–«º∂≈‰÷√2.–Ë“™µ»º∂
===
StarConfig2.NeedLevel
===
int-cs","–«º∂≈‰÷√3.ŒÔ∆∑Id
===
StarConfig3.Id
===
int-cs","–«º∂≈‰÷√3.–Ë“™µ»º∂
===
StarConfig3.NeedLevel
===
int-cs","–«º∂≈‰÷√4.ŒÔ∆∑Id
===
StarConfig4.Id
===
int-cs","–«º∂≈‰÷√4.–Ë“™µ»º∂
===
StarConfig4.NeedLevel
===
int-cs","–«º∂≈‰÷√5.ŒÔ∆∑Id
===
StarConfig5.Id
===
int-cs","–«º∂≈‰÷√5.–Ë“™µ»º∂
===
StarConfig5.NeedLevel
===
int-cs"," Ù–‘≥…≥§0
===
AttrGrowUp0
===
float-cs"," Ù–‘≥…≥§1
===
AttrGrowUp1
===
float-cs"," Ù–‘≥…≥§2
===
AttrGrowUp2
===
float-cs"," Ù–‘≥…≥§3
===
AttrGrowUp3
===
float-cs"," Ù–‘≥…≥§4
===
AttrGrowUp4
===
float-cs"," Ù–‘≥…≥§5
===
AttrGrowUp5
===
float-cs"," Ù–‘≥…≥§6
===
AttrGrowUp6
===
float-cs"," Ù–‘≥…≥§7
===
AttrGrowUp7
===
float-cs"," Ù–‘≥…≥§8
===
AttrGrowUp8
===
float-cs"," Ù–‘≥…≥§9
===
AttrGrowUp9
===
float-cs"," Ù–‘≥…≥§10
===
AttrGrowUp10
===
float-cs"," Ù–‘≥…≥§11
===
AttrGrowUp11
===
float-cs"," Ù–‘≥…≥§12
===
AttrGrowUp12
===
float-cs"," Ù–‘≥…≥§13
===
AttrGrowUp13
===
float-cs"," Ù–‘≥…≥§14
===
AttrGrowUp14
===
float-cs"," Ù–‘≥…≥§15
===
AttrGrowUp15
===
float-cs"," Ù–‘≥…≥§16
===
AttrGrowUp16
===
float-cs"," Ù–‘≥…≥§17
===
AttrGrowUp17
===
float-cs"," Ù–‘≥…≥§18
===
AttrGrowUp18
===
float-cs"," Ù–‘≥…≥§19
===
AttrGrowUp19
===
float-cs"," Ù–‘≥…≥§20
===
AttrGrowUp20
===
float-cs"," Ù–‘≥…≥§21
===
AttrGrowUp21
===
float-cs"," Ù–‘≥…≥§22
===
AttrGrowUp22
===
float-cs"," Ù–‘≥…≥§23
===
AttrGrowUp23
===
float-cs"," Ù–‘≥…≥§24
===
AttrGrowUp24
===
float-cs"," Ù–‘≥…≥§25
===
AttrGrowUp25
===
float-cs"," Ù–‘≥…≥§26
===
AttrGrowUp26
===
float-cs"," Ù–‘≥…≥§27
===
AttrGrowUp27
===
float-cs"," Ù–‘≥…≥§28
===
AttrGrowUp28
===
float-cs"," Ù–‘≥…≥§29
===
AttrGrowUp29
===
float-cs"," Ù–‘≥…≥§30
===
AttrGrowUp30
===
float-cs"," Ù–‘≥…≥§31
===
AttrGrowUp31
===
float-cs"
1010804,4-5–«,4,80029,27,80025,27,80025,27,80029,27,80021,23,80023,29,1164,0,0,0,162,0,0,0,0,0,0,0,419,419,433,615,423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1010805,5-6–«,5,80029,27,80029,27,80033,27,80029,27,80041,40,80049,44,1425,0,0,0,484,0,0,0,0,0,0,0,0,1257,0,433,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1010806,6-7–«,6,80037,27,80037,27,80049,44,80045,44,80053,44,80042,44,824,503,0,0,618,0,0,0,159,0,0,0,1558,2815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1010807,7-8–«,7,80045,44,80044,48,80045,44,80043,46,80063,66,80063,66,824,1806,20546,0,510,0,0,0,609,0,0,0,1558,779,793,793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1010808,8-9–«,8,80044,48,80053,44,80063,66,80061,60,80069,64,80069,64,1648,0,69862,0,510,0,0,0,0,0,0,0,2337,0,793,4614,2829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1010809,9-10–«,9,80073,64,80064,68,80061,60,80064,68,80073,64,80065,64,1495,903,29497,0,1082,0,0,0,291,0,0,0,5288,4509,793,3100,1124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#¬≥∞‡,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010900,0-1–«,0,80007,14,80015,14,80007,14,80015,14,80003,14,80002,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1010901,1-2–«,1,80001,8,80011,14,80002,12,80002,12,80001,8,80004,16,428,648,1831,0,0,0,82,0,0,0,132,0,0,0,0,182,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1010902,2-3–«,2,80003,14,80011,14,80015,14,80007,14,80039,29,80039,29,428,432,3662,0,0,0,41,0,0,0,0,0,173,519,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1010903,3-4–«,3,80007,14,80004,16,80027,29,80027,29,80022,27,80035,29,214,216,9678,0,0,0,82,0,0,0,384,0,0,173,0,182,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1010904,4-5–«,4,80023,29,80027,29,80021,23,80022,27,80035,29,80024,31,1164,1006,4839,0,0,0,283,0,0,0,159,0,173,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1010905,5-6–«,5,80035,29,80024,31,80021,23,80022,27,80041,40,80043,46,950,1006,4839,0,0,0,121,0,0,0,159,0,419,419,433,433,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1010906,6-7–«,6,80023,29,80027,29,80055,46,80041,40,80051,46,80051,46,1299,1006,15707,0,0,0,0,0,0,0,159,0,1198,1198,433,793,581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1010907,7-8–«,7,80042,44,80044,48,80055,46,80055,46,80079,66,80064,68,1299,903,0,0,0,0,631,0,0,0,291,0,2337,2337,0,1226,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1010908,8-9–«,8,80043,46,80043,46,80075,66,80075,66,80062,64,80064,68,0,2709,40365,0,0,0,0,0,0,0,1134,0,2282,0,3100,5407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1010909,9-10–«,9,80063,66,80062,64,80071,66,80061,60,80075,66,80067,66,0,5040,51233,0,0,0,0,0,0,0,1104,0,1503,0,3028,6128,1162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#µ“» Ω‹,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011000,0-1–«,0,80015,14,80019,14,80011,14,80019,14,80002,12,80003,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1011001,1-2–«,1,80015,14,80019,14,80011,14,80001,8,80003,14,80002,12,0,432,5493,0,0,0,41,0,0,0,198,0,0,173,0,182,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1011002,2-3–«,2,80001,8,80001,8,80015,14,80011,14,80039,29,80022,27,214,432,3662,0,0,0,41,0,0,0,132,0,0,346,0,182,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1011003,3-4–«,3,80019,14,80011,14,80035,29,80022,27,80031,29,80027,29,428,719,9678,0,0,0,41,0,0,0,225,0,0,519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1011004,4-5–«,4,80021,23,80024,31,80035,29,80027,29,80039,29,80035,29,475,1006,6670,0,0,0,283,0,0,0,225,0,0,592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1011005,5-6–«,5,80031,29,80027,29,80021,23,80021,23,80047,46,80047,46,950,1006,4839,0,0,0,121,0,0,0,477,0,419,419,433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1011006,6-7–«,6,80022,27,80031,29,80051,46,80059,46,80044,48,80041,40,3073,0,0,0,0,0,752,0,0,0,0,0,1558,1257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1011007,7-8–«,7,80055,46,80055,46,80047,46,80043,46,80063,66,80061,60,824,503,15707,0,0,0,376,0,0,0,291,0,2337,1977,793,1586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1011008,8-9–«,8,80051,46,80055,46,80061,60,80075,66,80079,66,80064,68,2319,1806,40365,0,0,0,255,0,0,0,582,0,2282,1503,0,3893,1705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1011009,9-10–«,9,80075,66,80071,66,80062,64,80062,64,80075,66,80071,66,1495,2583,29497,0,0,0,255,0,0,0,1395,0,3785,2282,1514,5335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#¡Æ∆ƒ,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011100,0-1–«,0,80005,12,80013,12,80004,16,80003,14,80003,14,80003,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1011101,1-2–«,1,80013,12,80013,12,80005,12,80004,16,80001,8,80003,14,214,216,0,0,41,0,0,0,66,0,0,0,173,0,182,546,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1011102,2-3–«,2,80002,12,80009,12,80004,16,80002,12,80025,27,80037,27,428,432,0,0,41,0,0,0,132,0,0,0,173,173,182,182,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1011103,3-4–«,3,80004,16,80013,12,80037,27,80022,27,80024,31,80022,27,475,432,8501,0,162,0,0,0,159,0,0,0,173,173,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1011104,4-5–«,4,80022,27,80033,27,80037,27,80021,23,80024,31,80029,27,0,1222,14517,0,0,0,0,0,225,0,0,0,592,0,615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1011105,5-6–«,5,80025,27,80033,27,80037,27,80029,27,80049,44,80057,44,475,1006,9678,0,121,0,0,0,318,0,0,0,419,838,433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1011106,6-7–«,6,80025,27,80033,27,80043,46,80042,44,80053,44,80041,40,475,503,15707,0,497,0,0,0,609,0,0,0,779,1198,0,793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1011107,7-8–«,7,80053,44,80042,44,80041,40,80043,46,80063,66,80061,60,1299,2309,21736,0,121,0,0,0,450,0,0,0,779,779,793,1586,581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1011108,8-9–«,8,80049,44,80057,44,80077,64,80069,64,80069,64,80064,68,2319,1806,51233,0,0,0,0,0,291,0,0,0,2282,2282,793,3100,1705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1011109,9-10–«,9,80063,66,80069,64,80073,64,80077,64,80069,64,80077,64,0,0,40365,0,1337,0,0,0,843,0,0,0,5288,3785,1514,3821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#’‘‘∆,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011200,0-1–«,0,80010,13,80003,14,80001,8,80010,13,80004,16,80002,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1011201,1-2–«,1,80002,12,80002,12,80014,13,80018,13,80003,14,80002,12,214,216,1831,0,0,82,0,0,0,0,0,0,173,519,182,182,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1011202,2-3–«,2,80001,8,80004,16,80004,16,80003,14,80021,23,80023,29,0,864,7324,0,0,0,0,0,0,132,0,0,0,0,0,182,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1011203,3-4–«,3,80006,13,80014,13,80021,23,80021,23,80024,31,80038,28,689,0,0,0,0,0,0,0,0,0,0,0,346,592,364,615,423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1011204,4-5–«,4,80034,28,80034,28,80034,28,80026,28,80024,31,80034,28,1164,216,4839,0,0,41,0,0,0,225,0,0,419,838,433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1011205,5-6–«,5,80030,28,80022,27,80038,28,80023,29,80050,45,80054,45,475,2012,0,0,0,121,0,0,0,636,0,0,419,0,433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1011206,6-7–«,6,80030,28,80022,27,80044,48,80044,48,80050,45,80054,45,0,1406,9678,0,0,376,0,0,0,450,0,0,779,1198,0,1226,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1011207,7-8–«,7,80058,45,80046,45,80058,45,80044,48,80074,65,80078,65,0,1406,4839,0,0,376,0,0,0,291,0,0,2337,1198,1586,2379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1011208,8-9–«,8,80054,45,80054,45,80064,68,80062,64,80063,66,80078,65,824,1680,51233,0,0,255,0,0,0,1686,0,0,1558,0,793,5407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1011209,9-10–«,9,80070,65,80064,68,80061,60,80074,65,80061,60,80064,68,0,3486,88491,0,0,0,0,0,0,1134,0,0,1503,0,3028,6128,1124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#≤‹≤Ÿ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011300,0-1–«,0,80002,12,80001,8,80008,15,80020,15,80001,8,80001,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1011301,1-2–«,1,80004,16,80012,15,80016,15,80008,15,80002,12,80003,14,856,216,3662,0,0,0,0,41,0,0,0,66,0,519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1011302,2-3–«,2,80004,16,80020,15,80008,15,80008,15,80036,30,80036,30,214,432,1831,0,0,0,0,82,0,0,0,66,173,173,182,182,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1011303,3-4–«,3,80003,14,80001,8,80024,31,80021,23,80021,23,80024,31,428,1006,1831,0,0,0,0,82,0,0,0,384,173,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1011304,4-5–«,4,80036,30,80028,30,80021,23,80024,31,80028,30,80028,30,1164,0,0,0,0,0,0,0,0,0,0,0,838,1011,866,182,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1011305,5-6–«,5,80022,27,80036,30,80032,30,80032,30,80041,40,80042,44,1900,503,0,0,0,0,0,363,0,0,0,159,419,419,433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1011306,6-7–«,6,80040,30,80036,30,80044,48,80056,47,80043,46,80060,47,824,1909,15707,0,0,0,0,242,0,0,0,159,779,1617,793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1011307,7-8–«,7,80060,47,80042,44,80052,47,80044,48,80061,60,80080,67,0,1406,26575,0,0,0,0,0,0,0,0,900,779,0,793,3172,581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1011308,8-9–«,8,80041,40,80042,44,80072,67,80072,67,80072,67,80068,67,1495,903,51233,0,0,0,0,255,0,0,0,843,3061,2282,1586,3100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1011309,9-10–«,9,80072,67,80063,66,80076,67,80068,67,80064,68,80072,67,2319,903,10868,0,0,0,0,2164,0,0,0,0,6791,5288,793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#æ£È,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011400,0-1–«,0,80001,8,80004,16,80003,14,80002,12,80003,14,80002,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1011401,1-2–«,1,80018,13,80018,13,80004,16,80014,13,80001,8,80014,13,214,432,3662,0,0,0,0,0,0,0,0,0,173,173,182,364,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1011402,2-3–«,2,80010,13,80001,8,80006,13,80001,8,80024,31,80030,28,214,432,3662,0,0,0,0,0,0,264,0,0,173,173,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1011403,3-4–«,3,80010,13,80002,12,80021,23,80024,31,80030,28,80034,28,642,0,0,0,0,203,0,0,0,0,0,0,419,938,433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1011404,4-5–«,4,80030,28,80023,29,80022,27,80023,29,80038,28,80034,28,475,719,1831,0,0,162,0,0,0,159,0,0,419,1011,433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1011405,5-6–«,5,80024,31,80024,31,80026,28,80026,28,80054,45,80043,46,0,1006,9678,0,0,121,0,0,0,318,0,0,0,419,0,866,608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1011406,6-7–«,6,80023,29,80024,31,80046,45,80043,46,80044,48,80043,46,950,903,10868,0,0,242,0,0,0,291,0,0,838,0,866,1586,581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1011407,7-8–«,7,80042,44,80041,40,80043,46,80054,45,80066,65,80074,65,824,0,21736,0,0,255,0,0,0,0,0,0,1977,0,1226,2812,1466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1011408,8-9–«,8,80050,45,80054,45,80070,65,80070,65,80063,66,80064,68,2319,3486,21736,0,0,541,0,0,0,843,0,0,2282,779,793,3100,581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1011409,9-10–«,9,80078,65,80066,65,80062,64,80074,65,80061,60,80074,65,0,903,29497,0,0,1337,0,0,0,291,0,0,5288,3785,1514,3821,1124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Êßº∫,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020000,0-1–«,0,80003,14,80001,8,80010,13,80010,13,80018,13,80004,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1020001,1-2–«,1,80006,13,80004,16,80003,14,80003,14,80010,13,80002,12,214,0,1831,0,0,82,0,0,0,66,0,0,173,519,182,182,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1020002,2-3–«,2,80001,8,80006,13,80002,12,80002,12,80026,28,80021,23,214,216,1831,0,0,82,0,0,0,0,0,0,173,173,182,364,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1020003,3-4–«,3,80014,13,80004,16,80022,27,80023,29,80021,23,80021,23,1378,432,3662,0,0,162,0,0,0,0,0,0,0,592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1020004,4-5–«,4,80021,23,80038,28,80021,23,80038,28,80021,23,80023,29,950,719,4839,0,0,0,0,0,0,66,0,0,173,838,182,433,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1020005,5-6–«,5,80022,27,80024,31,80030,28,80022,27,80058,45,80044,48,1425,0,9678,0,0,0,0,0,0,318,0,0,0,1257,0,433,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1020006,6-7–«,6,80022,27,80021,23,80058,45,80042,44,80046,45,80046,45,0,1006,20546,0,0,121,0,0,0,291,0,0,1198,419,1226,1586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1020007,7-8–«,7,80042,44,80054,45,80058,45,80041,40,80061,60,80074,65,2123,1406,26575,0,0,510,0,0,0,291,0,0,1558,419,793,793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1020008,8-9–«,8,80054,45,80043,46,80070,65,80062,64,80078,65,80063,66,2319,3486,21736,0,0,0,0,0,0,1134,0,0,2282,2282,793,3100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1020009,9-10–«,9,80061,60,80078,65,80074,65,80066,65,80070,65,80078,65,0,2583,99359,0,0,541,0,0,0,843,0,0,1503,1503,1514,4614,1705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#ıı≤ı,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020100,0-1–«,0,80002,12,80001,8,80018,13,80014,13,80002,12,80010,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1020101,1-2–«,1,80010,13,80006,13,80001,8,80018,13,80018,13,80002,12,214,648,5493,0,0,41,0,0,0,132,0,0,0,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1020102,2-3–«,2,80004,16,80014,13,80004,16,80018,13,80022,27,80034,28,428,216,5493,0,0,82,0,0,0,132,0,0,0,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1020103,3-4–«,3,80001,8,80003,14,80024,31,80026,28,80038,28,80038,28,0,1222,6670,0,0,0,0,0,0,291,0,0,346,0,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1020104,4-5–«,4,80038,28,80022,27,80034,28,80030,28,80021,23,80023,29,689,0,9678,0,0,121,0,0,0,318,0,0,419,173,433,182,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1020105,5-6–«,5,80026,28,80030,28,80030,28,80023,29,80043,46,80044,48,475,1006,9678,0,0,121,0,0,0,318,0,0,0,838,0,433,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1020106,6-7–«,6,80023,29,80030,28,80050,45,80044,48,80044,48,80043,46,475,0,10868,0,0,363,0,0,0,0,0,0,779,838,793,2019,885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1020107,7-8–«,7,80054,45,80058,45,80046,45,80042,44,80063,66,80078,65,0,0,10868,0,0,376,0,0,0,0,0,0,2337,1198,1586,2812,885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1020108,8-9–«,8,80050,45,80043,46,80064,68,80063,66,80078,65,80066,65,824,1806,80730,0,0,255,0,0,0,1134,0,0,779,0,793,4614,1124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1020109,9-10–«,9,80063,66,80070,65,80074,65,80061,60,80066,65,80078,65,1495,0,69862,0,0,796,0,0,0,552,0,0,3785,779,1514,5335,1705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Œ˜ ©,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020200,0-1–«,0,80001,8,80016,15,80002,12,80020,15,80003,14,80003,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1020201,1-2–«,1,80008,15,80012,15,80008,15,80012,15,80008,15,80016,15,214,432,3662,0,0,0,0,0,0,0,0,132,0,173,0,364,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1020202,2-3–«,2,80004,16,80004,16,80008,15,80020,15,80022,27,80021,23,642,216,0,0,0,0,0,205,0,0,0,66,0,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1020203,3-4–«,3,80002,12,80004,16,80022,27,80036,30,80021,23,80023,29,689,503,6670,0,0,0,0,41,0,0,0,66,346,419,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1020204,4-5–«,4,80032,30,80022,27,80023,29,80032,30,80036,30,80024,31,475,1222,6670,0,0,0,0,0,0,0,0,159,173,419,182,433,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1020205,5-6–«,5,80024,31,80022,27,80024,31,80040,30,80044,48,80041,40,0,1006,4839,0,0,0,0,242,0,0,0,159,419,838,433,433,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1020206,6-7–«,6,80040,30,80024,31,80052,47,80043,46,80042,44,80048,47,824,503,9678,0,0,0,0,0,0,0,0,159,2396,779,1659,793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1020207,7-8–«,7,80060,47,80052,47,80056,47,80048,47,80072,67,80068,67,824,903,26575,0,0,0,0,510,0,0,0,159,1977,779,1226,793,581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1020208,8-9–«,8,80052,47,80044,48,80061,60,80076,67,80072,67,80064,68,2319,903,10868,0,0,0,0,1592,0,0,0,582,4564,2282,0,1586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1020209,9-10–«,9,80063,66,80076,67,80061,60,80080,67,80076,67,80072,67,1495,1680,0,0,0,0,0,796,0,0,0,552,6067,3785,2307,3821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#—ÓπÛÂ˙,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020300,0-1–«,0,80005,12,80004,16,80004,16,80001,8,80003,14,80003,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1020301,1-2–«,1,80013,12,80017,12,80005,12,80017,12,80001,8,80009,12,428,0,0,0,41,0,0,0,0,0,0,0,346,173,364,364,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1020302,2-3–«,2,80009,12,80002,12,80005,12,80003,14,80024,31,80037,27,428,216,3662,0,82,0,0,0,198,0,0,0,0,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1020303,3-4–«,3,80017,12,80005,12,80025,27,80022,27,80023,29,80037,27,214,216,6670,0,82,0,0,0,159,0,0,0,419,173,433,182,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1020304,4-5–«,4,80022,27,80025,27,80023,29,80024,31,80025,27,80033,27,689,503,11509,0,162,0,0,0,225,0,0,0,0,0,0,433,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1020305,5-6–«,5,80023,29,80033,27,80021,23,80024,31,80053,44,80057,44,950,1006,4839,0,242,0,0,0,159,0,0,0,419,0,433,433,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1020306,6-7–«,6,80022,27,80037,27,80057,44,80045,44,80041,40,80041,40,475,1406,10868,0,0,0,0,0,741,0,0,0,419,419,433,2019,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
