"Id
===
Id
===
int-cs","名称
===
Name
===
string-cs","职业
===
Profession
===
int-s","品质
===
Quality
===
int-c","等级
===
Level
===
int-cs","血条长度
===
HPBar
===
float-c","属性值0
===
Attr0
===
float-cs","属性值1
===
Attr1
===
float-cs","属性值2
===
Attr2
===
float-cs","属性值3
===
Attr3
===
float-cs","属性值4
===
Attr4
===
float-cs","属性值5
===
Attr5
===
float-cs","属性值6
===
Attr6
===
float-cs","属性值7
===
Attr7
===
float-cs","属性值8
===
Attr8
===
float-cs","属性值9
===
Attr9
===
float-cs","属性值10
===
Attr10
===
float-cs","属性值11
===
Attr11
===
float-cs","属性值12
===
Attr12
===
float-cs","属性值13
===
Attr13
===
float-cs","属性值14
===
Attr14
===
float-cs","属性值15
===
Attr15
===
float-cs","属性值16
===
Attr16
===
float-cs","属性值17
===
Attr17
===
float-cs","属性值18
===
Attr18
===
float-cs","属性值19
===
Attr19
===
float-cs","属性值20
===
Attr20
===
float-cs","属性值21
===
Attr21
===
float-cs","属性值22
===
Attr22
===
float-cs","属性值23
===
Attr23
===
float-cs","属性值24
===
Attr24
===
float-cs","属性值25
===
Attr25
===
float-cs","属性值26
===
Attr26
===
float-cs","属性值27
===
Attr27
===
float-cs","属性值28
===
Attr28
===
float-cs","属性值29
===
Attr29
===
float-cs","属性值30
===
Attr30
===
float-cs","属性值31
===
Attr31
===
float-cs","普攻技能
===
NormalSkill
===
int-cs","一般技能Id0
===
Skill0
===
int-cs","一般技能Id1
===
Skill1
===
int-cs","一般技能Id2
===
Skill2
===
int-cs","一般技能Id3
===
Skill3
===
int-cs","一般技能Id4
===
Skill4
===
int-cs","掉落0
===
Drops0
===
string-s","掉落1
===
Drops1
===
string-s","展示ID
===
ShowID
===
int-c","展示武器ID
===
ShowWeaponID
===
int-c","展示大小比率
===
ShowSize
===
float-c","战斗对话
===
FightDialog
===
string-c","死亡对话
===
DeadDialog
===
string-c","掉落关卡Id
===
StageId
===
int-cs"
20303,男道士队长,0,0,10,1,228.7872,259.94862,1385.176596,24,0,0,0,0,126.77175,126.77175,126.77175,126.77175,155.5,248.8,164.175,262.68,0,0,4,0,0,0,1,0,5,0,0,0,0,0,0,0,208000,208100,-1,-1,-1,-1,,,412,-1,-1,,,-1
20304,锤兵队长,0,0,10,1,371.7792,317.71498,1644.897208,23,0,0,0,0,96.588,96.588,96.588,96.588,155.5,870.8,164.175,262.68,0,0,4,0,0,0,1,0,5,0,0,0,0,0,0,0,201000,201100,201200,-1,-1,-1,,,403,-1,-1,,,-1
20305,拳师,0,0,10,1,200.1888,144.4159,865.7353726,23,0,0,0,0,60.3675,60.3675,60.3675,60.3675,155.5,155.5,164.175,164.175,0,0,4,0,0,0,1,0,5,0,0,0,0,0,0,0,204000,204100,-1,-1,-1,-1,,,408,-1,-1,,,-1
20306,闻仲（boss）,0,0,10,1623.253824,285.984,231.06544,12986.03059,24,0,0,0,0,96.588,96.588,96.588,48.294,155.5,155.5,164.175,164.175,0,0,3,0,0,0,1,0,6,0,0,0,0,0,0,0,38000,38200,1010180,-1,-1,-1,,,108,-1,-1,,,-1
#chapter02_stage4_Stage_01_02,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,
20401,男道士,0,0,11,1,189.6,225.3552,944.5233244,23,0,0,0,0,116.2125,116.2125,116.2125,116.2125,201,201,208.75,208.75,0,0,4,0,0,0,1,0,5,0,0,0,0,0,0,0,207000,207100,-1,-1,-1,-1,,,411,-1,-1,-1,-1,-1
20402,锤兵,0,0,11,1,379.2,300.4736,1227.880322,23,0,0,0,0,77.475,77.475,77.475,77.475,201,1005,208.75,208.75,0,0,3,0,0,0,1,0,5,0,0,0,0,0,0,0,201000,201100,-1,-1,-1,-1,,,402,-1,-1,-1,-1,-1
20403,杀手队长,0,0,11,1,417.12,262.9144,1322.332654,24,0,0,0,0,108.465,108.465,108.465,108.465,201,381.9,208.75,334,0,0,5,0,0,0,1,0,5,0,0,0,0,0,0,0,202000,202100,-1,-1,-1,-1,,,405,-1,-1,-1,-1,-1
20404,拳师,0,0,11,1,265.44,187.796,944.5233244,23,0,0,0,0,77.475,77.475,77.475,77.475,201,201,208.75,208.75,0,0,4,0,0,0,1,0,5,0,0,0,0,0,0,0,204000,204100,-1,-1,-1,-1,,,408,-1,-1,-1,-1,-1
20405,剑兵,0,0,11,1,227.52,187.796,1133.427989,23,0,0,0,0,77.475,77.475,77.475,77.475,201,201,208.75,208.75,0,0,5,0,0,0,1,0,5,0,0,0,0,0,0,0,200000,200100,-1,-1,-1,-1,,,400,-1,-1,-1,-1,-1
20406,男道士队长,0,0,11,1,303.36,338.0328,1511.237319,24,0,0,0,0,162.6975,162.6975,162.6975,162.6975,201,321.6,208.75,334,0,0,4,0,0,0,1,0,5,0,0,0,0,0,0,0,208000,208100,-1,-1,-1,-1,,,412,-1,-1,-1,-1,-1
20407,妲己,0,0,10,1623.253824,142.992,202.18226,12986.03059,23,0,0,0,0,60.3675,120.735,120.735,120.735,155.5,155.5,164.175,164.175,0,0,7,0,0,0,1,0,6,0,0,0,0,0,0,0,80000,80200,80300,80400,-1,-1,,,200,-1,-1,-1,-1,-1
20408,纣王（boss）,0,0,10,1623.253824,457.5744,288.8318,12986.03059,23,0,0,0,0,60.3675,30.18375,60.3675,60.3675,155.5,155.5,164.175,164.175,0,0,3,0,0,0,1,0,6,0,0,0,0,0,0,0,31000,31200,31300,-1,-1,-1,,,101,-1,-1,-1,-1,-1
#chapter02_stage5_Stage_ShaMo_12,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,
20501,拳师,0,0,12,1,316.764,205.9293,1039.123464,23,0,0,0,0,81.7575,81.7575,81.7575,81.7575,211.5,211.5,220.075,220.075,0,0,4,0,0,0,1,0,5,0,0,0,0,0,0,0,204000,204100,-1,-1,-1,-1,,,408,-1,-1,,,-1
20502,男道士,0,0,12,1,226.26,247.11516,1039.123464,23,0,0,0,0,122.63625,122.63625,122.63625,122.63625,211.5,211.5,220.075,220.075,0,0,4,0,0,0,1,0,5,0,0,0,0,0,0,0,207000,207100,-1,-1,-1,-1,,,411,-1,-1,,,-1
20503,锤兵,0,0,13,1,531.6,359.80288,1459.851169,24,0,0,0,0,85.04,85.04,85.04,85.04,222,1110,231.4,231.4,0,0,3,0,0,0,1,0,5,0,0,0,0,0,0,0,201000,201100,-1,-1,-1,-1,,,402,-1,-1,,,-1
20504,杀手头领,0,0,13,1,584.76,314.82752,1572.147413,23,0,0,0,0,119.056,119.056,119.056,119.056,222,421.8,231.4,370.24,0,0,5,0,0,0,1,0,5,0,0,0,0,0,0,0,202000,202100,-1,-1,-1,-1,,,405,-1,-1,,,-1
20505,肉盾（boss）,0,0,13,5659.730688,478.44,310.329984,28298.65344,24,0,0,0,0,221.104,221.104,221.104,221.104,222,444,231.4,462.8,0,0,4,0,0,0,1,0,5,0,0,0,0,0,0,0,211000,211100,211200,-1,-1,-1,,,60416,-1,-1,,,-1
#chapter02_stage6_Stage_DiXiaCheng_03,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,
20601,拳师,0,0,13,1,372.12,224.8768,1122.962438,23,0,0,0,0,85.04,85.04,85.04,85.04,222,222,231.4,231.4,0,0,4,0,0,0,1,0,5,0,0,0,0,0,0,0,204000,204100,-1,-1,-1,-1,,,408,-1,-1,,,-1
20602,剑兵队长,0,0,13,1,478.44,359.80288,2021.332388,23,0,0,0,0,85.04,85.04,85.04,85.04,222,355.2,231.4,370.24,0,0,4,0,0,0,1,0,5,0,0,0,0,0,0,0,200000,200100,-1,-1,-1,-1,,,401,-1,-1,,,-1
20603,锤兵队长,0,0,14,1,840.6,636.0601,2839.551004,24,0,0,0,0,178.645,178.645,178.645,178.645,232.5,1395,242.725,485.45,0,0,4,0,0,0,1,0,5,0,0,0,0,0,0,0,201000,201100,201200,-1,-1,-1,,,60403,-1,-1,,,-1
20604,剑兵,0,0,13,1,318.96,224.8768,1347.554926,23,0,0,0,0,85.04,85.04,85.04,85.04,222,222,231.4,231.4,0,0,5,0,0,0,1,0,5,0,0,0,0,0,0,0,200000,200100,-1,-1,-1,-1,,,400,-1,-1,,,-1
20605,女杀手,0,0,14,1,448.32,195.7108,987.6699145,23,0,0,0,0,71.458,71.458,71.458,71.458,232.5,302.25,242.725,242.725,0,0,4,0,0,0,1,0,5,0,0,0,0,0,0,0,202000,202100,-1,-1,-1,-1,,,404,-1,-1,,,-1
20606,男道士,0,0,14,1,280.2,293.5662,1234.587393,23,0,0,0,0,133.98375,133.98375,133.98375,133.98375,232.5,232.5,242.725,242.725,0,0,4,0,0,0,1,0,5,0,0,0,0,0,0,0,207000,207100,-1,-1,-1,-1,,,411,-1,-1,,,-1
20607,白起（boss）,0,0,13,3234.131822,531.6,629.65504,16170.65911,23,0,0,0,0,204.096,204.096,204.096,102.048,222,222,231.4,231.4,0,0,5,0,0,0,1,0,6,0,0,0,0,0,0,0,35000,35200,1010200,-1,-1,-1,,,105,-1,-1,,,-1
#chapter03_stage1_Stage_DiXiaCheng_01,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,
30101,地刺2,0,0,15,1,353.52,319.31328,1601.176143,23,0,12.24,0,0,46.8025,93.605,93.605,93.605,243,243,254.05,254.05,8.607576192,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,1003,-1,-1,-1,-1,-1,,,703,-1,-1,,,-1
30102,箭塔-特殊,0,0,15,1,97.416,1,50,23,0,12.24,0,0,46.8025,93.605,93.605,93.605,243,243,254.05,254.05,8.607576192,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,1004,-1,-1,-1,-1,-1,,,702,-1,-1,,,-1
30103,炮烙,0,0,15,1,883.8,399.1416,2668.626904,24,0,12.24,0,0,46.8025,93.605,93.605,93.605,243,243,254.05,254.05,8.607576192,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,1001,-1,-1,-1,-1,-1,,,701,-1,-1,,,-1
30104,墨麒麟,0,0,15,1,530.28,372.53216,4002.940356,23,0,0,0,0,131.047,131.047,131.047,131.047,243,243,254.05,254.05,8.607576192,0,7,0,0,0,1,0,6,0,0,0,0,0,0,0,122000,122200,-1,-1,-1,-1,,,303,-1,-1,,,-1
30105,地刺3,0,0,15,1,412.44,372.53216,1868.038833,23,0,12.24,0,0,46.8025,93.605,93.605,93.605,243,243,254.05,254.05,8.607576192,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,1003,-1,-1,-1,-1,-1,,,706,-1,-1,,,-1
30106,鲁班（boss）,0,0,15,2859.243112,412.44,532.1888,20014.70178,24,0,0,41.616,0,93.605,46.8025,93.605,93.605,243,243,254.05,254.05,8.607576192,0,5,0,0,0,1,0,6,0,0,0,0,0,0,0,39000,39200,39300,39400,-1,-1,,,109,-1,-1,,,-1
30107,男道士,0,0,15,1,294.6,319.31328,1334.313452,23,0,0,0,0,140.4075,140.4075,140.4075,140.4075,243,243,254.05,254.05,8.607576192,0,4,0,0,0,1,0,5,0,0,0,0,0,0,0,207000,207100,-1,-1,-1,-1,,,411,-1,-1,,,-1
30108,女杀手,0,0,15,1,471.36,212.87552,1067.450762,23,0,0,0,0,74.884,74.884,74.884,74.884,243,315.9,254.05,254.05,8.607576192,0,4,0,0,0,1,0,5,0,0,0,0,0,0,0,202000,202100,-1,-1,-1,-1,,,404,-1,-1,,,-1
30109,女杀手队长,0,0,15,1,648.12,372.53216,1868.038833,24,0,0,0,0,131.047,131.047,131.047,131.047,243,461.7,254.05,406.48,18.93666762,0,5,0,0,0,1,0,5,0,0,0,0,0,0,0,202000,202100,-1,-1,-1,-1,,,405,-1,-1,,,-1
#chapter03_stage2_Stage_DiXiaCheng_01,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,
30201,女杀手队长,0,0,15,1,648.12,372.53216,1868.038833,23,0,0,0,0,131.047,131.047,131.047,131.047,243,461.7,254.05,406.48,18.93666762,0,5,0,0,0,1,0,5,0,0,0,0,0,0,0,202000,202100,-1,-1,-1,-1,,,405,-1,-1,,,-1
30202,鲁班（boss）,0,0,14,3086.468483,392.28,489.277,18518.8109,23,0,0,0,0,89.3225,44.66125,89.3225,89.3225,232.5,232.5,242.725,242.725,0,0,5,0,0,0,1,0,6,0,0,0,0,0,0,0,39000,39200,39300,39400,-1,-1,,,109,-1,-1,,,-1
30203,剑兵,0,0,15,1,382.98,266.0944,1334.313452,24,0,0,0,0,112.326,112.326,112.326,112.326,243,243,254.05,254.05,8.607576192,0,7,0,0,0,1,0,5,0,0,0,0,0,0,0,203000,203100,-1,-1,-1,-1,,,406,-1,-1,,,-1
30204,弓箭兵,0,0,15,1,294.6,266.0944,1067.450762,23,0,0,0,0,74.884,74.884,74.884,74.884,243,243,254.05,254.05,8.607576192,0,6,0,0,0,1,0,5,0,0,0,0,0,0,0,213000,213100,-1,-1,-1,-1,,,419,-1,-1,,,-1
30205,拳师队长,0,0,15,1,589.2,425.75104,2134.901523,23,0,0,0,0,149.768,149.768,149.768,149.768,243,388.8,254.05,406.48,18.93666762,0,4,0,0,0,1,0,5,0,0,0,0,0,0,0,204000,204100,204200,-1,-1,-1,,,409,-1,-1,,,-1
30206,廉颇（boss）,0,0,14,4321.055876,448.32,733.9155,25926.33526,24,0,0,0,0,89.3225,89.3225,89.3225,44.66125,232.5,232.5,242.725,242.725,0,0,3,0,0,0,1,0,6,0,0,0,0,0,0,0,41000,41200,41300,41400,-1,-1,,,111,-1,-1,,,-1
#chapter03_stage3_Stage_CaoYuan_02,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,
30301,剑兵,0,0,16,1,401.7,287.5145,1459.707346,23,0,0,0,0,117.465,117.465,117.465,117.465,253.5,253.5,265.375,265.375,17.9560184,0,7,0,0,0,1,0,5,0,0,0,0,0,0,0,203000,203100,-1,-1,-1,-1,,,406,-1,-1,,,-1
30302,弓箭兵,0,0,16,1,309,287.5145,1167.765877,23,0,0,0,0,78.31,78.31,78.31,78.31,253.5,253.5,265.375,265.375,17.9560184,0,6,0,0,0,1,0,5,0,0,0,0,0,0,0,213000,213100,-1,-1,-1,-1,,,419,-1,-1,,,-1
30303,剑兵队长,0,0,16,1,587.1,460.0232,2335.531753,24,0,0,0,0,176.1975,176.1975,176.1975,176.1975,253.5,405.6,265.375,424.6,39.50324048,0,4,0,0,0,1,0,5,0,0,0,0,0,0,0,203000,203100,-1,-1,-1,-1,,,407,-1,-1,,,-1
30304,锤兵队长,0,0,16,1,803.4,632.5319,2773.443957,23,0,0,0,0,156.62,156.62,156.62,156.62,253.5,1419.6,265.375,424.6,39.50324048,0,4,0,0,0,1,0,5,0,0,0,0,0,0,0,201000,201100,201200,-1,-1,-1,,,403,-1,-1,,,-1
30305,锤兵,0,0,16,1,618,460.0232,1897.61955,23,0,0,0,0,97.8875,97.8875,97.8875,97.8875,253.5,1267.5,265.375,265.375,17.9560184,0,3,0,0,0,1,0,5,0,0,0,0,0,0,0,201000,201100,-1,-1,-1,-1,,,402,-1,-1,,,-1
30306,典韦,0,0,16,2736.951273,618,460.0232,21895.61019,23,43.47,0,0,0,156.62,156.62,156.62,78.31,253.5,253.5,265.375,265.375,17.9560184,0,3,0,0,0,1,0,6,0,0,0,0,0,0,0,38000,38200,38300,-1,-1,-1,,,108,-1,-1,,,-1
30307,西施（boss）,0,0,16,2736.951273,618,460.0232,21895.61019,24,0,28.98,0,0,78.31,156.62,156.62,156.62,253.5,253.5,265.375,265.375,17.9560184,0,8,0,0,0,1,0,6,0,0,0,0,0,0,0,82000,82200,82300,-1,-1,-1,,,202,-1,-1,,,-1
#chapter03_stage4_Stage_BingYuan_05,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,
30401,女杀手,0,0,18,1,540.48,266.23784,1373.187356,23,0,0,0,0,85.162,85.162,85.162,85.162,274.5,356.85,288.025,288.025,38.47429843,0,4,0,0,0,1,0,5,0,0,0,0,0,0,0,202000,202100,-1,-1,-1,-1,,,404,-1,-1,-1,,-1
30402,剑兵,0,0,18,1,439.14,332.7973,1716.484195,23,0,0,0,0,127.743,127.743,127.743,127.743,274.5,274.5,288.025,288.025,38.47429843,0,7,0,0,0,1,0,5,0,0,0,0,0,0,0,203000,203100,-1,-1,-1,-1,,,406,-1,-1,-1,,-1
30403,剑兵队长,0,0,18,1,641.82,532.47568,2746.374712,24,0,0,0,0,191.6145,191.6145,191.6145,191.6145,274.5,439.2,288.025,460.84,84.64345655,0,4,0,0,0,1,0,5,0,0,0,0,0,0,0,203000,203100,-1,-1,-1,-1,,,407,-1,-1,-1,,-1
30404,弓箭手,0,0,18,1,337.8,332.7973,1373.187356,23,0,0,0,0,85.162,85.162,85.162,85.162,274.5,274.5,288.025,288.025,38.47429843,0,6,0,0,0,1,0,5,0,0,0,0,0,0,0,213000,213100,-1,-1,-1,-1,,,419,-1,-1,-1,,-1
30405,锤兵队长,0,0,18,1,878.28,732.15406,3261.31997,23,0,0,0,0,170.324,170.324,170.324,170.324,274.5,1537.2,288.025,460.84,84.64345655,0,4,0,0,0,1,0,5,0,0,0,0,0,0,0,201000,201100,201200,-1,-1,-1,,,403,-1,-1,-1,,-1
30406,盾兵,0,0,18,1,270.24,532.47568,3432.96839,23,0,0,0,0,170.324,170.324,170.324,170.324,274.5,274.5,288.025,288.025,38.47429843,0,2,0,0,0,1,0,5,0,0,0,0,0,0,0,210000,210100,-1,-1,-1,-1,,,415,-1,-1,-1,,-1
30407,墨麒麟（boss）,0,0,18,9655.223596,608.04,465.91622,38620.89438,23,0,0,0,0,149.0335,149.0335,149.0335,149.0335,274.5,274.5,288.025,288.025,38.47429843,0,7,0,0,0,1,0,6,0,0,0,0,0,0,0,122000,122200,1010040,-1,-1,-1,,,303,-1,-1,-1,,-1
30408,箭塔_冰,0,0,1,1,31.05,20.2675,540,27,0,0,0,0,11.4125,22.825,22.825,22.825,61,61,62.25,62.25,0,4,6,0,0,0,1,4,5,0,0,0,0,0,0,0,1015080,-1,-1,-1,-1,-1,,,702,-1,-1,,,-1
#chapter03_stage5_Stage_DiXiaCheng_03,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,
30501,拳师队长,0,0,19,1,493.08,356.66,1840.847642,23,0,0,0,0,109.735,109.735,109.735,109.735,285,285,299.35,299.35,49.94713504,0,4,0,0,0,1,0,5,0,0,0,0,0,0,0,204000,204100,-1,-1,-1,-1,,,408,-1,-1,,,-1
30502,剑兵队长,0,0,19,1,457.86,356.66,1840.847642,23,0,0,0,0,131.682,131.682,131.682,131.682,285,285,299.35,299.35,49.94713504,0,7,0,0,0,1,0,5,0,0,0,0,0,0,0,203000,203100,-1,-1,-1,-1,,,406,-1,-1,,,-1
30503,锤兵队长,0,0,19,1,704.4,570.656,2393.101935,24,0,0,0,0,109.735,109.735,109.735,109.735,285,1425,299.35,299.35,49.94713504,0,3,0,0,0,1,0,5,0,0,0,0,0,0,0,201000,201100,-1,-1,-1,-1,,,402,-1,-1,,,-1
30504,女杀手队长,0,0,19,1,774.84,499.324,2577.186699,23,0,0,0,0,153.629,153.629,153.629,153.629,285,541.5,299.35,478.96,109.8836971,0,5,0,0,0,1,0,5,0,0,0,0,0,0,0,202000,202100,-1,-1,-1,-1,,,405,-1,-1,,,-1
30505,弓箭兵,0,0,19,1,352.2,356.66,1472.678114,23,0,0,0,0,87.788,87.788,87.788,87.788,285,285,299.35,299.35,49.94713504,0,6,0,0,0,1,0,5,0,0,0,0,0,0,0,213000,213100,-1,-1,-1,-1,,,419,-1,-1,,,-1
30506,曹操（boss),0,0,19,7179.305804,704.4,641.988,35896.52902,24,0,0,0,54.72,241.417,241.417,120.7085,241.417,285,285,299.35,299.35,49.94713504,0,7,0,0,0,1,0,6,0,0,0,0,0,0,0,43000,43200,43300,43400,-1,-1,,,113,-1,-1,,,-1
#chapter03_stage6_Stage_ShaMo_07,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,
30601,锤兵,0,0,20,1,806.52,593.968,2624.224567,23,0,0,0,0,114.0175,114.0175,114.0175,114.0175,295.5,1477.5,310.675,310.675,61.86021523,0,3,0,0,0,1,0,5,0,0,0,0,0,0,0,201000,201100,-1,-1,-1,-1,,,402,-1,-1,,,-1
30602,弓箭兵,0,0,20,1,403.26,371.23,1614.907426,23,0,0,0,0,91.214,91.214,91.214,91.214,295.5,295.5,310.675,310.675,61.86021523,0,6,0,0,0,1,0,5,0,0,0,0,0,0,0,213000,213100,-1,-1,-1,-1,,,419,-1,-1,,,-1
30603,女杀手,0,0,20,1,645.216,296.984,1614.907426,23,0,0,0,0,91.214,91.214,91.214,91.214,295.5,384.15,310.675,310.675,61.86021523,0,4,0,0,0,1,0,5,0,0,0,0,0,0,0,202000,202100,-1,-1,-1,-1,,,404,-1,-1,,,-1
30604,剑兵,0,0,20,1,524.238,371.23,2018.634282,24,0,0,0,0,136.821,136.821,136.821,136.821,295.5,295.5,310.675,310.675,61.86021523,0,7,0,0,0,1,0,5,0,0,0,0,0,0,0,203000,203100,-1,-1,-1,-1,,,406,-1,-1,,,-1
30605,拳师,0,0,20,1,564.564,371.23,2018.634282,23,0,0,0,0,114.0175,114.0175,114.0175,114.0175,295.5,295.5,310.675,310.675,61.86021523,0,4,0,0,0,1,0,5,0,0,0,0,0,0,0,204000,204100,-1,-1,-1,-1,,,408,-1,-1,,,-1
30606,拳师队长,0,0,20,1,806.52,593.968,3229.814852,23,0,0,0,0,182.428,182.428,182.428,182.428,295.5,472.8,310.675,497.08,136.0924735,0,4,0,0,0,1,0,5,0,0,0,0,0,0,0,204000,204100,204200,-1,-1,-1,,,409,-1,-1,,,-1
30607,西施（boss）,0,0,20,5046.585706,806.52,593.968,30279.51424,23,0,49.14,0,0,91.214,182.428,182.428,182.428,295.5,295.5,310.675,310.675,61.86021523,0,8,0,0,0,1,0,6,0,0,0,0,0,0,0,82000,82200,82300,-1,-1,-1,,,202,-1,-1,,,-1
#chapter03_stage7_Stage_CaoYuan_08,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,
30701,剑兵,0,0,21,1,613.47,456.2,2151.79479,23,0,0,0,0,172.74,172.74,172.74,172.74,376,376,388.5,388.5,98.2522464,0,7,0,0,0,1,0,5,0,0,0,0,0,0,0,203000,203100,-1,-1,-1,-1,,,406,-1,-1,,,-1
30702,女杀手,0,0,21,1,755.04,364.96,1721.435832,23,0,0,0,0,115.16,115.16,115.16,115.16,376,488.8,388.5,388.5,98.2522464,0,4,0,0,0,1,0,5,0,0,0,0,0,0,0,202000,202100,-1,-1,-1,-1,,,404,-1,-1,,,-1
30703,拳师教头,0,0,21,1,943.8,729.92,3442.871664,24,0,0,0,0,230.32,230.32,230.32,230.32,376,601.6,388.5,621.6,216.1549421,0,4,0,0,0,1,0,5,0,0,0,0,0,0,0,204000,204100,204200,-1,-1,-1,,,409,-1,-1,,,-1
30704,刀盾兵,0,0,21,1,377.52,729.92,4303.58958,23,0,0,0,0,230.32,230.32,230.32,230.32,376,376,388.5,388.5,98.2522464,0,2,0,0,0,1,0,5,0,0,0,0,0,0,0,210000,210100,-1,-1,-1,-1,,,415,-1,-1,,,-1
30705,弓箭手,0,0,21,1,471.9,456.2,1721.435832,23,0,0,0,0,115.16,115.16,115.16,115.16,376,376,388.5,388.5,98.2522464,0,6,0,0,0,1,0,5,0,0,0,0,0,0,0,213000,213100,-1,-1,-1,-1,,,419,-1,-1,,,-1
30706,女杀手队长,0,0,21,1,1038.18,638.68,3012.512706,23,0,0,0,0,201.53,201.53,201.53,201.53,376,714.4,388.5,621.6,216.1549421,0,5,0,0,0,1,0,5,0,0,0,0,0,0,0,202000,202100,-1,-1,-1,-1,,,405,-1,-1,,,-1
30707,妲己（boss）,0,0,21,4610.988836,471.9,638.68,32276.92185,24,0,139.536,0,0,143.95,287.9,287.9,287.9,376,376,388.5,388.5,98.2522464,0,7,0,0,0,1,0,6,0,0,0,0,0,0,0,80000,80200,80300,80400,-1,-1,,,200,-1,-1,,,-1
30708,boss2,0,0,21,4610.988836,1132.56,729.92,32276.92185,24,0,0,0,41.04,143.95,143.95,71.975,143.95,376,376,388.5,388.5,98.2522464,0,8,0,0,0,1,0,6,0,0,0,0,0,0,0,34000,34200,34300,34400,-1,-1,,,104,-1,-1,,,-1
#chapter03_stage8_Stage_ShaMo_15,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,
30801,女杀手,0,0,22,1,780.384,375.816,1904.585323,23,0,0,0,0,118.586,118.586,118.586,118.586,386.5,502.45,399.825,399.825,115.2754902,0,4,0,0,0,1,0,5,0,0,0,0,0,0,0,202000,202100,-1,-1,-1,-1,,,404,-1,-1,-1,-1,-1
30802,剑兵,0,0,22,1,634.062,469.77,2380.731654,23,0,0,0,0,177.879,177.879,177.879,177.879,386.5,386.5,399.825,399.825,115.2754902,0,7,0,0,0,1,0,5,0,0,0,0,0,0,0,203000,203100,-1,-1,-1,-1,,,406,-1,-1,-1,-1,-1
30803,锤兵,0,0,22,1,975.48,751.632,3094.951151,24,0,0,0,0,148.2325,148.2325,148.2325,148.2325,386.5,1932.5,399.825,399.825,115.2754902,0,3,0,0,0,1,0,5,0,0,0,0,0,0,0,201000,201100,-1,-1,-1,-1,,,402,-1,-1,-1,-1,-1
30804,拳师,0,0,22,1,682.836,469.77,2380.731654,23,0,0,0,0,148.2325,148.2325,148.2325,148.2325,386.5,386.5,399.825,399.825,115.2754902,0,4,0,0,0,1,0,5,0,0,0,0,0,0,0,204000,204100,-1,-1,-1,-1,,,408,-1,-1,-1,-1,-1
30805,盾兵,0,0,22,1,390.192,751.632,4761.463309,23,0,0,0,0,237.172,237.172,237.172,237.172,386.5,386.5,399.825,399.825,115.2754902,0,2,0,0,0,1,0,5,0,0,0,0,0,0,0,210000,210100,-1,-1,-1,-1,,,415,-1,-1,-1,-1,-1
30806,弓箭手,0,0,22,1,487.74,469.77,1904.585323,23,0,0,0,0,118.586,118.586,118.586,118.586,386.5,386.5,399.825,399.825,115.2754902,0,6,0,0,0,1,0,5,0,0,0,0,0,0,0,213000,213100,-1,-1,-1,-1,,,419,-1,-1,-1,-1,-1
30807,典韦（boss）,0,0,22,4910.259037,1463.22,1221.402,39282.0723,24,36.0144,0,0,0,118.586,118.586,118.586,59.293,386.5,386.5,399.825,399.825,115.2754902,0,3,0,0,0,1,0,6,0,0,0,0,0,0,0,37000,37200,1010210,-1,-1,-1,,,107,-1,-1,-1,-1,-1
#chapter04_stage1_Stage_BingYuan_02,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,
40101,刀兵,0,0,23,1,604.296,483.34,3029.329377,23,0,0,0,0,152.515,152.515,152.515,152.515,397,397,411.15,411.15,132.5912743,0,5,0,0,0,1,0,5,0,0,0,0,0,0,0,200000,200100,-1,-1,-1,-1,,,400,-1,-1,-1,-1,-1
40102,刀兵队长,0,0,23,1,906.444,773.344,4543.994066,23,0,0,0,0,152.515,152.515,152.515,152.515,397,635.2,411.15,657.84,291.7008034,0,4,0,0,0,1,0,5,0,0,0,0,0,0,0,200000,200100,-1,-1,-1,-1,,,401,-1,-1,-1,-1,-1
