"Id
===
Id
===
int-c","技能名称
===
Name
===
string-c","技能图标
===
Image
===
string-c","技能描述
===
Desc
===
string-c","技能分组
===
SkillGroup
===
int-c","技能优先级
===
Priority
===
int-c","技能优先类型
===
PriorType
===
int-c","技能类型
===
SkillType
===
int-c","技能CD时间
===
CDTime
===
float-c","技能消耗HP
===
DepleteHP
===
int-c","技能消耗MP
===
DepleteMP
===
int-c","技能消耗怒气
===
DepleteRage
===
int-c","武将无双技切换时间
===
ModelWSSwtichTime
===
float-c","目标预警范围
===
AlertTarget
===
int-c","预警颜色
===
AlertColor
===
int-c","技能招式0
===
Steps0
===
int-c","技能招式1
===
Steps1
===
int-c","技能招式2
===
Steps2
===
int-c","技能招式3
===
Steps3
===
int-c","技能招式4
===
Steps4
===
int-c","技能招式5
===
Steps5
===
int-c","技能招式6
===
Steps6
===
int-c","技能招式7
===
Steps7
===
int-c","技能招式8
===
Steps8
===
int-c","技能招式9
===
Steps9
===
int-c","技能招式10
===
Steps10
===
int-c","技能招式11
===
Steps11
===
int-c","技能招式12
===
Steps12
===
int-c","技能招式13
===
Steps13
===
int-c","技能招式14
===
Steps14
===
int-c","技能招式15
===
Steps15
===
int-c","技能招式16
===
Steps16
===
int-c","技能招式17
===
Steps17
===
int-c","技能招式18
===
Steps18
===
int-c","技能招式19
===
Steps19
===
int-c"
31001,普通攻击,PetSkillBlank,0,31000,1,2,0,0,0,0,0,0,1159,1,3100100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31002,普通攻击,PetSkillBlank,0,31000,1,2,0,0,0,0,0,0,1159,1,3100200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31003,普通攻击,PetSkillBlank,0,31000,1,2,0,0,0,0,0,0,1159,1,3100300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31004,普通攻击,PetSkillBlank,0,31000,1,2,0,0,0,0,0,0,1159,1,3100400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31100,召唤技,61001,,31100,1,1,2,6,0,21,0,0,-1,1,3110000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31101,召唤技,61001,,31100,1,1,2,6,0,41,0,0,-1,1,3110000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31102,召唤技,61001,,31100,1,1,2,6,0,61,0,0,-1,1,3110000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31103,召唤技,61001,,31100,1,1,2,6,0,81,0,0,-1,1,3110000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31104,召唤技,61001,,31100,1,1,2,6,0,101,0,0,-1,1,3110000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31200,刀火如龙,10121,从地面生成一道火光一直向前，所经过之处，无不受到伤害。,31200,1,1,1,0,0,0,0,0.7,6,1,3120000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31201,刀火如龙,10121,从地面生成一道火光一直向前，所经过之处，无不受到伤害。,31200,1,1,1,0,0,0,0,0.7,6,1,3120100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31202,刀火如龙,10121,从地面生成一道火光一直向前，所经过之处，无不受到伤害。,31200,1,1,1,0,0,0,0,0.7,6,1,3120200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31203,刀火如龙,10121,从地面生成一道火光一直向前，所经过之处，无不受到伤害。,31200,1,1,1,0,0,0,0,0.7,6,1,3120300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31204,刀火如龙,10121,从地面生成一道火光一直向前，所经过之处，无不受到伤害。,31200,1,1,1,0,0,0,0,0.7,6,1,3120400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31300,如龙飞虎,10051,将刀插入地下，对四周产生4次火圈伤害，会将敌人击飞,31300,1,1,1,0,0,0,0,0.7,5165,1,3130000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31301,如龙飞虎,10051,将刀插入地下，对四周产生4次火圈伤害，会将敌人击飞,31300,1,1,1,0,0,0,0,0.7,5165,1,3130100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31302,如龙飞虎,10051,将刀插入地下，对四周产生4次火圈伤害，会将敌人击飞,31300,1,1,1,0,0,0,0,0.7,5165,1,3130200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31303,如龙飞虎,10051,将刀插入地下，对四周产生4次火圈伤害，会将敌人击飞,31300,1,1,1,0,0,0,0,0.7,5165,1,3130300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31304,如龙飞虎,10051,将刀插入地下，对四周产生4次火圈伤害，会将敌人击飞,31300,1,1,1,0,0,0,0,0.7,5165,1,3130400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31400,防御护体,10051,增加友军一定防御力，持续30秒,31300,1,1,1,0,0,0,0,0.7,-1,1,3140000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31401,防御护体,10051,增加友军一定防御力，持续30秒,31300,1,1,1,0,0,0,0,0.7,-1,1,3140100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31402,防御护体,10051,增加友军一定防御力，持续30秒,31300,1,1,1,0,0,0,0,0.7,-1,1,3140200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31403,防御护体,10051,增加友军一定防御力，持续30秒,31300,1,1,1,0,0,0,0,0.7,-1,1,3140300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31404,防御护体,10051,增加友军一定防御力，持续30秒,31300,1,1,1,0,0,0,0,0.7,-1,1,3140400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
#姜子牙,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
32000,普通攻击,PetSkillBlank,挥动杖戟对前方敌人产生雷电，风属性对其影响较大。,32000,1,2,0,0,0,0,0,0,1159,1,3200000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
32001,普通攻击,PetSkillBlank,挥动杖戟对前方敌人产生雷电，风属性对其影响较大。,32000,1,2,0,0,0,0,0,0,1159,1,3200100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
32002,普通攻击,PetSkillBlank,挥动杖戟对前方敌人产生雷电，风属性对其影响较大。,32000,1,2,0,0,0,0,0,0,1159,1,3200200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
32003,普通攻击,PetSkillBlank,挥动杖戟对前方敌人产生雷电，风属性对其影响较大。,32000,1,2,0,0,0,0,0,0,1159,1,3200300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
32004,普通攻击,PetSkillBlank,挥动杖戟对前方敌人产生雷电，风属性对其影响较大。,32000,1,2,0,0,0,0,0,0,1159,1,3200400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
32100,召唤技,61002,,32100,1,1,2,8,0,28,0,0,-1,1,3210000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
32101,召唤技,61002,,32100,1,1,2,8,0,48,0,0,-1,1,3210000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
32102,召唤技,61002,,32100,1,1,2,8,0,68,0,0,-1,1,3210000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
32103,召唤技,61002,,32100,1,1,2,8,0,88,0,0,-1,1,3210000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
32104,召唤技,61002,,32100,1,1,2,8,0,108,0,0,-1,1,3210000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
32200,呼风唤雨,20021,前方瞬间产生雷、火和雨，对前方大面积敌人产生伤害。风属性影响技能伤害。,32200,1,1,1,0,0,0,0,0.7,-1,1,3220000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
32201,呼风唤雨,20021,前方瞬间产生雷、火和雨，对前方大面积敌人产生伤害。风属性影响技能伤害。,32200,1,1,1,0,0,0,0,0.7,-1,1,3220100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
32202,呼风唤雨,20021,前方瞬间产生雷、火和雨，对前方大面积敌人产生伤害。风属性影响技能伤害。,32200,1,1,1,0,0,0,0,0.7,-1,1,3220200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
32203,呼风唤雨,20021,前方瞬间产生雷、火和雨，对前方大面积敌人产生伤害。风属性影响技能伤害。,32200,1,1,1,0,0,0,0,0.7,-1,1,3220300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
32204,呼风唤雨,20021,前方瞬间产生雷、火和雨，对前方大面积敌人产生伤害。风属性影响技能伤害。,32200,1,1,1,0,0,0,0,0.7,-1,1,3220400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
32300,元素唤醒,20021,增加友方四种元素属性加成，持续10秒。,32200,1,1,1,0,0,0,0,0.7,-1,1,3230000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
32301,元素唤醒,20021,增加友方四种元素属性加成，持续10秒。,32200,1,1,1,0,0,0,0,0.7,-1,1,3230100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
32302,元素唤醒,20021,增加友方四种元素属性加成，持续10秒。,32200,1,1,1,0,0,0,0,0.7,-1,1,3230200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
32303,元素唤醒,20021,增加友方四种元素属性加成，持续10秒。,32200,1,1,1,0,0,0,0,0.7,-1,1,3230300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
32304,元素唤醒,20021,增加友方四种元素属性加成，持续10秒。,32200,1,1,1,0,0,0,0,0.7,-1,1,3230400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
32400,雷电交加,20021,从身体发生一个大的电球，对周围人拥有大量的伤害，并眩晕2秒。风属性影响技能伤害。,32200,1,1,1,0,0,0,0,0.7,11,1,3240000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
32401,雷电交加,20021,从身体发生一个大的电球，对周围人拥有大量的伤害，并眩晕2秒。风属性影响技能伤害。,32200,1,1,1,0,0,0,0,0.7,11,1,3240100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
32402,雷电交加,20021,从身体发生一个大的电球，对周围人拥有大量的伤害，并眩晕2秒。风属性影响技能伤害。,32200,1,1,1,0,0,0,0,0.7,11,1,3240200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
32403,雷电交加,20021,从身体发生一个大的电球，对周围人拥有大量的伤害，并眩晕2秒。风属性影响技能伤害。,32200,1,1,1,0,0,0,0,0.7,11,1,3240300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
32404,雷电交加,20021,从身体发生一个大的电球，对周围人拥有大量的伤害，并眩晕2秒。风属性影响技能伤害。,32200,1,1,1,0,0,0,0,0.7,11,1,3240400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
#杨戬,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
33000,普通攻击,PetSkillBlank,使自己提高2倍攻速，持续30秒。,33000,1,2,0,0,0,0,0,0,1159,1,3300000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
33001,普通攻击,PetSkillBlank,使自己提高2倍攻速，持续30秒。,33000,1,2,0,0,0,0,0,0,1159,1,3300100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
33002,普通攻击,PetSkillBlank,使自己提高2倍攻速，持续30秒。,33000,1,2,0,0,0,0,0,0,1159,1,3300200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
33003,普通攻击,PetSkillBlank,使自己提高2倍攻速，持续30秒。,33000,1,2,0,0,0,0,0,0,1159,1,3300300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
33004,普通攻击,PetSkillBlank,使自己提高2倍攻速，持续30秒。,33000,1,2,0,0,0,0,0,0,1159,1,3300400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
33100,召唤技,60003,,33100,1,1,2,6,0,28,0,0,-1,1,3310000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
33101,召唤技,60003,,33100,1,1,2,6,0,48,0,0,-1,1,3310000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
33102,召唤技,60003,,33100,1,1,2,6,0,68,0,0,-1,1,3310000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
33103,召唤技,60003,,33100,1,1,2,6,0,88,0,0,-1,1,3310000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
33104,召唤技,60003,,33100,1,1,2,6,0,108,0,0,-1,1,3310000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
33200,怒目金光,10121,用第三只眼扫视前方，将敌人全部击退，并附带一定伤害。,33300,1,1,1,0,0,0,0,0.7,5165,1,3320000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
33201,怒目金光,10121,用第三只眼扫视前方，将敌人全部击退，并附带一定伤害。,33300,1,1,1,0,0,0,0,0.7,5165,1,3320100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
33202,怒目金光,10121,用第三只眼扫视前方，将敌人全部击退，并附带一定伤害。,33300,1,1,1,0,0,0,0,0.7,5165,1,3320200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
33203,怒目金光,10121,用第三只眼扫视前方，将敌人全部击退，并附带一定伤害。,33300,1,1,1,0,0,0,0,0.7,5165,1,3320300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
33204,怒目金光,10121,用第三只眼扫视前方，将敌人全部击退，并附带一定伤害。,33300,1,1,1,0,0,0,0,0.7,5165,1,3320400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
33300,飞天怒刺,10221,将敌人挑飞，并斜上怒刺敌人，造成一定伤害。,33200,1,1,1,0,0,0,0,0.7,5165,1,3330000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
33301,飞天怒刺,10221,将敌人挑飞，并斜上怒刺敌人，造成一定伤害。,33200,1,1,1,0,0,0,0,0.7,5165,1,3330100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
33302,飞天怒刺,10221,将敌人挑飞，并斜上怒刺敌人，造成一定伤害。,33200,1,1,1,0,0,0,0,0.7,5165,1,3330200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
33303,飞天怒刺,10221,将敌人挑飞，并斜上怒刺敌人，造成一定伤害。,33200,1,1,1,0,0,0,0,0.7,5165,1,3330300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
33304,飞天怒刺,10221,将敌人挑飞，并斜上怒刺敌人，造成一定伤害。,33200,1,1,1,0,0,0,0,0.7,5165,1,3330400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
33400,反击护盾,10221,将周围10码友军增加反击护盾持续15秒，当受到敌人伤害时，可以将30%伤害返还给敌人。,33200,1,1,1,0,0,0,0,0.7,-1,1,3340000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
33401,反击护盾,10221,将周围10码友军增加反击护盾持续15秒，当受到敌人伤害时，可以将30%伤害返还给敌人。,33200,1,1,1,0,0,0,0,0.7,-1,1,3340100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
33402,反击护盾,10221,将周围10码友军增加反击护盾持续15秒，当受到敌人伤害时，可以将30%伤害返还给敌人。,33200,1,1,1,0,0,0,0,0.7,-1,1,3340200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
33403,反击护盾,10221,将周围10码友军增加反击护盾持续15秒，当受到敌人伤害时，可以将30%伤害返还给敌人。,33200,1,1,1,0,0,0,0,0.7,-1,1,3340300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
33404,反击护盾,10221,将周围10码友军增加反击护盾持续15秒，当受到敌人伤害时，可以将30%伤害返还给敌人。,33200,1,1,1,0,0,0,0,0.7,-1,1,3340400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
#雷震子,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
34000,普通攻击,PetSkillBlank,使用雷神锤产生一道闪电，攻击敌人。,34000,1,2,0,0,0,0,0,0,1159,1,3400000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
34001,普通攻击,PetSkillBlank,使用雷神锤产生一道闪电，攻击敌人。,34000,1,2,0,0,0,0,0,0,1159,1,3400100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
34002,普通攻击,PetSkillBlank,使用雷神锤产生一道闪电，攻击敌人。,34000,1,2,0,0,0,0,0,0,1159,1,3400200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
34003,普通攻击,PetSkillBlank,使用雷神锤产生一道闪电，攻击敌人。,34000,1,2,0,0,0,0,0,0,1159,1,3400300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
34004,普通攻击,PetSkillBlank,使用雷神锤产生一道闪电，攻击敌人。,34000,1,2,0,0,0,0,0,0,1159,1,3400400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
34100,召唤技,60004,,34100,1,1,2,10,0,36,0,0,-1,1,3410000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
34101,召唤技,60004,,34100,1,1,2,10,0,56,0,0,-1,1,3410000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
34102,召唤技,60004,,34100,1,1,2,10,0,76,0,0,-1,1,3410000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
34103,召唤技,60004,,34100,1,1,2,10,0,96,0,0,-1,1,3410000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
34104,召唤技,60004,,34100,1,1,2,10,0,116,0,0,-1,1,3410000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
34200,雷神之怒,10321,飞起呐喊一声，使周围五码范围内的敌人受到一定伤害，攻击力下降50%,34200,1,1,1,0,0,0,0,0.7,9,1,3420000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
34201,雷神之怒,10321,飞起呐喊一声，使周围五码范围内的敌人受到一定伤害，攻击力下降50%,34200,1,1,1,0,0,0,0,0.7,9,1,3420100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
34202,雷神之怒,10321,飞起呐喊一声，使周围五码范围内的敌人受到一定伤害，攻击力下降50%,34200,1,1,1,0,0,0,0,0.7,9,1,3420200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
34203,雷神之怒,10321,飞起呐喊一声，使周围五码范围内的敌人受到一定伤害，攻击力下降50%,34200,1,1,1,0,0,0,0,0.7,9,1,3420300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
34204,雷神之怒,10321,飞起呐喊一声，使周围五码范围内的敌人受到一定伤害，攻击力下降50%,34200,1,1,1,0,0,0,0,0.7,9,1,3420400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
34300,雷电冲击,10321,快速冲击产生，对前方敌人产生一定伤害，并附带击退效果（受风属性攻击影响）,34200,1,1,1,0,0,0,0,0.7,5121,1,3430000,3430001,3430002,3430003,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
34301,雷电冲击,10321,快速冲击产生，对前方敌人产生一定伤害，并附带击退效果（受风属性攻击影响）,34200,1,1,1,0,0,0,0,0.7,5121,1,3430100,3430101,3430102,3430103,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
34302,雷电冲击,10321,快速冲击产生，对前方敌人产生一定伤害，并附带击退效果（受风属性攻击影响）,34200,1,1,1,0,0,0,0,0.7,5121,1,3430200,3430201,3430202,3430203,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
34303,雷电冲击,10321,快速冲击产生，对前方敌人产生一定伤害，并附带击退效果（受风属性攻击影响）,34200,1,1,1,0,0,0,0,0.7,5121,1,3430300,3430301,3430302,3430303,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
34304,雷电冲击,10321,快速冲击产生，对前方敌人产生一定伤害，并附带击退效果（受风属性攻击影响）,34200,1,1,1,0,0,0,0,0.7,5121,1,3430400,3430401,3430402,3430403,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
34400,雷链,10321,前方地面连续起来一串闪电，所经过路线给敌人造成一定伤害和5秒眩晕。（受风属性攻击影响）,34200,1,1,1,0,0,0,0,0.7,-1,1,3440000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
34401,雷链,10321,前方地面连续起来一串闪电，所经过路线给敌人造成一定伤害和5秒眩晕。（受风属性攻击影响）,34200,1,1,1,0,0,0,0,0.7,-1,1,3440100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
34402,雷链,10321,前方地面连续起来一串闪电，所经过路线给敌人造成一定伤害和5秒眩晕。（受风属性攻击影响）,34200,1,1,1,0,0,0,0,0.7,-1,1,3440200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
34403,雷链,10321,前方地面连续起来一串闪电，所经过路线给敌人造成一定伤害和5秒眩晕。（受风属性攻击影响）,34200,1,1,1,0,0,0,0,0.7,-1,1,3440300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
34404,雷链,10321,前方地面连续起来一串闪电，所经过路线给敌人造成一定伤害和5秒眩晕。（受风属性攻击影响）,34200,1,1,1,0,0,0,0,0.7,-1,1,3440400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
#白起,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
35000,普通攻击,PetSkillBlank,普通3连击,35000,1,2,0,0,0,0,0,0,1159,1,3500000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
35001,普通攻击,PetSkillBlank,普通3连击,35000,1,2,0,0,0,0,0,0,1159,1,3500100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
35002,普通攻击,PetSkillBlank,普通3连击,35000,1,2,0,0,0,0,0,0,1159,1,3500200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
35003,普通攻击,PetSkillBlank,普通3连击,35000,1,2,0,0,0,0,0,0,1159,1,3500300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
35004,普通攻击,PetSkillBlank,普通3连击,35000,1,2,0,0,0,0,0,0,1159,1,3500400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
35100,召唤技,60005,,35100,1,1,2,9,0,32,0,0,-1,1,3510000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
35101,召唤技,60005,,35100,1,1,2,9,0,52,0,0,-1,1,3510000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
